big_demand,prob_demand
126,0.0371122899799906
127,0.036692912960572407
128,0.035979825155895595
129,0.034991084118600052
130,0.033750546007049978
131,0.032286949532914659
132,0.030632865609624166
133,0.028823564054913067
134,0.026895849207349467
135,0.024886985638316143
136,0.022833450165760882
137,0.020770053307276003
138,0.018729083291322147
139,0.016739602737341978
140,0.014826911010619434
141,0.013012177461169221
142,0.011312243741950568
143,0.009739587262184702
144,0.00830243257465696
145,0.0070049931045488966
146,0.0058479619201750824
147,0.0048286742197090216
148,0.0039417545325981041
149,0.0031796416918905023
150,0.0025331212627318373
151,0.0019918425436672694
152,0.0015448007951430543
153,0.0011807696702242183
154,0.00088867345317045221
155,0.00065789319708098261
156,0.00047850484683622027
157,0.00034145075198461074
158,0.00023864858459612503
159,0.00016304365245917507
160,0.00010861204627913461
161,7.0323064143936687E-05
162,4.406994767062302E-05
163,2.6578125955752259E-05
164,1.5299865858679969E-05
165,8.3034656094630876E-06
166,4.163951902624584E-06
167,1.8607571682859218E-06
168,6.8621722278041624E-07
169,1.6710936261323005E-07
