s_Q,prob_lead_lifetime
955,1.9095095773013969E-05
956,2.2129686759448461E-05
957,2.5577517933736707E-05
958,2.9485081857609171E-05
959,3.39028710103765E-05
960,3.888558384230239E-05
961,4.4492326914090078E-05
962,5.0786811247161114E-05
963,5.7837540877245134E-05
964,6.5717991478046373E-05
965,7.4506776804199776E-05
966,8.4287800595211478E-05
967,9.5150391486475421E-05
968,0.00010718941839165912
969,0.00012050538375464569
970,0.00013520449202067167
971,0.00015139869064713263
972,0.00016920568096647994
973,0.00018874889622837277
974,0.0002101574441873043
975,0.00023356601166669565
976,0.00025911472862218051
977,0.00028694898934651143
978,0.00031721922860706539
979,0.00035008065068486966
980,0.00038569290949177874
981,0.00042421973817995291
982,0.00046582851819586366
983,0.00051068981011099341
984,0.00055897681596915063
985,0.00061086480153845131
986,0.00066653045006638
987,0.00072615117597257155
988,0.00078990437959072226
989,0.00085796665019809539
990,0.00093051291904562117
991,0.0010077155645714551
992,0.0010897434724606743
993,0.0011767610536997568
994,0.0012689272242627687
995,0.0013663943505523282
996,0.0014693071651983665
997,0.0015778016582865
998,0.0016920039404669902
999,0.0018120291075887677
1000,0.001937980092139451
1001,0.0020699465145350604
1002,0.0022080035413249589
1003,0.0023522107576801165
1004,0.0025026110617917966
1005,0.0026592295890190271
1006,0.0028220726737826873
1007,0.002991126857308412
1008,0.0031663579493662131
1009,0.003347710152139419
1010,0.003535105254276456
1011,0.003728441903034761
1012,0.0039275949622151257
1106,0.0042605621010343908
1107,0.0040558757552942226
1108,0.0038566269188736418
1109,0.0036629664897961643
1110,0.0034750221701513109
1111,0.0032928989872148921
1112,0.0031166798990846967
1113,0.0029464264779450935
1114,0.0027821796638651643
1115,0.0026239605818846896
1116,0.0024717714150497526
1117,0.0023255963260231422
1118,0.0021854024199121037
1119,0.0020511407410250936
1120,0.001922747296387087
1121,0.0018001440990067041
1122,0.001683240224094732
1123,0.0015719328716788047
1124,0.0014661084293395227
1125,0.0013656435291051661
1126,0.0012704060928815037
1127,0.0011802563611559903
1128,0.0010950478932402531
1129,0.0010146285570189573
1130,0.00093884147937941382
1131,0.00086752596290391368
1132,0.00080051836558158135
1133,0.00073765294071866745
1134,0.00067876263464541908
1135,0.00062367984023080423
1136,0.00057223710462048823
1137,0.00052426779000581969
1138,0.00047960668660977635
1139,0.00043809057743760075
1140,0.00039955874714724538
1141,0.00036385345962711309
1142,0.00033082037081196035
1143,0.000300308911276219
1144,0.00027217260655226143
1145,0.00024626936882317629
1146,0.00022246173677516797
1147,0.00020061707428024517
1148,0.00018060772972819779
1149,0.00016231115796291217
1150,0.00014561000689036329
1151,0.00013039217091476716
1152,0.00011655081342615979
1153,0.00010398436060803477
1154,9.2596468858666036E-05
1155,8.22959681255576E-05
1156,7.29967834403601E-05
1157,6.46178369129295E-05
1158,5.708293239938465E-05
1159,5.0320625001504062E-05
1160,4.4264077485066677E-05
1161,3.885090562428203E-05
1162,3.40230143897586E-05
1163,2.9726426799994E-05
1164,2.5911107152575861E-05
1165,2.2530780242548935E-05
1166,1.9542748063067129E-05
1167,1.690770536878106E-05
1168,1.4589555366604325E-05
1169,1.2555226682668934E-05
1170,1.0774492639445592E-05
1171,9.2197937640982931E-06
1172,7.8660643390008821E-06
1173,6.6905636987025979E-06
1174,5.6727128751302154E-06
1175,4.7939370949991017E-06
1176,4.0375145407225747E-06
1177,3.388431698915569E-06
1178,2.8332455391548185E-06
1179,2.3599526901715788E-06
1180,1.9578657112260783E-06
1181,1.6174964930867392E-06
1182,1.3304467657895246E-06
1183,1.0893056391038565E-06
1184,8.8755405625146807E-07
1185,7.1947600173917159E-07
1186,5.800762699642665E-07
1187,4.6500457228901729E-07
1188,3.7048573628942721E-07
1189,2.9325573157416541E-07
1190,2.305032416372437E-07
1191,1.7981649033727082E-07
1192,1.3913502446435812E-07
1193,1.0670615013740714E-07
1194,8.1045720144091078E-08
1195,6.0902971470979846E-08
1196,4.5229116855244354E-08
1197,3.314940091352599E-08
1198,2.3938339969236671E-08
1199,1.6997874819969564E-08
1200,1.1838177088490189E-08
1201,8.0608622253702424E-09
1202,5.344375436106343E-09
1203,3.4313305648454784E-09
1204,2.1175960726295595E-09
1205,1.2429365106687116E-09
1206,6.830321375097865E-10
1207,3.4271341088040078E-10
1208,1.5026086707379014E-10
1209,5.2634268206170449E-11
1210,1.150775391227854E-11
1013,0.0041324149633065656
1014,0.00434272765691619
1015,0.0045583336711459829
1016,0.0047790082831003187
1017,0.0050045013091657587
1018,0.0052345371191012974
1019,0.00546881477831501
1020,0.0057070083219865377
1021,0.0059487671639277635
1022,0.0061937166422613267
1023,0.0064414587031441295
1024,0.0066915727228761034
1025,0.0069436164678199786
1026,0.0071971271906223445
1027,0.007451622860277239
1028,0.0077066035226178494
1029,0.0079615527868680779
1030,0.00821593943294098
1031,0.0084692191332436
1032,0.0087208362818456554
1033,0.0089702259230004314
1034,0.0092168157701781345
1035,0.00946002830599238
1036,0.0096992829526767483
1037,0.0099339983021068858
1038,0.010163594393771826
1039,0.010387495028581203
1040,0.010605130105958099
1041,0.010815937971316424
1042,0.011019367760759135
1043,0.01121488172966421
1044,0.011401957551750769
1045,0.011580090575239848
1046,0.011748796022844649
1047,0.011907611122542303
1048,0.012056097156394408
1049,0.012193841415093018
1050,0.01232045904641129
1051,0.012435594786330209
