PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,5,13_1,4.0,168,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,5,6_1,2.0,497,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,5,15_1,4.0,80,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,5,20_1,5.0,51,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,5,18_1,5.0,528,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,5,10_1,3.0,102,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,5,3_1,1.0,30,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,5,10_1,3,170,2017-01-02 07:00:00,2017-01-03 07:00:00,1,False
Sim,5,14_1,4,55,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,5,4_1,1,425,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,5,16_1,4,568,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,5,12_1,3,1122,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,5,8_1,2,208,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,5,19_1,5,83,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,5,10_1,3,238,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,5,17_1,5,294,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,5,10_1,3,85,2017-01-04 07:00:00,2017-01-05 07:00:00,1,False
Sim,5,10_1,3,153,2017-01-05 07:00:00,2017-01-06 07:00:00,1,False
Sim,5,20_1,5,68,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,5,1_1,1,406,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,5,5_1,2,1252,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,5,9_1,3,54,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,5,17_1,5,224,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,5,11_1,3,98,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,5,15_1,4,48,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,5,18_1,5,784,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,5,7_1,2,288,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,5,10_1,3,102,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,5,4_1,1,374,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,5,19_1,5,82,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,5,8_1,2,208,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,5,2_1,1,60,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,5,10_1,3,187,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,5,12_1,3,1683,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,5,10_1,3,204,2017-01-08 07:00:00,2017-01-09 07:00:00,1,False
Sim,5,6_1,2,469,2017-01-08 07:00:00,2017-01-09 07:00:00,0,False
Sim,5,10_1,3,255,2017-01-09 07:00:00,2017-01-10 07:00:00,1,False
Sim,5,17_1,5,224,2017-01-09 07:00:00,2017-01-12 07:00:00,0,False
Sim,5,16_1,4,376,2017-01-09 07:00:00,2017-01-10 07:00:00,1,False
Sim,5,14_1,4,65,2017-01-09 07:00:00,2017-01-12 07:00:00,0,False
Sim,5,10_1,3,153,2017-01-10 07:00:00,2017-01-11 07:00:00,1,False
Sim,5,19_1,5,105,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,5,12_1,3,1738,2017-01-11 07:00:00,2017-01-12 07:00:00,0,False
Sim,5,13_1,4,138,2017-01-11 07:00:00,2017-01-14 07:00:00,0,False
Sim,5,3_1,1,30,2017-01-11 07:00:00,2017-01-14 07:00:00,0,False
Sim,5,18_1,5,544,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,5,8_1,2,156,2017-01-11 07:00:00,2017-01-13 07:00:00,1,False
Sim,5,4_1,1,357,2017-01-11 07:00:00,2017-01-13 07:00:00,1,False
Sim,5,20_1,5,51,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,5,15_1,4,80,2017-01-11 07:00:00,2017-01-14 07:00:00,0,False
Sim,5,10_1,3,187,2017-01-11 07:00:00,2017-01-12 07:00:00,1,False
Sim,5,10_1,3,119,2017-01-12 07:00:00,2017-01-13 07:00:00,1,False
Sim,5,17_1,5,168,2017-01-12 07:00:00,2017-01-15 07:00:00,0,False
Sim,5,10_1,3,119,2017-01-13 07:00:00,2017-01-14 07:00:00,1,False
Sim,5,10_1,3,204,2017-01-14 07:00:00,2017-01-15 07:00:00,1,False
