PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,1,19_1,5.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,1,16_1,4.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,1,18_1,5.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,1,10_1,3.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,17_1,5.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,1,4_1,1.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,1,13_1,4.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,15_1,4.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,1,1_1,1.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,1,20_1,5.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,7_1,2.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,1,3_1,1.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,5_1,2.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,1,2_1,1.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,9_1,3.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,5_1,2,0,2017-01-02 07:00:00,2017-01-05 07:00:00,1,False
Sim,1,7_1,2,0,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,1,5_1,2,0,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,1,5_1,2,0,2017-01-04 07:00:00,2017-01-07 07:00:00,1,False
Sim,1,5_1,2,0,2017-01-05 07:00:00,2017-01-08 07:00:00,1,False
Sim,1,7_1,2,0,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,1,1_1,1,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,5_1,2,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,18_1,5,0,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,1,11_1,3,0,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,1,16_1,4,0,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,7_1,2,0,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,5_1,2,118,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,1,6_1,2,0,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,12_1,3,0,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,14_1,4,0,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
Sim,1,8_1,2,0,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,1,4_1,1,0,2017-01-08 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,5_1,2,185,2017-01-08 07:00:00,2017-01-11 07:00:00,1,False
Sim,1,10_1,3,0,2017-01-08 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,13_1,4,0,2017-01-08 07:00:00,2017-01-11 07:00:00,0,False
Sim,1,5_1,2,130,2017-01-09 07:00:00,2017-01-12 07:00:00,1,False
Sim,1,7_1,2,0,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,1,5_1,2,155,2017-01-10 07:00:00,2017-01-13 07:00:00,1,False
Sim,1,19_1,5,370,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,1,2_1,1,27,2017-01-11 07:00:00,2017-01-14 07:00:00,0,False
Sim,1,20_1,5,0,2017-01-11 07:00:00,2017-01-12 07:00:00,0,False
Sim,1,5_1,2,125,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,1,3_1,1,0,2017-01-11 07:00:00,2017-01-12 07:00:00,0,False
Sim,1,18_1,5,7,2017-01-11 07:00:00,2017-01-12 07:00:00,1,False
Sim,1,16_1,4,0,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,1,9_1,3,0,2017-01-11 07:00:00,2017-01-12 07:00:00,0,False
Sim,1,7_1,2,0,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,1,15_1,4,0,2017-01-11 07:00:00,2017-01-12 07:00:00,1,False
Sim,1,17_1,5,0,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,1,1_1,1,38,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,1,5_1,2,135,2017-01-12 07:00:00,2017-01-15 07:00:00,1,False
Sim,1,5_1,2,160,2017-01-13 07:00:00,2017-01-16 07:00:00,1,False
Sim,1,7_1,2,156,2017-01-13 07:00:00,2017-01-15 07:00:00,0,False
Sim,1,5_1,2,180,2017-01-14 07:00:00,2017-01-17 07:00:00,1,False
