PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,3,14_1,4.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,3,2_1,1.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,19_1,5.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,16_1,4.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,10_1,3.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,3,17_1,5.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,13_1,4.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,15_1,4.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,8_1,2.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,3_1,1.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,18_1,5.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,3,9_1,3.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,8_1,2,0,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,17_1,5,0,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,13_1,4,0,2017-01-02 07:00:00,2017-01-05 07:00:00,1,False
Sim,3,15_1,4,0,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,6_1,2,0,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,7_1,2,0,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,5_1,2,0,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,3,12_1,3,0,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,8_1,2,0,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,13_1,4,0,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,3,15_1,4,0,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,17_1,5,0,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,8_1,2,0,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,17_1,5,0,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,13_1,4,0,2017-01-04 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,15_1,4,0,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,15_1,4,0,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,8_1,2,0,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,13_1,4,0,2017-01-05 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,17_1,5,0,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,2_1,1,0,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,20_1,5,0,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,13_1,4,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,8_1,2,0,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,1_1,1,0,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,9_1,3,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,6_1,2,0,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,18_1,5,0,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,17_1,5,0,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,15_1,4,0,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,7_1,2,0,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,3_1,1,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,10_1,3,0,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,4_1,1,0,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,5_1,2,0,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,3,8_1,2,0,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,11_1,3,0,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,12_1,3,0,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,15_1,4,223,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,17_1,5,0,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,13_1,4,26,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,3,13_1,4,180,2017-01-08 07:00:00,2017-01-11 07:00:00,1,False
Sim,3,15_1,4,448,2017-01-08 07:00:00,2017-01-10 07:00:00,0,False
