InventoryPolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q_perishable,6,10_1,3,125,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,43,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,131,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,155,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,6,8_1,2,3686,2017-01-12T00:00:00.0000000,2017-01-15T00:00:00.0000000,0,False
s_Q_perishable,6,10_1,3,77,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,33,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,133,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,6,4_1,1,227,2017-01-08T00:00:00.0000000,2017-01-10T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,154,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,6,8_1,2,3696,2017-01-07T00:00:00.0000000,2017-01-10T00:00:00.0000000,0,True
s_Q_perishable,6,10_1,3,119,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,56,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,165,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q_perishable,6,3_1,1,16,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,6,5_1,2,45,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,6,6_1,2,335,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,155,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q_perishable,6,9_1,3,31,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,6,4_1,1,148,2017-01-05T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q_perishable,6,10_1,3,70,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,23,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,103,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,63,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,6,10_1,3,127,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,56,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,165,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,1,True
s_Q_perishable,6,3_1,1,80,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,6,4_1,1,275,2017-01-02T00:00:00.0000000,2017-01-04T00:00:00.0000000,1,True
s_Q_perishable,6,5_1,2,245,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,6,6_1,2,1724,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,155,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q_perishable,6,8_1,2,3696,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,6,9_1,3,138,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,6,10_1,3,131,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,0,True
s_Q_perishable,6,1_1,1,56,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,1,True
s_Q_perishable,6,2_1,1,165,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,1,True
s_Q_perishable,6,3_1,1,68,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,6,5_1,2,245,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,6,6_1,2,1794,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,6,7_1,2,99,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,0,True
s_Q_perishable,6,9_1,3,136,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,6,4_1,1,198,2017-01-11T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,6,10_1,3,93,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,0,False
s_Q_perishable,6,1_1,1,34,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,1,False
s_Q_perishable,6,2_1,1,165,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,1,False
s_Q_perishable,6,3_1,1,22,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,0,False
s_Q_perishable,6,4_1,1,186,2017-01-14T00:00:00.0000000,2017-01-16T00:00:00.0000000,1,False
s_Q_perishable,6,5_1,2,50,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,0,False
s_Q_perishable,6,6_1,2,711,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,1,False
s_Q_perishable,6,7_1,2,80,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,0,False
s_Q_perishable,6,9_1,3,29,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,1,False
