big_demand,prob_demand
82,0.041130199622152613
83,0.038809168074604793
84,0.036183173556107284
85,0.033337984307416753
86,0.030359351804216294
87,0.0273290698339285
88,0.024321692112882747
89,0.021402050675122786
90,0.018623636517436884
91,0.01602782908792208
92,0.013643898614393335
93,0.011489659098518521
94,0.00957262173230585
95,0.0078914880059530786
96,0.0064378266145288885
97,0.0051977950346296688
98,0.0041537913961583219
99,0.0032859510990365468
79,0.04549826657691465
80,0.04454064195692365
81,0.043064862161048045
