big_demand,prob_lead_demand
123,0.037779229305068052
124,0.037304839179006025
125,0.036520536796440538
126,0.035446883040066816
127,0.034110782736354546
128,0.032544423418016249
129,0.030784058735855536
130,0.028868696888094229
131,0.026838755844372415
132,0.024734745152398152
133,0.022596029102324347
134,0.020459718500093642
135,0.018359728868805155
136,0.01632603220696946
137,0.014384118147026498
138,0.012554755686154327
139,0.010853768571443621
140,0.0092920544071793138
141,0.0078759225908738555
142,0.0066075620432002845
143,0.0054853455874893479
144,0.004504494162111565
145,0.0036576739824304306
146,0.0029356019393885456
147,0.00232763193058146
148,0.0018222997851108196
149,0.0014078099308068442
150,0.001072452502725589
151,0.00080494482330369251
152,0.0005946958196372924
153,0.0004319958156642478
154,0.00030813717967777423
155,0.00021547352911185059
156,0.00014742665073430239
157,9.8451063912622044E-05
158,6.3966323042414329E-05
159,4.0266808692853659E-05
160,2.4417983163099351E-05
161,1.4146978001762637E-05
162,7.7340397519608046E-06
163,3.9098936715352656E-06
164,1.7626023074009474E-06
165,6.5609738545609357E-07
166,1.6133265796478056E-07
