big_demand,prob_demand
199,0.028873962021016074
200,0.028700284716503145
201,0.028385723466184259
202,0.02793562665715963
203,0.027357234929656235
204,0.026659490941973809
205,0.025852813378963377
206,0.024948843036688612
207,0.023960169449624265
208,0.02290004680712137
209,0.021782107837440272
210,0.020620083942591468
211,0.019427539180686747
212,0.018217624762198938
213,0.017002859607884203
214,0.015794941269422009
215,0.014604590201221141
216,0.013441429052987295
217,0.012313897382800308
218,0.011229201018040416
219,0.010193294255182133
220,0.0092108922190213167
221,0.0082855100157461347
222,0.0074195248212886545
223,0.0066142567451168543
224,0.005870064190987582
225,0.0051864494834580558
226,0.0045621707202139405
227,0.00399535612026724
228,0.0034836175391911627
229,0.0030241602870427478
230,0.0026138868857538671
231,0.0022494929158840557
