s_Q,prob_lead_lifetime
1929,5.5956721221150285E-27
1928,6.6085044860719143E-26
1927,4.2885098330126739E-25
1926,2.0220706942859524E-24
1925,7.7392504514635959E-24
1924,2.549560653942237E-23
1923,7.4920900944262873E-23
1922,2.0109990405136039E-22
1921,5.0135709740149364E-22
1920,1.1752849779326128E-21
1919,2.6148858819870917E-21
1918,5.562067848266678E-21
1917,1.1376567557730064E-20
1916,2.2481157067522309E-20
1915,4.3086204699160314E-20
1914,8.0347117444859088E-20
1913,1.4618249141814805E-19
1912,2.6008690746067438E-19
1911,4.53422325250419E-19
1910,7.7588213745676226E-19
1909,1.3051136566931276E-18
1908,2.160886520410141E-18
1907,3.5257434679183813E-18
1906,5.6748147540192164E-18
1905,9.01848111536573E-18
1904,1.4162913950251088E-17
1903,2.1995309459340682E-17
1902,3.3802999018296085E-17
1901,5.1438730126470715E-17
1900,7.7548484796409323E-17
1899,1.1588350456700062E-16
1898,1.7172506117656174E-16
1897,2.5245937107041994E-16
1896,3.6835142490662017E-16
1895,5.3358103999753392E-16
1894,7.6762294643959621E-16
1893,1.097076173216741E-15
1892,1.5580776180265113E-15
1891,2.1994719408073162E-15
1890,3.0869566135854767E-15
1889,4.3084792692940029E-15
1888,5.9812370572501507E-15
1887,8.2607177128865441E-15
1886,1.1352333306004424E-14
1885,1.5526334725041324E-14
1884,2.1136863356471162E-14
1883,2.864620264732774E-14
1882,3.8655544039164171E-14
1881,5.1943888307838394E-14
1880,6.9517075474136649E-14
1879,9.2669386936188689E-14
1878,1.2306070732312847E-13
1877,1.6281288836975897E-13
1876,2.1462974342640216E-13
1875,2.8194604302336213E-13
1874,3.6911200709318369E-13
1873,4.816211303720779E-13
1872,6.2639077160212538E-13
1871,8.1210682767305782E-13
1870,1.0496460505725336E-12
1869,1.3525922051720922E-12
1868,1.7378653750460076E-12
1867,2.2264873767003382E-12
1866,2.8445105253427196E-12
1865,3.6241420050379814E-12
1864,4.6051019433599883E-12
1863,5.8362601007556413E-12
1862,7.3776039993977829E-12
1861,9.3026004950186956E-12
1860,1.1701023417761692E-11
1859,1.4682332176152677E-11
1858,1.8379700357749708E-11
1857,2.2954809623250008E-11
1856,2.8603542859151062E-11
1855,3.556273194035362E-11
1854,4.411813990551082E-11
1853,5.4613885248740881E-11
1852,6.7463547805880652E-11
1851,8.3163231829254365E-11
1850,1.0230690281573436E-10
1849,1.256043610419253E-10
1848,1.5390226718357227E-10
1847,1.8820869452568762E-10
1846,2.297217488364831E-10
1845,2.7986287177535135E-10
1844,3.4031552759153819E-10
1843,4.13070066772632E-10
1842,5.0047566521818071E-10
1841,6.0530035451436433E-10
1840,7.30800289116493E-10
1839,8.8079954092954557E-10
1838,1.0597818722129795E-09
1837,1.2729961153025018E-09
1836,1.5265769837939246E-09
1835,1.8276833561044648E-09
1834,2.1846563103211757E-09
1833,2.6071994506417926E-09
1832,3.1065843522543207E-09
1831,3.6958842649932375E-09
1830,4.3902395584114129E-09
1829,5.2071587639221214E-09
1828,6.1668594753341646E-09
1827,7.2926538093870433E-09
1826,8.6113836047624891E-09
1825,1.0153911053465963E-08
1824,1.1955671014372285E-08
1823,1.4057291857001673E-08
1822,1.6505292326052586E-08
1821,1.93528626055859E-08
1820,2.2660738497624279E-08
1819,2.6498178414737441E-08
1818,3.09440537211726E-08
1817,3.6088063843274512E-08
1816,4.2032088508068451E-08
1815,4.8891690459385426E-08
1814,5.6797783043870825E-08
1813,6.5898478154306228E-08
1812,7.636113116410688E-08
1811,8.8374600683339993E-08
1810,1.0215174221128819E-07
1809,1.1793215605097619E-07
1808,1.3598521118403872E-07
1807,1.5661336817593177E-07
1806,1.8015582558709491E-07
1805,2.0699251579970127E-07
