s_Q,prob_lead_lifetime
2261,4.9193269215356097E-23
2262,4.4999532057636209E-22
2263,2.3135845191722446E-21
2264,8.8040314823440112E-21
2265,2.7617509664313161E-20
2266,7.5547303491031089E-20
2267,1.8641786957682928E-19
2268,4.2427516882249227E-19
2269,9.0455085371883685E-19
2270,1.82704423728146E-18
2271,3.5260756825198759E-18
2272,6.5451671823844606E-18
2273,1.1746235667753614E-17
2274,2.04667086765056E-17
2275,3.4742394806866308E-17
2276,5.761961213041044E-17
2277,9.3587299007129817E-17
2278,1.4916896906061253E-16
2279,2.3372586512187877E-16
2280,3.6053704240312554E-16
2281,5.4823999734836556E-16
2282,8.2273760227098951E-16
2283,1.2197043912350222E-15
2284,1.7878587129316537E-15
2285,2.5932081482782323E-15
2286,3.7245253218338727E-15
2287,5.3003714964853773E-15
2288,7.4780580863381245E-15
2289,1.0465023724706279E-14
2290,1.4533209412242514E-14
2291,2.0037139580549138E-14
2292,2.7436566134397548E-14
2293,3.732470969430662E-14
2294,5.0463341946743942E-14
2295,6.78262004714362E-14
2296,9.0652518635710589E-14
2297,1.2051279492280224E-13
2298,1.5938932610275475E-13
2299,2.0977449567972961E-13
2300,2.7479035289727177E-13
2301,3.5833364933106103E-13
2302,4.6525123219097294E-13
2303,6.0155153983868584E-13
2304,7.7465892130236346E-13
2305,9.9371862514337078E-13
2306,1.2699615932851613E-12
2307,1.6171396738896715E-12
2308,2.0520435579439597E-12
2309,2.5951176733248452E-12
2310,3.2711884669208533E-12
2311,4.1103250020616744E-12
2312,5.1488536303922776E-12
2313,6.4305517032322115E-12
2314,8.0080489098736072E-12
2315,9.94446891563488E-12
2316,1.2315348571455691E-11
2317,1.5210877134527725E-11
2318,1.873850373579754E-11
2319,2.3025967820076496E-11
2320,2.8224814538186694E-11
2321,3.4514465163883974E-11
2322,4.2106921622920823E-11
2323,5.1252194245362905E-11
2324,6.2244552979366039E-11
2325,7.5429714635910833E-11
2326,9.1213092377204624E-11
2327,1.1006924873141626E-10
2328,1.3255271003519783E-10
2329,1.5931031850261762E-10
2330,1.9109531823178768E-10
2331,2.2878339353338131E-10
2332,2.7339090215094256E-10
2333,3.2609557240164276E-10
2334,3.8825996216584674E-10
2335,4.6145800916996851E-10
2336,5.47505036322603E-10
2337,6.4849161316880447E-10
2338,7.6682171501854036E-10
2339,9.0525566518606007E-10
2340,1.0669583932564493E-09
2341,1.2555535935883723E-09
2342,1.4751844235871989E-09
2343,1.7305814408630586E-09
2344,2.0271385424495806E-09
2345,2.3709977380287062E-09
2346,2.7691436628124666E-09
2347,3.2295088146015973E-09
2348,3.7610905837976672E-09
2349,4.3740812350108936E-09
2350,5.0800120945947746E-09
2351,5.8919133001584171E-09
2352,6.8244905760546793E-09
2353,7.8943206132027132E-09
2354,9.1200667525459979E-09
2355,1.0522716799125935E-08
2356,1.2125844928297773E-08
2357,1.3955899787139969E-08
2358,1.6042521042693425E-08
2359,1.8418886784365715E-08
2360,2.1122094350668926E-08
2361,2.4193577320410222E-08
2362,2.7679561585465834E-08
2363,3.1631563606239332E-08
2364,3.6106934141684431E-08
2365,4.1169450943159594E-08
2366,4.688996410511481E-08
2367,5.3347097975374349E-08
2368,6.0628013743183941E-08
2369,6.8829237043785833E-08
2370,7.8057555143539444E-08
2371,8.8430988498917231E-08
2372,1.0007984171538211E-07
2373,1.1314783916742571E-07
2374,1.2779335077805218E-07
2375,1.4419071369376238E-07
2376,1.6253165582860157E-07
2377,1.8302682748688605E-07
2378,2.05907447507607E-07
2379,2.3142707060282677E-07
2380,2.5986348278618435E-07
2381,2.9152073200432655E-07
2382,3.2673130129198933E-07
2383,3.6585843196877635E-07
2384,4.0929860458050679E-07
2385,4.5748418545828948E-07
2386,5.1088624692215728E-07
2387,5.7001756929082838E-07
2388,6.3543583297273057E-07
2389,7.0774700900328106E-07
2390,7.8760895645709357E-07
2391,8.7573523519864834E-07
2392,9.72899142438279E-07
2393,1.0799379815293512E-06
2394,1.1977575713743601E-06
2395,1.3273370046995084E-06
2396,1.4697336633060507E-06
2397,1.626088498209571E-06
2398,1.7976315823320873E-06
2399,1.9856879431137361E-06
2400,2.1916836820575305E-06
2401,2.4171523878095268E-06
2402,2.66374184890466E-06
2403,2.9332210717725589E-06
2404,3.2274876089953386E-06
2405,3.5485752021375707E-06
2406,3.8986617427252609E-06
2407,4.2800775541329219E-06
2408,4.6953139962437093E-06
2409,5.1470323937750319E-06
2410,5.6380732881090605E-06
2411,6.1714660113328058E-06
2412,6.7504385799745225E-06
2413,7.37842790462081E-06
2414,8.059090310212171E-06
2415,8.7963123603420157E-06
2416,9.5942219773275E-06
2417,1.0457199848177615E-05
2418,1.1389891104859184E-05
2419,1.2397217265452184E-05
2420,1.3484388420897737E-05
2421,1.4656915650074149E-05
2422,1.5920623643894342E-05
2423,1.7281663517002771E-05
2424,1.8746525783467603E-05
2425,2.0322053470616694E-05
2426,2.2015455342861759E-05
2427,2.3834319204997232E-05
2428,2.578662525205587E-05
2429,2.7880759430360836E-05
2430,3.0125526771937851E-05
2431,3.253016466195302E-05
2432,3.5104355996328473E-05
2433,3.7858242184169755E-05
2434,4.0802435947125357E-05
2435,4.3948033865301514E-05
2436,4.7306628616884333E-05
2437,5.0890320856190116E-05
2438,5.4711730672483975E-05
2439,5.8784008569591886E-05
2440,6.3120845904091232E-05
2441,6.773648471772E-05
2442,7.2645726897602352E-05
2443,7.7863942595969563E-05
2444,8.3407077839267349E-05
2445,8.9291661254909359E-05
2446,9.5534809842464624E-05
2447,0.00010215423371478139
2448,0.00010916823973345754
2449,0.00011659573396218999
2450,0.00012445622286088462
2451,0.00013276981314299885
2452,0.00014155721021844327
2453,0.000150839715144483
2454,0.00016063922000749886
2455,0.00017097820165916768
2456,0.00018187971373165177
2457,0.00019336737685773109
2458,0.00020546536702349964
2459,0.00021819840198327985
2460,0.00023159172566880259
2461,0.00024567109052745504
2462,0.00026046273772752982
2463,0.00027599337517192433
2464,0.00029229015326562427
2465,0.000309380638386606
2466,0.00032729278401443819
2467,0.0003460548994759611
2468,0.00036569561627283634
2469,0.00038624385196162596
2470,0.00040772877156325924
2471,0.00043017974648533995
2472,0.00045362631094770481
2473,0.00047809811590894546
2474,0.0005036248804992623
2475,0.00053023634097298629
2476,0.00055796219720240421
2477,0.00058683205674307131
2478,0.00061687537650967871
2479,0.00064812140211059882
2480,0.00068059910489857024
2481,0.00071433711680448243
2482,0.0007493636630309051
2483,0.00078570649269180538
2484,0.000823392807494831
2485,0.00086244918857250477
