StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
5,8_1,2017-01-02,317.7951061180511,,-1,1
5,8_1,2017-01-03,219.90134456592054,,-1,1
5,8_1,2017-01-04,238.8483191435994,,-1,1
5,8_1,2017-01-05,220.50075604984653,,-1,1
5,8_1,2017-01-06,175.81925428957666,,-1,1
5,8_1,2017-01-07,237.52052007714482,,-1,1
5,8_1,2017-01-08,344.34766079588195,,-1,1
5,8_1,2017-01-09,266.0250749995016,,-1,1
5,8_1,2017-01-10,186.04196385099246,,-1,1
5,8_1,2017-01-11,152.12108989854443,,-1,1
5,8_1,2017-01-12,336.9202377305721,,-1,1
5,8_1,2017-01-13,257.02532812290195,,-1,1
5,8_1,2017-01-14,196.01026424800855,,-1,1
5,8_1,2017-01-15,347.5968773351724,,-1,1
5,8_1,2017-01-16,204.4872527386692,,-1,1
5,8_1,2017-01-17,275.4416079151998,,-1,1
5,8_1,2017-01-18,202.32419621108608,,-1,1
5,8_1,2017-01-19,223.5298860519453,,-1,1
5,8_1,2017-01-20,150.64180666505817,,-1,1
5,8_1,2017-01-21,265.2595044422987,,-1,1
5,8_1,2017-01-22,264.49681358808397,,-1,1
5,8_1,2017-01-23,188.96228386676233,,-1,1
5,8_1,2017-01-24,175.37198038060188,,-1,1
5,8_1,2017-01-25,395.05626695303766,,-1,1
5,8_1,2017-01-26,278.6772741987704,,-1,1
5,8_1,2017-01-27,299.17588572997226,,-1,1
5,8_1,2017-01-28,229.12008615588124,,-1,1
5,8_1,2017-01-29,214.0220727346754,,-1,1
5,8_1,2017-01-30,199.66186019699038,,-1,1
5,8_1,2017-01-31,275.4416079151998,,-1,1
5,8_1,2017-02-01,148.45710723381805,,-1,1
5,8_1,2017-02-02,267.56491013302104,,-1,1
5,8_1,2017-02-03,176.26799703012173,,-1,1
5,8_1,2017-02-04,173.15743211497556,,-1,1
5,8_1,2017-02-05,207.2334076291571,,-1,1
5,8_1,2017-02-06,153.99637331479678,,-1,1
5,8_1,2017-02-07,196.01026424800855,,-1,1
5,8_1,2017-02-08,191.9420653302897,,-1,1
5,8_1,2017-02-09,219.90134456592054,,-1,1
5,8_1,2017-02-10,261.474575764337,,-1,1
5,8_1,2017-02-11,170.5471972342475,,-1,1
5,8_1,2017-02-12,155.13572813072005,,-1,1
