big_demand,prob_lead_demand
1667,0.010232418157896215
1668,0.010218244951712302
1669,0.010197631732761586
1670,0.010170618196335126
1671,0.010137255490058924
1672,0.010097606057717807
1673,0.010051743451053856
1674,0.0099997521103247066
1675,0.0099417271145263442
1676,0.0098777739022992018
1677,0.00980800796464502
1678,0.0097325545106845528
1679,0.0096515481077822044
1680,0.0095651322974527313
1681,0.0094734591885470721
1682,0.0093766890292881922
1683,0.0092749897597945042
1684,0.0091685365467861681
1685,0.0090575113022198644
1686,0.0089421021876388979
1687,0.0088225031060589227
1688,0.00869891318323422
1689,0.0085715362401660149
1690,0.0084405802587224372
1691,0.008306256842239906
1692,0.0081687806729677549
1693,0.008028368968202448
1694,0.0078852409369345438
1695,0.0077396172388013544
1696,0.0075917194471009676
1697,0.0074417695175795807
1698,0.0072899892646540142
1699,0.00713659984667532
1700,0.0069818212617781279
1701,0.0068258718557937048
1702,0.0066689678436336842
1703,0.0065113228454757675
1704,0.0063531474390035227
1705,0.0061946487288695321
1706,0.006036029934465453
1707,0.0058774915668576323
1708,0.0057192277501089406
1709,0.00556142762930724
1710,0.005404275038592813
1711,0.0052479481916321517
1712,0.0050926193950710137
1713,0.0049384547854032469
1714,0.00478561408959567
1715,0.0046342504097142386
1716,0.0044845100317025292
1717,0.0043365322583711115
1718,0.0041904492665657978
1719,0.0040463875931496945
1720,0.0039044646885872366
1721,0.0037647906138084742
1722,0.0036274679903398263
1723,0.0034925919732322445
1724,0.0033602502462709133
1725,0.0032305230388802856
1726,0.0031034831640719953
1727,0.0029791960767212564
1728,0.0028577199513998897
1729,0.0027391057789414026
1730,0.0026233974808653792
1731,0.0025106320407452696
1732,0.002400839651565346
1733,0.0022940438780792525
1734,0.0021902618331541435
1735,0.0020895043670611786
1736,0.0019917762686544973
1737,0.0018970764773675764
1738,0.0018053983049470253
1739,0.0017167296658401742
1740,0.0016310547910806483
1741,0.0015483514579784534
1742,0.0014685927948189658
1743,0.0013917475341752653
1744,0.0013177802695250975
1745,0.0012466517141544889
1746,0.0011783189613557409
1747,0.0011127357449568539
1748,0.0010498526992522245
1749,0.00098961761744037436
1750,0.00093197570771338424
1751,0.00087686984618423863
1752,0.000824240825882217
1753,0.00077402760109251793
1754,0.00072616752636410584
1755,0.0006805965895591065
1756,0.00063724963836758448
1757,0.00059606059976289943
1758,0.00055696269192477674
1759,0.0005198886282093948
1760,0.00048477081279790806
1761,0.00045154152770655154
1762,0.00042013311089256325
1763,0.00039047812524029463
1764,0.00036250951826081134
1765,0.00033616077238576495
1766,0.00031136604578209631
1767,0.00028806030365803289
1768,0.00026617944007264463
1769,0.00024566039030079459
1770,0.00022644123384250774
1771,0.00020846128820048305
1772,0.00019166119358160987
1773,0.00017598298870786128
1774,0.00016137017794879582
1775,0.00014776779001211344
1776,0.00013512242845028721
1777,0.00012338231426029143
1778,0.00011249732086992119
1779,0.0001024190018182423
1780,9.3100611449421341E-05
1781,8.4497118948668814E-05
1782,7.6565216056422979E-05
1783,6.9263318802319969E-05
1784,6.2551563604089239E-05
1785,5.639179807840681E-05
1786,5.0747566911073458E-05
1787,4.5584093132794441E-05
1788,4.08682551444463E-05
1789,3.6568559832146772E-05
1790,3.2655112107810595E-05
1791,2.9099581205276147E-05
1792,2.5875164055623238E-05
1793,2.2956546058052876E-05
1794,2.0319859554739597E-05
1795,1.7942640309461725E-05
1796,1.5803782280619969E-05
1797,1.3883490969519955E-05
1798,1.2163235614562012E-05
1799,1.0625700491288507E-05
1800,9.2547355671215624E-06
1801,8.0353067481114614E-06
1802,6.9534459431423182E-06
1803,5.9962011588365836E-06
1804,5.1515868258982394E-06
1805,4.4085345448722078E-06
1806,3.7568444263135879E-06
1807,3.1871371871989937E-06
1808,2.6908071521207838E-06
1809,2.2599762944356284E-06
1810,1.8874494391472277E-06
1811,1.56667073594957E-06
1812,1.2916814976036723E-06
1813,1.0570794857328614E-06
1814,8.5797971326594873E-07
1815,6.89976820199805E-07
1816,5.4910906715969517E-07
1817,4.3182397947073024E-07
1818,3.3494566317817678E-07
1819,2.55643803724967E-07
1820,1.914043478634652E-07
1821,1.4000185989149135E-07
1822,9.9473534499130931E-08
1823,6.8094840424970529E-08
1824,4.435676177262799E-08
1825,2.6944597247410867E-08
1826,1.4718271746693764E-08
1827,6.6941096771207671E-09
1828,2.0280150690999319E-09
