big_demand,prob_demand
74,0.045586427011696615
75,0.043188450781556191
76,0.040344500623683742
77,0.037156869155465552
78,0.033733158915050347
79,0.030180960837299303
80,0.026603020268596508
81,0.023093088486400955
82,0.019732598789016918
83,0.016588259785315543
84,0.013710618451079343
85,0.011133603770935745
86,0.0088750128141383069
87,0.0069378448072806281
88,0.0053123309466221649
89,0.0039784580090554125
90,0.002908752440033479
91,0.0020710857328789896
92,0.0014312835368534625
93,0.00095536626015671087
94,0.00061130964808058441
95,0.000370279376009173
96,0.00020735392630622396
97,0.00010179719338214137
98,3.6972244594788072E-05
