s_Q,prob_lead_lifetime
211,6.6872261386368394E-21
212,9.20312359379974E-20
213,6.9721077006441721E-19
214,3.838542790813827E-18
215,1.7137908256193436E-17
216,6.5737554517250042E-17
217,2.243685257504386E-16
218,6.9742214960017246E-16
219,2.006857846068324E-15
220,5.4106082152446448E-15
221,1.3792896885275082E-14
222,3.3484813327513462E-14
223,7.7857782245165339E-14
224,1.7419465799004876E-13
225,3.76455170725484E-13
226,7.8837663724195579E-13
227,1.6042786280584572E-12
228,3.1795441912371055E-12
229,6.14985196150719E-12
230,1.1628990893689743E-11
231,2.1531105378197888E-11
232,3.9086674249344862E-11
233,6.9655340848566185E-11
234,1.2198672256042098E-10
235,2.1014750632062858E-10
236,3.5642580656001534E-10
237,5.9564984061038838E-10
238,9.8152720401873557E-10
239,1.5958351775121867E-09
240,2.5615855361533463E-09
241,4.061665505297815E-09
242,6.3649383092851086E-09
243,9.8623927352605261E-09
244,1.5116683494093754E-08
245,2.2929326119841865E-08
246,3.4430924978370211E-08
247,5.1201142671456267E-08
248,7.5426682796506349E-08
249,1.1010736967870156E-07
250,1.5932247479710483E-07
251,2.2857175618408271E-07
252,3.2520822640196495E-07
253,4.5898241194672127E-07
254,6.4272075652475E-07
255,8.931637728174345E-07
256,1.231992454934567E-06
257,1.6870741896479707E-06
258,2.29396177992671E-06
259,3.097681018390159E-06
260,4.15484328918156E-06
261,5.53611967459741E-06
262,7.3291117150169221E-06
263,9.6416510196844075E-06
264,1.2605555049479538E-05
265,1.6380859297133512E-05
266,2.1160536505618029E-05
267,2.7175701263871143E-05
268,3.4701283134745581E-05
269,4.406213332021305E-05
270,5.5639508775135723E-05
271,6.9877853790516417E-05
272,8.7291772671851267E-05
273,0.00010847305869039352
274,0.00013409761460918309
275,0.00016493206958353434
276,0.00020183986708504706
277,0.000245786569842506
278,0.00029784410192177459
279,0.00035919362638614472
280,0.00043112674097185196
281,0.00051504466539163273
282,0.00061245509372281806
283,0.00072496639522994931
284,0.00085427886813247984
285,0.0010021727842320055
286,0.001170493008622333
287,0.0013611300381969728
288,0.0015759973751731393
289,0.0018170052367025668
290,0.0020860306976371772
291,0.0023848844689110917
292,0.0027152746264912666
293,0.0030787677226192132
294,0.0034767478288296556
295,0.0039103741753115061
296,0.0043805381596051908
297,0.004887820595273565
298,0.0054324501538812152
299,0.0060142640173373738
300,0.0066326717986621613
301,0.0072866238042432231
302,0.007974584696996358
303,0.0086945135756312936
304,0.0094438514094468875
305,0.010219516660727596
306,0.011017909788937106
307,0.011834927164650377
308,0.01266598472976159
309,0.013506051528210888
310,0.014349693003480355
311,0.015191123721406836
312,0.016024268936054135
313,0.01684283417950088
314,0.017640381830632858
315,0.018410413410513696
316,0.019146456169455935
317,0.019842152379760336
318,0.020491349633662548
319,0.021088190372723137
320,0.021627198845917604
321,0.022103363710884647
322,0.022512214556597684
323,0.022849890735088706
324,0.023113201042274729
325,0.023299672979526759
326,0.023407590553229978
327,0.023436019822967474
328,0.023384821682989089
329,0.023254651648532632
330,0.02304694671020107
331,0.022763899607719948
332,0.022408421150941309
333,0.021984091473308091
334,0.021495101334229653
335,0.020946184785949361
336,0.020342544682612131
337,0.019689772630710273
338,0.018993765058577656
339,0.018260637117165253
340,0.017496636115381586
341,0.016708056142538553
342,0.01590115544083226
343,0.015082077966294813
344,0.014256780422152277
345,0.013430965869581377
346,0.012610024823515533
347,0.011798984531709021
348,0.011002466920064449
349,0.010224655472429978
350,0.0094692711044856472
351,0.0087395568942384479
352,0.0080382713506425042
353,0.0073676897407860369
354,0.0067296128579249943
355,0.006125382499490812
356,0.0055559028372608576
357,0.0050216668014930492
358,0.0045227865665173252
359,0.0040590272158404347
360,0.0036298426784153255
361,0.0032344130619886961
362,0.0028716825616030652
363,0.00254039718834865
364,0.0022391416421350934
365,0.0019663747393452451
366,0.0017204628985729431
367,0.0014997112822281394
368,0.0013023922858526658
369,0.001126771158072251
370,0.000971128620111086
371,0.00083378043299230976
372,0.00071309393161356617
373,0.00060750160688584484
374,0.00051551186949755975
375,0.00043571717140554109
376,0.0003667996939662026
377,0.00030753483508165166
378,0.00025679274245104806
379,0.00021353814676873951
380,0.0001768287484087287
381,0.00014581240477389316
382,0.00011972335410202192
383,9.7877696144317184E-05
384,7.9668331768596574E-05
385,6.455954313246415E-05
386,5.2081374483444896E-05
387,4.1823951639020545E-05
388,3.3431856438500921E-05
389,2.6598651488173E-05
390,2.1061630777121579E-05
391,1.6596853551697866E-05
392,1.3014502429171112E-05
393,1.0154592241466461E-05
394,7.8830435833551855E-06
395,6.0881244827313815E-06
396,4.6772549441445277E-06
397,3.5741622269596011E-06
398,2.7163694603198122E-06
399,2.0529964006393576E-06
400,1.5428486235375586E-06
401,1.1527700267673448E-06
402,8.562330223856273E-07
403,6.3214104196358E-07
404,4.6381880715556511E-07
405,3.3816708372920672E-07
406,2.4496021143566929E-07
407,1.7626647383504838E-07
408,1.2597324809063571E-07
409,8.9400778610735686E-08
410,6.2990290028500214E-08
411,4.4053948666163489E-08
412,3.05758644703768E-08
413,2.1054875638466227E-08
414,1.4381263272511074E-08
415,9.7407984494854279E-09
416,6.54063008298801E-09
417,4.3524843735002124E-09
418,2.8694742151499528E-09
419,1.8735204867902388E-09
420,1.2109787586142605E-09
421,7.7455713244681576E-10
422,4.9001616280753773E-10
423,3.0647203398609752E-10
424,1.8939055853948112E-10
425,1.1557229726052759E-10
426,6.9597282811459714E-11
427,4.1329451946828786E-11
428,2.4182858784634668E-11
429,1.3929927265743453E-11
430,7.8913296604375135E-12
431,4.3916227869505677E-12
432,2.3978584308995462E-12
433,1.2826867996993871E-12
434,6.71121028919447E-13
435,3.4279874318812964E-13
436,1.705597462391552E-13
437,8.244933944145963E-14
438,3.8604364548139493E-14
439,1.7443064356874325E-14
440,7.57179385411531E-15
441,3.1402105480260938E-15
442,1.2355955635938294E-15
443,4.5715136321184066E-16
444,1.5717040617359202E-16
445,4.9407330481986616E-17
446,1.3877606319871792E-17
447,3.3635450980542895E-18
448,6.6412233210335632E-19
449,9.5748520577630123E-20
450,7.6364434832021367E-21
