big_demand,prob_demand
63,0.051764398443520945
64,0.050113682535007593
65,0.047750640962910054
66,0.044758855959090328
67,0.041289992790612857
68,0.037481857742044607
69,0.033473856559737794
70,0.029399828481876569
71,0.025382175259887674
72,0.021527372830778341
73,0.017922819906264268
74,0.014634936844153758
75,0.011708449048771385
76,0.0091668206559253479
77,0.00701380068129328
78,0.0052359854658107731
79,0.0038062007478559395
80,0.0026873998327586646
81,0.0018367019860553737
82,0.0012091855609448212
83,0.00076110920095074123
84,0.00045234554466288255
85,0.00024794570214036388
86,0.00011887810820312521
87,4.2078719231938905E-05
