s_Q,prob_lead_lifetime
265,3.0631607442721864E-15
266,8.5118903471530186E-15
267,2.2028763339732712E-14
268,5.3705377873395718E-14
269,1.2441030027008567E-13
270,2.7568815652563977E-13
271,5.8751352286684994E-13
272,1.2092897844291383E-12
273,2.4126734564466624E-12
274,4.6796107048211884E-12
275,8.8460841271642964E-12
276,1.6332413008677264E-11
277,2.9505760637393493E-11
278,5.2241384758718747E-11
279,9.0778186333243793E-11
280,1.5500387904753763E-10
281,2.60358870667198E-10
282,4.3061970700766489E-10
283,7.01917496049565E-10
284,1.1284698226022781E-09
285,1.7906629596667654E-09
286,2.8063223354825197E-09
287,4.346261829451269E-09
288,6.6555160097433006E-09
289,1.0082044044357562E-08
290,1.5115160293827658E-08
291,2.2436505151810124E-08
292,3.2987030703756258E-08
293,4.8054248282816672E-08
294,6.9384876177594681E-08
295,9.9329039911310782E-08
296,1.4102331506808597E-07
297,1.9862115886118682E-07
298,2.7758064035611522E-07
299,3.8502083151454683E-07
300,5.3015973388291746E-07
301,7.2484815021290723E-07
302,9.842154163471815E-07
303,1.3274443235709112E-06
304,1.7786938094480083E-06
305,2.3681889868385394E-06
306,3.1334987144711925E-06
307,4.1210210746282664E-06
308,5.38769669097437E-06
309,7.00296866215629E-06
310,9.05100587109159E-06
311,1.1633203423788072E-05
312,1.4870969849961022E-05
313,1.8908805348846621E-05
314,2.3917668696150503E-05
315,3.0098622378938035E-05
316,3.7686736067647309E-05
317,4.6955217685807565E-05
318,5.8219729168098547E-05
319,7.1842830634870152E-05
320,8.8238482350003612E-05
321,0.000107876518732277
322,0.00013128699319312422
323,0.00015906427708228178
324,0.00019187078101222846
325,0.000230440152839781
326,0.00027557979419869696
327,0.00032817252733037853
328,0.00038917723670367504
329,0.00045962830620579283
330,0.00054063367316168124
331,0.00063337132569210542
332,0.00073908408047321629
333,0.00085907249423680828
334,0.00099468578464899219
335,0.0011473106646726335
336,0.0013183580291272797
337,0.0015092474726864206
338,0.0017213896645626242
339,0.0019561666559746189
340,0.0022149102512938148
341,0.0024988786314430723
342,0.0028092314773784125
343,0.0031470039008565779
344,0.0035130795475621208
345,0.0039081632923120627
346,0.004332753995687005
347,0.004787117834257496
348,0.0052712627508333934
349,0.0057849145952187427
350,0.00632749553833078
351,0.0068981053419922191
352,0.0074955060522681593
353,0.0081181106552651282
354,0.0087639761905881231
355,0.0094308017593200018
356,0.010115931791033025
357,0.010816364848987795
358,0.011528768155772407
359,0.012249497915043893
360,0.012974625390983763
361,0.013699968588120158
362,0.014421129253105406
363,0.015133534799857698
364,0.015832484643264311
365,0.016513200317494866
366,0.017170878655895751
367,0.017800747223260662
368,0.018398121120559632
369,0.018958460229167414
370,0.019477425928043728
371,0.019950936304471215
372,0.020375218887605379
373,0.020746859964413455
374,0.021062849589173243
375,0.021320621469584525
376,0.021518087003172287
377,0.021653662844975184
378,0.021726291508995785
379,0.021735454638635767
380,0.021681178722139247
381,0.021564033174502405
382,0.021385120853846157
383,0.021146061224354421
384,0.020848966516109652
385,0.020496411361258595
386,0.020091396502947445
387,0.019637307275772297
388,0.019137867641925897
389,0.018597090634099457
390,0.01801922610335371
391,0.017408706696986929
392,0.016770092997824539
393,0.016108018742794963
394,0.015427137006100244
395,0.01473206818216234
396,0.014027350537649729
397,0.013317394022428809
398,0.012606437938664457
399,0.011898512968124176
400,0.011197407952731723
401,0.010506641715303536
402,0.0098294400988625987
403,0.00916871829651152
404,0.0085270684419183548
405,0.0079067523351387323
406,0.0073096990915863915
407,0.0067375074249685007
408,0.0061914522090715865
409,0.0056724949092125006
410,0.0051812974323950213
411,0.0047182389158326558
412,0.0042834349562855282
413,0.003876758777096298
414,0.0034978638351219646
415,0.0031462073849558231
416,0.0028210745417556857
417,0.0025216024153545472
418,0.0022468039257624744
419,0.0019955909522726143
420,0.0017667965137653358
421,0.0015591957251123829
422,0.001371525322544547
423,0.0012025015982939805
424,0.0010508366307151521
425,0.0009152527395294215
426,0.00079449513608358113
427,0.00068734277497744828
428,0.0005926174456725577
429,0.00050919117046905173
430,0.00043599199840074749
431,0.00037200830315030147
432,0.000316291707145299
433,0.000267958763779767
434,0.0002261915355140866
435,0.00019023720780370407
436,0.00015940687780380267
437,0.00013307365303277531
438,0.00011067018910488913
439,9.1685787714011573E-05
440,7.5663166704481447E-05
441,6.2195003717294047E-05
442,5.0920343932909605E-05
443,4.1520951191165968E-05
444,3.371767055651849E-05
445,2.726685947086224E-05
446,2.1956934208705624E-05
447,1.7605068587903062E-05
448,1.4054072918200325E-05
449,1.1169473074422698E-05
450,8.8368024101451153E-06
451,6.9591129982663892E-06
452,5.4547073870073432E-06
453,4.25508766087461E-06
454,3.3031150455637077E-06
455,2.5513705295844535E-06
456,1.9607049201243489E-06
457,1.4989653271439758E-06
458,1.1398841962707792E-06
459,8.6211660636545921E-07
460,6.484115328890296E-07
461,4.8490307897304165E-07
462,3.6050822366718091E-07
463,2.6641836910489459E-07
464,1.9567283034990174E-07
465,1.4280335590748119E-07
466,1.0353975307542457E-07
467,7.4567687296219915E-08
468,5.3330701892532265E-08
469,3.7869443509344911E-08
470,2.6691964141752863E-08
471,1.8669792413756326E-08
472,1.2955218436207118E-08
473,8.9159151086333151E-09
474,6.0836238469619717E-09
475,4.1141662421843547E-09
476,2.7565084955943922E-09
477,1.8290071669514181E-09
478,1.2013080685622031E-09
479,7.8066068809013586E-10
480,5.0165409677559309E-10
481,3.1858258275715766E-10
482,1.9981568383157916E-10
483,1.2368296931212989E-10
484,7.5493499859566387E-11
485,4.5397575479731793E-11
486,2.6867884690029356E-11
487,1.5631738907535012E-11
488,8.9285104592077688E-12
489,4.9990653727163762E-12
490,2.7388857481741675E-12
491,1.4653623001036163E-12
492,7.6375755553990338E-13
493,3.8668794870472313E-13
494,1.89523031956881E-13
495,8.9542893868880954E-14
496,4.0569637286045363E-14
497,1.7510914576853428E-14
498,7.1393212807266979E-15
499,2.7185676570169946E-15
500,9.519771739794436E-16
501,2.9982117281744453E-16
502,8.2101327077533185E-17
503,1.8478742960496187E-17
504,3.0693749022139476E-18
505,2.8572571190913537E-19
259,2.148113710074675E-19
260,2.4892002232360477E-18
261,1.6109559084800069E-17
262,7.66832114475616E-17
263,2.990412359397307E-16
264,1.0107394383378569E-15
