big_demand,prob_lead_demand
457,4.5242750914884869E-06
456,1.0543695496668931E-05
455,1.8375079455249325E-05
454,2.8381893110437326E-05
453,4.0977989131645945E-05
452,5.6631124021303854E-05
451,7.5866143966901533E-05
450,9.9267720279009163E-05
449,0.000127482508758081
448,0.00016122060326109055
447,0.00020125615275906123
446,0.00024842701369136316
445,0.00030363331574673685
444,0.00036783482953769867
443,0.00044204703905432032
442,0.00052733584020858053
441,0.00062481080897654044
440,0.00073561700821777026
439,0.00086092533065218089
438,0.0010019214060167517
437,0.0011597931323058144
436,0.0013357169233311778
435,0.001530842796687693
434,0.0017462784566338631
433,0.0019830725544932645
432,0.0022421973341272289
431,0.0025245308911215686
430,0.0028308392910213645
429,0.003161758803871071
428,0.0035177785192966903
427,0.003899223608423907
426,0.0043062394962678314
425,0.0047387772012254595
424,0.0051965800874501315
423,0.0056791722617744716
422,0.006185848830101327
421,0.0067156682094157861
420,0.0072674466713456062
419,0.00783975527196696
418,0.008430919300643441
417,0.0090390203582644633
416,0.0096619011523222144
415,0.01029717307268457
414,0.010942226587406106
413,0.01159424447209656
412,0.012250217858816411
411,0.012906965060782389
410,0.013561153096999814
409,0.014209321806080758
408,0.014847910400921004
407,0.01547328627578297
406,0.016081775835105082
405,0.016669697069731249
404,0.0172333935621893
403,0.01776926955933554
402,0.018273825709514125
401,0.018743695023874081
400,0.019175678589235048
399,0.019566780534474838
398,0.019914241735316397
397,0.020215571734939188
396,0.02046857836110736
395,0.020671394535262021
394,0.020822501795680015
393,0.020916684029243866
