big_demand,prob_lead_demand
8848,5.389393589303647E-05
8849,5.1765431266485973E-05
8850,4.9707212823549776E-05
8851,4.7717476444917723E-05
8852,4.5794446827239409E-05
8853,4.3936377579580179E-05
8854,4.2141551298501948E-05
8855,4.0408279622274476E-05
8856,3.8734903264726665E-05
8857,3.7119792029253511E-05
8858,3.5561344803494629E-05
8859,3.4057989535205704E-05
8860,3.2608183189845295E-05
8861,3.1210411690401036E-05
8862,2.9863189839981454E-05
8863,2.8565061227699585E-05
8864,2.7314598118375276E-05
8865,2.6110401326582975E-05
8866,2.4951100075570917E-05
8867,2.3835351841577118E-05
8868,2.276184218406536E-05
8869,2.1729284562403194E-05
8870,2.0736420139501286E-05
8871,1.9782017572930752E-05
8872,1.8864872794032351E-05
8873,1.7983808775527585E-05
8874,1.7137675288138035E-05
8875,1.6325348646715475E-05
8876,1.5545731446380126E-05
8877,1.4797752289160261E-05
8878,1.4080365501620744E-05
8879,1.339255084396295E-05
8880,1.2733313211072531E-05
8881,1.2101682325985677E-05
8882,1.1496712426238066E-05
8883,1.0917481943554318E-05
8884,1.036309317732877E-05
8885,9.8326719623415267E-06
8886,9.3253673311464E-06
8887,8.8403511715598745E-06
8888,8.3768178796726646E-06
8889,7.9339840087973826E-06
8890,7.5110879147579648E-06
8891,7.1073893979182492E-06
8892,6.72216934233865E-06
8893,6.3547293524414135E-06
8894,6.0043913875563285E-06
8895,5.6704973947099168E-06
8896,5.3524089400122426E-06
8897,5.04950683898653E-06
8898,4.7611907861776521E-06
8899,4.4868789843663496E-06
8900,4.2260077737068261E-06
8901,3.9780312610961142E-06
8902,3.7424209500741166E-06
8903,3.5186653715439024E-06
8904,3.3062697155923784E-06
8905,3.1047554646820044E-06
8906,2.9136600284747582E-06
8907,2.7325363805400245E-06
8908,2.5609526971887007E-06
8909,2.3984919986662206E-06
8910,2.2447517929279421E-06
8911,2.0993437222107913E-06
8912,1.9618932126057668E-06
8913,1.8320391268266316E-06
8914,1.7094334203607831E-06
8915,1.5937408011792135E-06
8916,1.484638393173337E-06
8917,1.3818154034773663E-06
8918,1.284972793826123E-06
8919,1.1938229560892287E-06
8920,1.1080893921140171E-06
8921,1.0275063980007179E-06
8922,9.518187529252218E-07
8923,8.8078141261608922E-07
8924,8.1415920758450452E-07
8925,7.517265461976186E-07
8926,6.9326712267781922E-07
8927,6.3857363010268291E-07
8928,5.8744747847272352E-07
8929,5.3969851790658086E-07
8930,4.9514476701590961E-07
8931,4.5361214650521455E-07
8932,4.1493421803476326E-07
8933,3.78951928377982E-07
8934,3.45513358898172E-07
8935,3.1447348036284494E-07
8936,2.856939131078198E-07
8937,2.5904269255713036E-07
8938,2.3439404009892907E-07
8939,2.1162813931192634E-07
8940,1.9063091753141182E-07
8941,1.712938327386275E-07
8942,1.5351366575218308E-07
8943,1.3719231769533534E-07
8944,1.2223661270825685E-07
8945,1.0855810586995278E-07
8946,9.6072896290165743E-08
8947,8.4701445327556811E-08
8948,7.4368399886569586E-08
8949,6.5002420741641948E-08
8950,5.6536015834005791E-08
8951,4.8905378482952281E-08
8952,4.2050230450370234E-08
8953,3.59136697944376E-08
8954,3.044202344560737E-08
8955,2.5584704435512345E-08
8956,2.1294073707020438E-08
8957,1.75253064315238E-08
8958,1.4236262757526068E-08
8959,1.1387362912769458E-08
8960,8.9414665805013813E-09
8961,6.8637564689662576E-09
8962,5.1216259919021253E-09
8963,3.6845709766618254E-09
8964,2.5240853155495553E-09
8965,1.6135604751199088E-09
8966,9.2818877748231463E-10
8967,4.448703670621954E-10
8968,1.4212377586622727E-10
8765,0.00069715268562170712
8766,0.00068124577277333656
8767,0.00066559236628994294
8768,0.00065019129602171435
8769,0.00063504132001078787
8770,0.00062014112642839179
8771,0.00060548933551909944
8772,0.00059108450155071282
8773,0.0005769251147683148
8774,0.00056300960335104832
8775,0.0005493363353701997
8776,0.00053590362074719747
8777,0.0005227097132101434
8778,0.00050975281224754107
8779,0.00049703106505788572
8780,0.00048454256849383531
8781,0.00047228537099967848
8782,0.00046025747454087279
8783,0.0004484568365244289
8784,0.00043688137170896853
8785,0.00042552895410329387
8786,0.00041439741885235221
8787,0.00040348456410949595
8788,0.00039278815289398662
8789,0.00038230591493270186
8790,0.00037203554848506016
8791,0.00036197472215018306
8792,0.00035212107665537822
8793,0.00034247222662503219
8794,0.00033302576232904871
8795,0.00032377925141000111
8796,0.00031473024058819958
8797,0.00030587625734389962
8798,0.0002972148115759279
8764,0.00071331420124829065
8799,0.00028874339723601952
8800,0.00028045949393820337
8801,0.00027236056854260246
8802,0.00026444407671305059
8803,0.00025670746444796013
8804,0.00024914816958390517
8805,0.00024176362327142797
8806,0.00023455125142259322
8807,0.00022750847612986103
8808,0.00022063271705587812
8809,0.00021392139279381288
8810,0.0002073719221978984
8811,0.00020098172568387826
8812,0.00019474822649907537
8813,0.00018866885196184324
8814,0.00018274103467017766
8815,0.00017696221367931086
8816,0.00017132983564812588
8817,0.00016584135595426483
8818,0.00016049423977783356
8819,0.00015528596315362789
8820,0.00015021401399183739
8821,0.0001452758930672104
8822,0.00014046911497668475
8823,0.00013579120906551958
8824,0.0001312397203219859
8825,0.00012681221024069756
8826,0.00012250625765468736
8827,0.00011831945953635994
8828,0.00011424943176746877
8829,0.00011029380987829306
8830,0.00010645024975620527
8831,0.00010271642832384633
8832,9.9090044187139463E-05
8833,9.5568818253397321E-05
8834,9.2150494319792663E-05
8835,8.88328396324813E-05
8836,8.5613645416683729E-05
8837,8.2490727378047013E-05
8838,7.9461926175625685E-05
8839,7.6525107866832887E-05
8840,7.3678164324731511E-05
8841,7.0919013628043887E-05
8842,6.8245600424275465E-05
8843,6.565589626635804E-05
8844,6.31478999232317E-05
8845,6.0719637664793194E-05
8846,5.8369163521651247E-05
8847,5.6094559520138251E-05
8688,0.0026212313528166148
8689,0.002590332347070865
8690,0.0025594573683846555
8691,0.0025286136996450896
8692,0.0024978085366545136
8693,0.0024670489856603692
8694,0.0024363420609594313
8695,0.0024056946825773422
8696,0.0023751136740242716
8697,0.0023446057601274432
8698,0.0023141775649412623
8699,0.0022838356097356111
8700,0.0022535863110629997
8701,0.0022234359789049217
8702,0.0021933908148980322
8703,0.0021634569106403494
8704,0.0021336402460779657
8705,0.00210394668797237
8706,0.002074381988448711
8707,0.0020449517836249958
8708,0.0020156615923224079
8709,0.0019865168148566841
8710,0.0019575227319104833
8711,0.0019286845034867048
8712,0.0019000071679425089
8713,0.0018714956411038399
8714,0.0018431547154601513
8715,0.0018149890594390114
8716,0.0017870032167601304
8717,0.0017592016058684138
8718,0.0017315885194454708
8719,0.0017041681239990604
8720,0.0016769445885284296
8721,0.0016499218210648924
8722,0.0016231037310910435
8723,0.0015964939681743441
8724,0.0015700961862887787
8725,0.0015439137770786044
8726,0.0015179500061921741
8727,0.0014922080134365432
8728,0.0014666908130030495
8729,0.0014414012937627827
8730,0.001416342219630919
8731,0.0013915162299987915
8732,0.0013669258402324931
8733,0.0013425734422368941
8734,0.0013184613050837653
8735,0.0012945915757027959
8736,0.0012709662796341814
8737,0.001247587321841441
8738,0.0012244564875831304
8739,0.0012015754433420344
8740,0.00117894573781042
8741,0.0011565688029299285
8742,0.0011344459549846194
8743,0.0011125783957456666
8744,0.001090967213666229
8745,0.0010696133851249325
8746,0.0010485177757164209
8747,0.0010276811415874281
8748,0.0010071041308167769
8749,0.00098678728483771053
8750,0.00096673103990096141
8751,0.00094693572857694887
8752,0.00092740158129546164
8753,0.00090812872792123275
8754,0.00088911719936373335
8755,0.00087036692921958444
8756,0.00085187775544592838
8757,0.00083364942206312208
8758,0.000815681580885122
8759,0.00079797379327592
8760,0.00078052553193039991
