s_Q,prob_lead_lifetime
1467,7.6458030833934523E-12
1466,3.4500637006955791E-11
1465,9.7193304794322747E-11
1464,2.1880657604700628E-10
1463,4.3054340664868507E-10
1462,7.7371276940290913E-10
1461,1.3020813257722419E-09
1460,2.0846418573967087E-09
1459,3.208854289289037E-09
1458,4.7844202537870214E-09
1457,6.9476574399145487E-09
1456,9.8665454161359137E-09
1455,1.374652016971946E-08
1454,1.8837100231809324E-08
1453,2.543943290710353E-08
1452,3.391485474847219E-08
1451,4.46945659520803E-08
1450,5.8290523734242152E-08
1449,7.5307664918526155E-08
1448,9.6457572836444293E-08
1447,1.225737081481784E-07
1446,1.5462832723711977E-07
1445,1.9375121533485178E-07
1444,2.4125036439868185E-07
1443,2.9863472789520542E-07
1442,3.6763918594058687E-07
1441,4.5025185460839587E-07
1440,5.48743872533856E-07
1439,6.6570179611264425E-07
1438,8.0406273150555751E-07
1437,9.67152327210149E-07
1436,1.1587257450405412E-06
1435,1.3830117198627852E-06
1434,1.644759809264242E-06
1433,1.9492909233946842E-06
1432,2.3025512124130482E-06
1431,2.7111693742228468E-06
1430,3.1825174284055621E-06
1429,3.7247749833993158E-06
1428,4.3469970029658445E-06
1427,5.059185054801776E-06
1426,5.8723619987549E-06
1425,6.7986500444938205E-06
1424,7.851352078660036E-06
1423,9.0450361295348775E-06
1422,1.0395622803131917E-05
1421,1.1920475488453632E-05
1420,1.3638493091528939E-05
1419,1.557020501790242E-05
1418,1.7737868081629111E-05
1417,2.0165564975722392E-05
1416,2.2879303894616583E-05
1415,2.590711885377882E-05
1414,2.9279170205405436E-05
1413,3.3027844802462869E-05
1412,3.7187855216506419E-05
1411,4.1796337368087023E-05
1410,4.6892945882511515E-05
1409,5.2519946438663148E-05
1408,5.8722304334937647E-05
1407,6.5547768454556066E-05
1406,7.3046949773038637E-05
1405,8.1273393513944486E-05
1404,9.0283644025588219E-05
1403,0.00010013730142183192
1402,0.00011089706900472326
1401,0.0001226287904662017
1400,0.00013540147585082643
1399,0.00014928731525197159
1398,0.00016436167921065879
1397,0.00018070310478961258
1396,0.00019839326630564469
1395,0.00021751692972151485
1394,0.00023816188972433037
1393,0.00026041888855166584
1392,0.00028438151566918986
1391,0.00031014608745490982
1390,0.00033781150610536739
1389,0.0003674790970483607
