PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q,2,13_1,4,0,2017-01-06 00:00:00,2017-01-09 00:00:00,0,False
s_Q,2,14_1,4,63,2017-01-15 00:00:00,2017-01-18 00:00:00,0,False
s_Q,2,11_1,3,167,2017-01-14 00:00:00,2017-01-16 00:00:00,0,False
s_Q,2,18_1,5,928,2017-01-10 00:00:00,2017-01-13 00:00:00,1,False
s_Q,2,12_1,3,1877,2017-01-14 00:00:00,2017-01-16 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,13_1,4,46,2017-01-14 00:00:00,2017-01-17 00:00:00,0,False
s_Q,2,16_1,4,293,2017-01-10 00:00:00,2017-01-13 00:00:00,1,False
s_Q,2,15_1,4,184,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q,2,17_1,5,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,16_1,4,543,2017-01-14 00:00:00,2017-01-17 00:00:00,1,False
s_Q,2,12_1,3,0,2017-01-08 00:00:00,2017-01-10 00:00:00,0,False
s_Q,2,17_1,5,43,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q,2,11_1,3,0,2017-01-11 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,18_1,5,444,2017-01-14 00:00:00,2017-01-17 00:00:00,1,False
s_Q,2,13_1,4,92,2017-01-10 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,19_1,5,629,2017-01-14 00:00:00,2017-01-17 00:00:00,0,False
s_Q,2,12_1,3,0,2017-01-11 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,20_1,5,79,2017-01-14 00:00:00,2017-01-16 00:00:00,0,False
s_Q,2,16_1,4,0,2017-01-06 00:00:00,2017-01-09 00:00:00,1,False
s_Q,2,14_1,4,31,2017-01-11 00:00:00,2017-01-14 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
s_Q,2,20_1,5,0,2017-01-11 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,11_1,3,0,2017-01-08 00:00:00,2017-01-10 00:00:00,0,False
s_Q,2,14_1,4,0,2017-01-07 00:00:00,2017-01-10 00:00:00,0,False
s_Q,2,17_1,5,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q,2,19_1,5,202,2017-01-10 00:00:00,2017-01-13 00:00:00,0,False
s_Q,2,11_1,3,0,2017-01-05 00:00:00,2017-01-07 00:00:00,0,False
s_Q,2,17_1,5,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q,2,20_1,5,0,2017-01-08 00:00:00,2017-01-10 00:00:00,0,False
s_Q,2,17_1,5,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
s_Q,2,17_1,5,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q,2,12_1,3,0,2017-01-05 00:00:00,2017-01-07 00:00:00,0,False
s_Q,2,18_1,5,0,2017-01-06 00:00:00,2017-01-09 00:00:00,1,False
s_Q,2,17_1,5,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q,2,19_1,5,0,2017-01-06 00:00:00,2017-01-09 00:00:00,0,False
s_Q,2,20_1,5,0,2017-01-05 00:00:00,2017-01-07 00:00:00,0,False
s_Q,2,14_1,4,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q,2,16_1,4,0,2017-01-02 00:00:00,2017-01-05 00:00:00,1,False
s_Q,2,18_1,5,0,2017-01-02 00:00:00,2017-01-05 00:00:00,1,False
s_Q,2,13_1,4,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q,2,11_1,3,0,2017-01-02 00:00:00,2017-01-04 00:00:00,0,False
s_Q,2,19_1,5,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q,2,15_1,4,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q,2,12_1,3,0,2017-01-02 00:00:00,2017-01-04 00:00:00,0,False
s_Q,2,20_1,5,0,2017-01-02 00:00:00,2017-01-04 00:00:00,0,False
