big_demand,prob_demand
2033,0.0092521864830814281
2034,0.0092315070448043129
2035,0.0092060756821434487
2036,0.0091759317553516215
2037,0.00914112150403699
2038,0.0091016979333811143
2039,0.0090577206847547668
2040,0.0090092558911646914
2041,0.0089563760180106523
2042,0.0088991596896772236
2043,0.0088376915025265047
2044,0.0087720618248984267
2045,0.0087023665847620248
2046,0.0086287070456962066
2047,0.0085511895719098587
2048,0.0084699253830405261
2049,0.008385030299496294
2050,0.0082966244791288883
2051,0.0082048321460455043
2052,0.0081097813123835773
2053,0.00801160349388632
2054,0.0079104334201272157
2055,0.0078064087402388606
2056,0.0076996697250057656
2057,0.0075903589661817442
2058,0.00747862107389068
2059,0.0073646023729644107
2060,0.007248450599063822
2061,0.0071303145954186731
2062,0.0070103440110081908
2063,0.0068886890009887966
2064,0.0067654999301567436
2065,0.0066409270802127414
2066,0.0065151203615724769
2067,0.006388229030441778
2068,0.0062604014118479443
2069,0.0061317846292895549
2070,0.0060025243416363784
2071,0.0058727644878783332
2072,0.0057426470402887966
2073,0.0056123117665320956
2074,0.0054818960012088655
2075,0.0053515344272953664
2076,0.0052213588678948139
2077,0.0050914980886795705
2078,0.0049620776113638351
2079,0.004833219538506124
2080,0.0047050423899009817
2081,0.0045776609507788271
2082,0.0044511873247829806
2083,0.0043257283135494625
2084,0.0042013866149599082
2085,0.0040782607189372242
2086,0.0039564448155785291
2087,0.003836028715608673
2088,0.0037170977830996163
2089,0.0035997339751427278
2090,0.0034840135210429291
2091,0.0033700080860404953
2092,0.0032577847509760766
2093,0.0031474060034409014
2094,0.0030389297401548516
2095,0.00293240928028585
2096,0.0028278933893961878
2097,0.00272542631367544
2098,0.0026250478240955094
2099,0.0025267932701008465
2100,0.0024306936424265389
2101,0.0023367756446183228
2102,0.0022450617728119937
2103,0.0021555704033150826
2104,0.002068315887520922
2105,0.0019833086536745911
2106,0.0019005563931246328
2107,0.0018200619630540681
2108,0.0017418246488091081
2109,0.0016658402875519181
2110,0.0015921013962677925
2111,0.0015205973036219909
2112,0.0014513142851639903
2113,0.0013842357013811989
2114,0.0013193421381101878
2115,0.0012566115488211386
2116,0.0011960193983004831
2117,0.0011375388072674072
2118,0.0010811406974720935
2119,0.0010267939368370411
2120,0.00097446548421755179
2121,0.00092412053337332647
2122,0.000875722655760052
2123,0.00082923394176768485
2124,0.00078461514005084419
2125,0.00074182579461613059
2126,0.00070082437935122639
2127,0.00066156842970115635
2128,0.000624014671218054
2129,0.00058811914473200309
2130,0.00055383732791194928
2131,0.00052112425300719037
2132,0.00048993462058144965
2133,0.00046022290907290391
2134,0.00043194348003471728
2135,0.00040505067893149138
2136,0.00037949893138753375
2137,0.00035524283480286044
2138,0.00033223724527233688
2139,0.0003104373597622328
2140,0.0002897987935166824
2141,0.00027027765268402236
2142,0.00025183060216970438
2143,0.00023441492873838455
2144,0.00021798859940284982
2145,0.00020251031515163738
2146,0.00018793956008049257
2147,0.00017423664600520056
2148,0.00016136275264480148
2149,0.000149279963474744
2150,0.00013795129735918267
2151,0.00012734073608034672
2152,0.00011741324789075731
2153,0.00010813480722103218
2154,9.9472410682132154E-05
2155,9.1394089506189948E-05
2156,8.3868918574546672E-05
2157,7.6867022185337451E-05
2158,7.0359576715943957E-05
2159,6.4318810337903769E-05
2160,5.8717999943466144E-05
2161,5.3531465443947957E-05
2162,4.8734561600403956E-05
2163,4.4303667546919793E-05
2164,4.0216174166095231E-05
2165,3.6450469475044023E-05
2166,3.2985922178528035E-05
2167,2.9802863543695471E-05
2168,2.68825677483405E-05
2169,2.4207230851669172E-05
2170,2.1759948533274786E-05
2171,1.9524692742420029E-05
2172,1.7486287395819184E-05
2173,1.5630383257936368E-05
2174,1.3943432133387933E-05
2175,1.2412660496382911E-05
2176,1.1026042677275577E-05
2177,9.7722737212620672E-06
2178,8.6407420290486866E-06
2179,7.6215018839749332E-06
2180,6.7052459646102839E-06
2181,5.8832779362809774E-06
2182,5.1474852093426954E-06
2183,4.4903119463182336E-06
2184,3.9047323942866474E-06
2185,3.3842246131635032E-06
2186,2.9227446647716023E-06
2187,2.5147013218891015E-06
2188,2.1549313507984581E-06
2189,1.8386754152656947E-06
2190,1.5615546443756409E-06
2191,1.3195479012550124E-06
2192,1.1089697844510492E-06
2193,9.2644938861718552E-07
2194,7.68909846206961E-07
2195,6.3354866710959589E-07
2196,5.1781888859060458E-07
2197,4.1941104354300534E-07
2198,3.3623595092119669E-07
2199,2.6640832833183335E-07
2200,2.082312231031307E-07
2201,1.6018125475353879E-07
2202,1.2089465863840368E-07
2203,8.9154117673074541E-08
2204,6.3876366414691211E-08
2205,4.4100549433109106E-08
2206,2.8977313812256632E-08
2207,1.7758613793442214E-08
2208,9.788203996718396E-09
2209,4.4927963287610489E-09
2210,1.3738545979553671E-09
