big_demand,prob_demand
1012,0.010398412280324863
1013,0.01061330841786195
1014,0.010821382104617127
1015,0.011022115676564375
1016,0.01121500485605131
1017,0.011399560833773035
1018,0.011575312311544139
1019,0.011741807493843041
1020,0.011898616016187798
1021,0.012045330798587404
1022,0.012181569812594783
1023,0.012306977750869209
1024,0.012421227588633574
1025,0.01252402202698351
1026,0.012615094808667529
1027,0.012694211897704239
1028,0.01276117251502896
1029,0.012814379769842454
1030,0.012855129094017183
1031,0.012883314741568378
1032,0.012898866939150292
1033,0.012901752154075215
1034,0.012891973192163097
1035,0.012869569125234653
1036,0.012834615049176532
1037,0.012787221674610752
1038,0.012727534753282308
1039,0.012655734344328784
1040,0.012570565218762828
1041,0.012473701545989549
1042,0.012365410033308637
1043,0.012245987208128601
1044,0.012115758033358031
1045,0.011975074411968689
1046,0.011824313590863264
1047,0.011663876474615777
1048,0.011494185859989551
1049,0.01131568460237556
1050,0.011128833725434401
1051,0.010934110485268182
1052,0.010732006400400503
1053,0.010523025258703834
1054,0.010307681112192732
1055,0.010086496270302234
1056,0.0098599993019015172
1057,0.0096287230558608147
1058,0.009393202709502493
1059,0.0091539738537341989
1060,0.0089115706230908243
1061,0.0086665238783123974
1062,0.0084193594484645081
1063,0.0081705964389754884
1064,0.0079207456113276984
1065,0.00767030783950631
1066,0.0074197726476849073
1067,0.0071696168330179239
1068,0.0069203031768216173
1069,0.006672279246860909
1070,0.0064259762929231214
1071,0.006181808237352108
1072,0.0059401707617409861
1073,0.0057014404905365535
1074,0.0054659742718947361
1075,0.0052341085557422208
1076,0.0050061588686428366
1077,0.0047824193847357584
1078,0.0045631625917045655
1079,0.0043486390504459734
1080,0.0041390772468348179
1081,0.0039346835337214277
1082,0.0037356421610476405
1083,0.0035421153917250974
1084,0.00335424370068124
1085,0.0031721460542435058
1086,0.002995920266798784
1087,0.0028256434314318725
1088,0.0026613724210150453
1089,0.0025031444559891259
1090,0.0023509777348478572
1091,0.002204872123112489
1092,0.002064809896365235
1093,0.0019307565327007481
1094,0.0018026615497583678
1095,0.0016804593813170825
1096,0.0015640702882738194
1097,0.0014534012986885114
1098,0.0013483471714683603
1099,0.0012487913781845242
1100,0.0011546070974676787
1101,0.0010656582164206502
1102,0.00098180033351511452
1103,0.00090288175751074436
1104,0.00082874449704675431
1105,0.00075922523571085121
1106,0.00069415628758669092
1107,0.0006333665285179641
1108,0.00057668229860311437
1109,0.00052392827174717912
1110,0.00047492828844232754
1111,0.0004295061483233998
1112,0.00038748635944477845
1113,0.00034869484164455703
1114,0.00031295958179740075
1115,0.00028011123920262054
1116,0.00024998369980348221
1117,0.00022241457838251667
1118,0.00019724566831991441
1119,0.00017432333893296846
1120,0.00015349888082908118
1121,0.00013462880009875876
1122,0.00011757506254362177
1123,0.00010220528947521789
1124,8.83929069291617E-05
1125,7.6017250414504509E-05
1126,6.4963627557526311E-05
1127,5.5123341201959678E-05
1128,4.6393675692536504E-05
1129,3.8677849196582576E-05
1130,3.1884935008898141E-05
1131,2.5929754839985367E-05
1132,2.0732747107940787E-05
1133,1.6219813242297379E-05
1134,1.2322144965749838E-05
1135,8.97603544982125E-06
1136,6.12267714584856E-06
1137,3.7079489762029392E-06
1138,1.6821954354001422E-06
