StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
5,15_1,2017-01-04,26.945073154206792,,-1,1
5,15_1,2017-01-05,43.429096814321824,,-1,1
5,15_1,2017-01-06,52.493744542802155,,-1,1
5,15_1,2017-01-07,26.74841006256423,,-1,1
5,15_1,2017-01-08,34.94094961815617,,-1,1
5,15_1,2017-01-09,35.307906593857076,,-1,1
5,15_1,2017-01-10,41.86580011560722,,-1,1
5,15_1,2017-01-11,82.48679240573878,,-1,1
5,15_1,2017-01-12,36.54385867065176,,-1,1
5,15_1,2017-01-13,52.993612625548366,,-1,1
5,15_1,2017-01-14,74.18113124076395,,-1,1
5,15_1,2017-01-15,25.4497937927879,,-1,1
5,15_1,2017-01-16,62.8277701974506,,-1,1
5,15_1,2017-01-17,26.320962545383896,,-1,1
5,15_1,2017-01-18,24.93402730821513,,-1,1
5,15_1,2017-01-19,48.91579921546764,,-1,1
5,15_1,2017-01-20,65.99785708816343,,-1,1
5,15_1,2017-01-21,83.20534334205723,,-1,1
5,15_1,2017-01-22,38.86796782466417,,-1,1
5,15_1,2017-01-23,35.150122943908045,,-1,1
5,15_1,2017-01-24,45.90085081196127,,-1,1
5,15_1,2017-01-25,55.40179370353833,,-1,1
5,15_1,2017-01-26,65.78060478498865,,-1,1
5,15_1,2017-01-27,84.37119294765475,,-1,1
5,15_1,2017-01-28,25.19056397059777,,-1,1
5,15_1,2017-01-29,71.96420552897104,,-1,1
5,15_1,2017-01-30,45.618379671410246,,-1,1
5,15_1,2017-01-31,32.34204602462497,,-1,1
5,15_1,2017-02-01,55.49016323643745,,-1,1
5,15_1,2017-02-02,80.79327912004577,,-1,1
5,15_1,2017-02-03,67.2083695060435,,-1,1
5,15_1,2017-02-04,45.83004463559853,,-1,1
5,15_1,2017-02-05,83.49492839397908,,-1,1
5,15_1,2017-02-06,66.76510057768435,,-1,1
5,15_1,2017-02-07,42.31504550497144,,-1,1
5,15_1,2017-02-08,36.929461270099466,,-1,1
5,15_1,2017-02-09,39.28104143347127,,-1,1
5,15_1,2017-02-10,37.43189070271568,,-1,1
5,15_1,2017-02-11,55.75627464413073,,-1,1
5,15_1,2017-02-12,33.56421300030977,,-1,1
5,15_1,2017-02-13,31.01493715980925,,-1,1
5,15_1,2017-02-14,30.985149287503255,,-1,1
