s_Q,prob_lead_lifetime
330,5.68361280528068E-05
331,6.9964844550564489E-05
332,8.573028734068897E-05
333,0.00010457327420470326
334,0.00012699036831148559
335,0.00015353763118292621
336,0.00018483404027817507
337,0.00022156444279306894
338,0.0002644819064698631
339,0.00031440931930632718
340,0.00037224008358959339
341,0.00043893774620917993
342,0.00051553440726066963
343,0.0006031277530368943
344,0.000702876568060871
345,0.00081599459420921092
346,0.00094374262347058616
347,0.0010874187346234974
348,0.0012483466131023848
349,0.0014278619273946705
350,0.0016272967741469142
351,0.0018479622472505318
352,0.0020911292328396709
353,0.0023580075815007023
354,0.0026497238600306028
355,0.002967297936603963
356,0.003311618703900062
357,0.0036834192931868167
358,0.00408325217707806
359,0.004511464598170937
360,0.0049681747935493977
361,0.0054532495097940475
362,0.0059662833183731518
363,0.006506580245974441
364,0.0070731382275574239
365,0.0076646368710009283
366,0.00827942899082356
367,0.0089155363245229709
368,0.00957064978891337
369,0.010242134566097327
370,0.010927040230400441
371,0.011622116040084696
372,0.012323831422619771
373,0.013028401581701481
374,0.013731818050276751
375,0.014429883908968776
376,0.015118253286024652
377,0.015792474655818171
378,0.016448037360605811
379,0.017080420697133829
380,0.017685144838145411
381,0.018257822800915553
382,0.018794212632421457
383,0.019290268955049185
384,0.019742193008842831
385,0.020146480336773836
386,0.020499965288426226
387,0.020799861564459815
388,0.021043798088353466
389,0.021229849571913362
390,0.021356561235105764
391,0.021422967246811822
392,0.021428602568660259
393,0.021373508006478924
394,0.021258228400253074
395,0.021083804010826945
396,0.020851755286968483
397,0.020564061316938182
398,0.020223132381618672
399,0.019831777129054637
400,0.019393164980699346
401,0.01891078445588867
402,0.018388398161586668
403,0.017829995238215979
404,0.017239742078794539
405,0.01662193214749394
406,0.015980935715404578
407,0.015321150306451524
408,0.014646952606158035
409,0.013962652531752882
410,0.013272450095711916
411,0.012580395618199515
412,0.011890353759192561
413,0.011205971750597147
414,0.010530652114718604
415,0.00986753006030804
416,0.0092194556532911275
417,0.008588980768256366
418,0.0079783507407234864
419,0.007389500560783858
420,0.00682405537730014
421,0.006283335019587776
422,0.0057683621911973531
423,0.00527987394859699
424,0.00481833604644849
425,0.0043839597107299989
426,0.0039767203908730306
427,0.0035963780418116344
428,0.0032424984956435357
429,0.0029144754995686613
430,0.0026115530208611769
431,0.002332847449717465
432,0.002077369365721162
433,0.0018440445721760947
434,0.0016317341434937778
435,0.0014392532730447892
436,0.0012653887513264181
437,0.0011089149459901555
438,0.000968608195351376
439,0.00084325956473302668
440,0.00073168594977025554
441,0.00063273954215295285
442,0.00054531570087114616
443,0.00046835929564560127
444,0.00040086960878509789
445,0.00034190389723474116
446,0.00029057972818571448
447,0.00024607620950846339
448,0.00020763424071898115
449,0.00017455591151505578
450,0.00014620317348737043
451,0.00012199590680411067
452,0.00010140949788239692
453,8.3972036688915552E-05
454,6.9261233736942276E-05
455,5.6901147428047373E-05
456,4.6558802456776013E-05
457,3.7940769854965109E-05
458,3.0789769161781405E-05
459,2.4881343389904136E-05
460,2.0020648101952816E-05
461,1.6039387159877142E-05
462,1.279291967204163E-05
463,1.015755541200529E-05
464,8.028049561945751E-06
465,6.3153020569553458E-06
466,4.944262064826455E-06
467,3.8520342003868672E-06
468,2.9861798990332443E-06
469,2.3032049039128304E-06
470,1.7672219898471033E-06
471,1.3487767840057153E-06
472,1.0238237756236407E-06
473,7.7283926192953189E-07
474,5.80057984296398E-07
475,4.3282050058394488E-07
476,3.2101885484971627E-07
477,2.3662878803229969E-07
478,1.7331753317234671E-07
479,1.2611711312868284E-07
480,9.1153971014514053E-08
481,6.5426683504996261E-08
482,4.6624410494982456E-08
483,3.2979602529673538E-08
484,2.31493061148791E-08
485,1.6120166864360546E-08
486,1.1132925569984189E-08
487,7.6228298723567342E-09
488,5.1729439466224344E-09
489,3.4778321400694776E-09
490,2.3155229186425458E-09
491,1.5260309584215893E-09
492,9.950325955289604E-10
493,6.4155833759226847E-10
494,4.0879107979069176E-10
495,2.5724532575289873E-10
496,1.5975613686831989E-10
497,9.7831448384985065E-11
498,5.9022130542495957E-11
499,3.5044641647707972E-11
500,2.0454776078994794E-11
501,1.1720873721514284E-11
502,6.5835269091998755E-12
503,3.6185036910051606E-12
504,1.9421522104199637E-12
505,1.0154914757697447E-12
506,5.157805689232311E-13
507,2.5360209673146806E-13
508,1.2020248127813866E-13
509,5.4636395744081841E-14
510,2.3659079776707053E-14
511,9.6775634466069779E-15
512,3.6972935140455492E-15
513,1.2990394571287376E-15
514,4.1051621865596058E-16
515,1.1280115351474708E-16
516,2.5477527191497603E-17
517,4.2470315667990557E-18
518,3.9679656973699754E-19
271,2.8040591468565864E-19
272,3.2258532889466607E-18
273,2.0727912524007854E-17
274,9.79697643314053E-17
275,3.7938131376008852E-16
276,1.2734176437639042E-15
277,3.8328547167283618E-15
278,1.0578740708586753E-14
279,2.719494389630582E-14
280,6.5862894185528668E-14
281,1.5157910585671761E-13
282,3.3373065567085256E-13
283,7.0668497837210044E-13
284,1.4454508927721719E-12
285,2.8659681805849687E-12
286,5.5248083520266305E-12
287,1.0380731463112646E-11
288,1.9051592544957806E-11
289,3.421577230769641E-11
290,6.0229229460454142E-11
291,1.0405948238526683E-10
292,1.7667888784832181E-10
293,2.9511465211067035E-10
294,4.8542591804924266E-10
295,7.8697359839714972E-10
296,1.2584717472655136E-09
297,1.9864663867713291E-09
298,3.09708586588647E-09
299,4.7721538316090022E-09
300,7.27106020953084E-09
301,1.0960156172912578E-08
302,1.6351885087011072E-08
303,2.4156391848664062E-08
304,3.5348976259444961E-08
305,5.1257479194632426E-08
306,7.36745185224055E-08
307,1.0500042735365805E-07
308,1.4842378888300133E-07
309,2.0814760365066361E-07
310,2.8967035445691333E-07
311,4.0013253231583423E-07
312,5.4874052653077528E-07
313,7.4728112683329467E-07
314,1.010741189133054E-06
315,1.3580482216692082E-06
316,1.8129486871008502E-06
317,2.4050416092358342E-06
318,3.1709855311915035E-06
319,4.1558968960705147E-06
320,5.4149574055188587E-06
321,7.0152467446440867E-06
322,9.0378151308230134E-06
323,1.1580007338310622E-05
324,1.4758046066675636E-05
325,1.87098776677344E-05
326,2.3598277249990205E-05
327,2.9614202993483003E-05
328,3.6980381114574959E-05
329,4.5955093340527835E-05
