s_Q,prob_lead_lifetime
9661,1.4857623661236776E-25
9662,1.2696227439921118E-24
9663,6.1015737883831711E-24
9664,2.1716737378333893E-23
9665,6.3755924617586422E-23
9666,1.6332188354289666E-22
9667,3.7763165764085771E-22
9668,8.0584151879759176E-22
9669,1.6118384500221572E-21
9670,3.0562505501457539E-21
9671,5.5404780378343069E-21
9672,9.666201325172202E-21
9673,1.6314599432122096E-20
9674,2.6750429500818835E-20
9675,4.275719741733101E-20
9676,6.6810914288480285E-20
9677,1.0230141042237166E-19
9678,1.5381189744219771E-19
9679,2.274694637282207E-19
9680,3.3138149598954494E-19
9681,4.76175682222963E-19
9682,6.7566431521142027E-19
9683,9.4765713289194641E-19
9684,1.3149509599845487E-18
9685,1.8065290181311479E-18
9686,2.4590080202625792E-18
9687,3.3183771373527804E-18
9688,4.442079708731586E-18
9689,5.9014962562949579E-18
9690,7.7848960636469723E-18
9691,1.0200934409459397E-17
9692,1.328278362775512E-17
9693,1.7192998646609771E-17
9694,2.2129231684777891E-17
9695,2.8330926531652515E-17
9696,3.6087140484467944E-17
9697,4.5745661769828247E-17
9698,5.7723612355334614E-17
9699,7.2519750702431333E-17
9700,9.0728716486623235E-17
9701,1.1305748990259973E-16
9702,1.4034437219164414E-16
9703,1.7358083181654393E-16
9704,2.1393660263409361E-16
9705,2.6278846687793028E-16
9706,3.2175320719972563E-16
9707,3.92725268896074E-16
9708,4.7791973628244706E-16
9709,5.7992129651708644E-16
9710,7.0173994062446579E-16
9711,8.4687423566607384E-16
9712,1.0193830946533819E-15
9713,1.2239670726468307E-15
9714,1.4660603293472317E-15
9715,1.7519345212368391E-15
9716,2.0888160209082122E-15
9717,2.4850180086432317E-15
9718,2.950089142661662E-15
9719,3.4949806909192929E-15
9720,4.1322342001565547E-15
9721,4.8761919884288381E-15
9722,5.7432329770352812E-15
9723,6.7520366281537552E-15
9724,7.9238780272457285E-15
9725,9.2829574461919445E-15
9726,1.0856768046058465E-14
9727,1.2676505729402836E-14
9728,1.4777525533282059E-14
9729,1.7199849367933032E-14
9730,1.9988730354932623E-14
9731,2.3195279505145004E-14
9732,2.6877161003733809E-14
9733,3.109936293994825E-14
9734,3.5935050936467469E-14
9735,4.1466512800192408E-14
9736,4.7786203037110673E-14
9737,5.4997896852049174E-14
9738,6.3217964093839354E-14
9739,7.2576774511958527E-14
9740,8.3220246666653392E-14
9741,9.5311553885750409E-14
9742,1.0903300179294852E-13
9743,1.2458809314981593E-13
9744,1.4220379706274027E-13
9745,1.6213304101279408E-13
9746,1.8465744567734108E-13
9747,2.1009032413400433E-13
9748,2.3877996877757156E-13
9749,2.7111325114609852E-13
9750,3.07519561851915E-13
9751,3.48475119954875E-13
9752,3.9450768340797591E-13
9753,4.4620169465871821E-13
9754,5.042038981132355E-13
9755,5.6922946897468686E-13
9756,6.4206869596354558E-13
9757,7.2359426362688292E-13
9758,8.1476918335845077E-13
9759,9.1665542589419561E-13
9760,1.0304233119319665E-12
9761,1.1573617216636773E-12
9762,1.2988891884178016E-12
9763,1.4565659463049588E-12
9764,1.6321070067559008E-12
9765,1.8273963441561612E-12
9766,2.0445022764325513E-12
9767,2.2856941324523243E-12
9768,2.55346030447534E-12
9769,2.8505277906730086E-12
9770,3.1798833399167272E-12
9771,3.5447963186645254E-12
9772,3.9488434278608263E-12
9773,4.3959354063349184E-12
9774,4.8903458662634093E-12
9775,5.4367424158770835E-12
9776,6.04022023477023E-12
9777,6.7063382779387058E-12
9778,7.4411582960618226E-12
9779,8.2512868715819163E-12
9780,9.1439206828579146E-12
9781,1.0126895222106125E-11
9782,1.1208737207029196E-11
9783,1.2398720941006798E-11
9784,1.3706928892517542E-11
9785,1.5144316781117007E-11
9786,1.6722783474854591E-11
9787,1.8455246022509467E-11
9788,2.0355720163508904E-11
9789,2.2439406678903581E-11
9790,2.4722783968359E-11
9791,2.7223707260828208E-11
9792,2.996151489044729E-11
9793,3.2957142094289529E-11
9794,3.6233242814983942E-11
9795,3.9814320018893608E-11
9796,4.3726865069626507E-11
9797,4.7999506727159408E-11
9798,5.2663170374863943E-11
9799,5.7751248110287491E-11
9800,6.3299780370720436E-11
9801,6.9347649801447675E-11
9802,7.59367881131913E-11
9803,8.3112396715675462E-11
9804,9.0923181956556044E-11
9805,9.942160583921832E-11
9806,1.0866415313923656E-10
9807,1.1871161588768056E-10
9808,1.2962939624002228E-10
9809,1.4148782880221845E-10
9810,1.5436252354070213E-10
9811,1.6833473046058958E-10
9812,1.8349172729648169E-10
9813,1.9992723152289016E-10
9814,2.1774183805664722E-10
9815,2.370434840917377E-10
9816,2.5794794257791768E-10
9817,2.8057934592835086E-10
9818,3.0507074161839536E-10
9819,3.31564681417686E-10
9820,3.6021384608089537E-10
9821,3.9118170740912578E-10
9822,4.2464322968383436E-10
9823,4.6078561256869473E-10
9824,4.9980907767187451E-10
9825,5.41927701062028E-10
9826,5.8737029413594293E-10
9827,6.3638133534427379E-10
9828,6.8922195539443037E-10
9829,7.461709786663325E-10
9830,8.0752602369767576E-10
9831,8.736046657206273E-10
9832,9.4474566436157155E-10
9833,1.0213102597497539E-09
9834,1.1036835404195898E-09
