PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q_perishable,5,8_1,2,0,2017-01-02 00:00:00,2017-01-04 00:00:00,1,False
s_Q_perishable,5,10_1,3,0,2017-01-04 00:00:00,2017-01-05 00:00:00,1,False
s_Q_perishable,5,10_1,3,152,2017-01-14 00:00:00,2017-01-15 00:00:00,1,False
s_Q_perishable,5,9_1,3,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
s_Q_perishable,5,1_1,1,688,2017-01-14 00:00:00,2017-01-16 00:00:00,1,False
s_Q_perishable,5,10_1,3,0,2017-01-12 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,2_1,1,171,2017-01-14 00:00:00,2017-01-15 00:00:00,1,False
s_Q_perishable,5,3_1,1,46,2017-01-14 00:00:00,2017-01-17 00:00:00,0,False
s_Q_perishable,5,2_1,1,0,2017-01-12 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,4_1,1,805,2017-01-14 00:00:00,2017-01-16 00:00:00,1,False
s_Q_perishable,5,6_1,2,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q_perishable,5,5_1,2,2595,2017-01-14 00:00:00,2017-01-16 00:00:00,1,False
s_Q_perishable,5,6_1,2,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q_perishable,5,6_1,2,532,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q_perishable,5,9_1,3,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q_perishable,5,7_1,2,662,2017-01-14 00:00:00,2017-01-16 00:00:00,0,False
s_Q_perishable,5,5_1,2,0,2017-01-11 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,8_1,2,539,2017-01-14 00:00:00,2017-01-16 00:00:00,1,False
s_Q_perishable,5,4_1,1,0,2017-01-11 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,9_1,3,46,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q_perishable,5,6_1,2,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q_perishable,5,10_1,3,0,2017-01-10 00:00:00,2017-01-11 00:00:00,1,False
s_Q_perishable,5,5_1,2,0,2017-01-05 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,3_1,1,65,2017-01-10 00:00:00,2017-01-13 00:00:00,0,False
s_Q_perishable,5,6_1,2,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q_perishable,5,10_1,3,0,2017-01-02 00:00:00,2017-01-03 00:00:00,1,False
s_Q_perishable,5,2_1,1,0,2017-01-08 00:00:00,2017-01-09 00:00:00,1,False
s_Q_perishable,5,4_1,1,0,2017-01-05 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,5_1,2,0,2017-01-02 00:00:00,2017-01-04 00:00:00,1,False
s_Q_perishable,5,8_1,2,0,2017-01-08 00:00:00,2017-01-10 00:00:00,1,False
s_Q_perishable,5,3_1,1,0,2017-01-06 00:00:00,2017-01-09 00:00:00,0,False
s_Q_perishable,5,7_1,2,0,2017-01-05 00:00:00,2017-01-07 00:00:00,0,False
s_Q_perishable,5,10_1,3,0,2017-01-08 00:00:00,2017-01-09 00:00:00,1,False
s_Q_perishable,5,2_1,1,0,2017-01-10 00:00:00,2017-01-11 00:00:00,1,False
s_Q_perishable,5,1_1,1,0,2017-01-02 00:00:00,2017-01-04 00:00:00,1,False
s_Q_perishable,5,1_1,1,0,2017-01-08 00:00:00,2017-01-10 00:00:00,1,False
s_Q_perishable,5,8_1,2,0,2017-01-11 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,9_1,3,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q_perishable,5,4_1,1,0,2017-01-08 00:00:00,2017-01-10 00:00:00,1,False
s_Q_perishable,5,1_1,1,0,2017-01-11 00:00:00,2017-01-13 00:00:00,1,False
s_Q_perishable,5,8_1,2,0,2017-01-05 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,6_1,2,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
s_Q_perishable,5,7_1,2,0,2017-01-08 00:00:00,2017-01-10 00:00:00,0,False
s_Q_perishable,5,9_1,3,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q_perishable,5,5_1,2,0,2017-01-08 00:00:00,2017-01-10 00:00:00,1,False
s_Q_perishable,5,4_1,1,0,2017-01-02 00:00:00,2017-01-04 00:00:00,1,False
s_Q_perishable,5,2_1,1,0,2017-01-06 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,9_1,3,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q_perishable,5,2_1,1,0,2017-01-02 00:00:00,2017-01-03 00:00:00,1,False
s_Q_perishable,5,7_1,2,0,2017-01-02 00:00:00,2017-01-04 00:00:00,0,False
s_Q_perishable,5,7_1,2,0,2017-01-11 00:00:00,2017-01-13 00:00:00,0,False
s_Q_perishable,5,3_1,1,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q_perishable,5,2_1,1,0,2017-01-04 00:00:00,2017-01-05 00:00:00,1,False
s_Q_perishable,5,9_1,3,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
s_Q_perishable,5,10_1,3,0,2017-01-06 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,1_1,1,0,2017-01-05 00:00:00,2017-01-07 00:00:00,1,False
s_Q_perishable,5,6_1,2,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
