InventoryPolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q_perishable,3,10_1,3,109,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,3,4_1,1,129,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,3,6_1,2,1383,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q_perishable,3,7_1,2,37,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q_perishable,3,10_1,3,94,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,3,4_1,1,135,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,3,6_1,2,1420,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,3,7_1,2,27,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,3,8_1,2,123,2017-01-08T00:00:00.0000000,2017-01-10T00:00:00.0000000,0,True
s_Q_perishable,3,10_1,3,113,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q_perishable,3,1_1,1,25,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,3,2_1,1,124,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q_perishable,3,3_1,1,770,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,3,4_1,1,111,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q_perishable,3,5_1,2,36,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,3,6_1,2,1420,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q_perishable,3,7_1,2,68,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q_perishable,3,9_1,3,25,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q_perishable,3,8_1,2,46,2017-01-05T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q_perishable,3,10_1,3,59,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,3,4_1,1,101,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,3,6_1,2,1420,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,3,7_1,2,33,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,3,10_1,3,129,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,1,True
s_Q_perishable,3,1_1,1,154,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,3,2_1,1,454,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q_perishable,3,3_1,1,1989,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,3,4_1,1,135,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q_perishable,3,5_1,2,191,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,3,6_1,2,1420,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q_perishable,3,7_1,2,68,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,1,True
s_Q_perishable,3,8_1,2,127,2017-01-02T00:00:00.0000000,2017-01-04T00:00:00.0000000,0,True
s_Q_perishable,3,9_1,3,125,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q_perishable,3,10_1,3,133,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,1,True
s_Q_perishable,3,1_1,1,152,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
