big_demand,prob_demand
101,0.041255198344254229
102,0.040399732839940375
103,0.039154872511130048
104,0.037558898531992319
105,0.035658505960589164
106,0.033506659160003865
107,0.031160295027559876
108,0.028678003857826106
109,0.026117913570587528
110,0.023535428782832154
111,0.020981648692955143
112,0.018501964174047394
113,0.016135030569455717
114,0.01391212597880225
115,0.011856884317626298
116,0.0099854455810514421
117,0.0083066936371899384
118,0.0068229795228213477
119,0.0055309464855058535
120,0.0044224847974056137
121,0.0034857535996869853
122,0.0027063668563442806
123,0.00206808749101164
124,0.0015538748402884918
125,0.0011466488029916243
126,0.00082991156608880443
127,0.00058822207179938708
128,0.00040752940624912723
129,0.00027537870111548772
130,0.00018100686825338357
131,0.00011534646809397202
132,7.0955615368709129E-05
133,4.1891176975283579E-05
134,2.3542083002171833E-05
135,1.2439162495093604E-05
136,6.0570105583581257E-06
137,2.6215545816203584E-06
138,9.3413019682313374E-07
139,2.1930999309197859E-07
