big_demand,prob_demand
49,0.057625377420623181
50,0.054862677026948505
51,0.051180866862267117
52,0.046798946935538294
53,0.041954609527157842
54,0.036845647809990292
55,0.031707744696939114
56,0.026720659191240531
57,0.022029296968193422
58,0.017742916192816427
59,0.013936590405584119
60,0.010653316910170114
61,0.0079061744987566629
62,0.0056809191237526431
63,0.0039397943032145645
64,0.0026270060674995427
65,0.0016755850181547887
66,0.0010147055120084487
67,0.00057628879998017108
68,0.00029993684426269534
69,0.00013575037779013898
70,4.51249897166823E-05
