StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
1,17_1,2017-01-15,110.38105505432077,,-1,1
1,17_1,2017-01-16,152.4114223240198,,-1,1
1,17_1,2017-01-17,167.38001136970894,,-1,1
1,17_1,2017-01-18,119.1473622694567,,-1,1
1,17_1,2017-01-19,107.80687427626819,,-1,1
1,17_1,2017-01-20,176.9837605268387,,-1,1
1,17_1,2017-01-21,94.89874680434171,,-1,1
1,17_1,2017-01-22,115.76196639641128,,-1,1
1,17_1,2017-01-23,93.18256614526682,,-1,1
1,17_1,2017-01-24,134.65995889071456,,-1,1
1,17_1,2017-01-25,138.40740361965524,,-1,1
1,17_1,2017-01-26,105.30645942323488,,-1,1
1,17_1,2017-01-27,129.4341377093929,,-1,1
1,17_1,2017-01-28,138.0613371686958,,-1,1
1,17_1,2017-01-29,147.42675014110654,,-1,1
1,17_1,2017-01-30,127.85350152100166,,-1,1
1,17_1,2017-01-31,155.1842189045961,,-1,1
1,17_1,2017-02-01,160.50618363589922,,-1,1
1,17_1,2017-02-02,176.51067786599162,,-1,1
1,17_1,2017-02-03,170.95802567821698,,-1,1
1,17_1,2017-02-04,94.68213011267723,,-1,1
1,17_1,2017-02-05,173.70594618875862,,-1,1
1,17_1,2017-02-06,146.67832830591078,,-1,1
1,17_1,2017-02-07,126.29699793238008,,-1,1
1,17_1,2017-02-08,107.80687427626819,,-1,1
1,17_1,2017-02-09,159.25766203462618,,-1,1
1,17_1,2017-02-10,106.04899901279283,,-1,1
1,17_1,2017-02-11,99.36097179846253,,-1,1
1,17_1,2017-02-12,99.82117915783293,,-1,1
1,17_1,2017-02-13,101.66021827134394,,-1,1
1,17_1,2017-02-14,127.60830063464199,,-1,1
1,17_1,2017-02-15,101.43201146648212,,-1,1
1,17_1,2017-02-16,125.48092952546116,,-1,1
1,17_1,2017-02-17,114.84000176426315,,-1,1
1,17_1,2017-02-18,168.02612335602396,,-1,1
1,17_1,2017-02-19,172.0488207050173,,-1,1
1,17_1,2017-02-20,96.03611160945208,,-1,1
1,17_1,2017-02-21,109.06104212444694,,-1,1
1,17_1,2017-02-22,97.67360410028395,,-1,1
1,17_1,2017-02-23,112.15131847693914,,-1,1
1,17_1,2017-02-24,149.1773671859261,,-1,1
1,17_1,2017-02-25,174.21435691881007,,-1,1
