s_Q,prob_lead_lifetime
10061,7.5025267970477208E-17
10062,1.0208106320297137E-16
10063,1.3746720956057933E-16
10064,1.8336369879034418E-16
10065,2.42433726226064E-16
10066,3.1791428899219266E-16
10067,4.1372117880575056E-16
10068,5.3457031666109718E-16
10069,6.8611760222570659E-16
10070,8.7511969875182766E-16
10071,1.1096184466304376E-15
10072,1.399151897429528E-15
10073,1.7549952875638593E-15
10074,2.1904356289880411E-15
10075,2.7210839860028289E-15
10076,3.3652299351027338E-15
10077,4.1442431716409647E-15
10078,5.0830277360078784E-15
10079,6.2105348862777277E-15
10080,7.56034124735635E-15
10081,9.171299522266331E-15
10082,1.108826976328155E-14
10083,1.336293997336494E-14
10084,1.6054745646231322E-14
10085,1.9231898761086867E-14
10086,2.2972537730714876E-14
10087,2.7366010864415664E-14
10088,3.2514307056018154E-14
10089,3.8533648647749688E-14
10090,4.5556262759515937E-14
10091,5.3732348816811978E-14
10092,6.3232261566148409E-14
10093,7.42489305420263E-14
10094,8.700053875204435E-14
10095,1.0173348528502404E-13
10096,1.1872565862990258E-13
10097,1.382900497298567E-13
10098,1.6077873619646849E-13
10099,1.8658727168303036E-13
10100,2.1615951717515324E-13
10101,2.4999295391209519E-13
10102,2.8864452081565296E-13
10103,3.3273702268765325E-13
10104,3.8296615905526494E-13
10105,4.4010822740941452E-13
10106,5.0502855871005129E-13
10107,5.786907474381899E-13
10108,6.6216674317445328E-13
10109,7.566478756940942E-13
10110,8.6345689090659468E-13
10111,9.84061080652323E-13
10112,1.1200865954185125E-12
10113,1.2733340354719673E-12
10114,1.4457954227473769E-12
10115,1.6396726630996905E-12
10116,1.8573976162493779E-12
10117,2.1016538989444378E-12
10118,2.3754005555572341E-12
10119,2.6818977395535551E-12
10120,3.0247345590423761E-12
10121,3.4078592499655577E-12
10122,3.83561185144624E-12
10123,4.3127595694128118E-12
10124,4.8445350268836706E-12
10125,5.4366776122688673E-12
10126,6.0954781507515888E-12
10127,6.8278271382909862E-12
10128,7.6412667930729908E-12
10129,8.5440471953666259E-12
10130,9.5451868037574039E-12
10131,1.0654537653667319E-11
10132,1.1882855562974771E-11
10133,1.3241875689459492E-11
10134,1.4744393805762356E-11
10135,1.6404353679613228E-11
10136,1.8236940970289163E-11
10137,2.0258684076668789E-11
10138,2.2487562397897507E-11
10139,2.4943122494622964E-11
10140,2.764660266705505E-11
10141,3.0621066495804454E-11
10142,3.3891545922614061E-11
10143,3.7485194480776968E-11
10144,4.1431451319292043E-11
10145,4.57622167007062E-11
10146,5.051203969019062E-11
10147,5.57183187927635E-11
10148,6.1421516336770291E-11
10149,6.7665387444826769E-11
10150,7.4497224478497826E-11
10151,8.19681178900842E-11
10152,9.0133234464106649E-11
10153,9.9052113982472342E-11
10154,1.0878898540096422E-10
10155,1.1941310368068666E-10
10156,1.3099910847650578E-10
10157,1.4362740594541726E-10
10158,1.5738457500124373E-10
10159,1.7236379940819413E-10
10160,1.8866532717467025E-10
10161,2.0639695878039806E-10
10162,2.25674565844547E-10
10163,2.4662264192009863E-10
10164,2.6937488718037625E-10
10165,2.9407482884751232E-10
10166,3.2087647929970478E-10
10167,3.4994503388458936E-10
10168,3.8145761055993329E-10
10169,4.1560403358028554E-10
10170,4.5258766354928565E-10
10171,4.9262627626208657E-10
10172,5.3595299287095208E-10
10173,5.82817264019557E-10
10174,6.3348591070803872E-10
10175,6.882442247713954E-10
10176,7.4739713197861971E-10
10177,8.112704208889696E-10
10178,8.80212040735241E-10
10179,9.54593471741712E-10
10180,1.0348111714269247E-09
10181,1.1212881005884813E-09
10182,1.2144753328188682E-09
10183,1.3148537515579267E-09
10184,1.4229358388490718E-09
10185,1.5392675601329371E-09
10186,1.6644303495836334E-09
10187,1.7990432006695502E-09
10188,1.9437648668025688E-09
10189,2.0992961771268311E-09
10190,2.2663824726907877E-09
10191,2.4458161684442758E-09
10192,2.6384394467060473E-09
10193,2.8451470879561359E-09
10194,3.0668894450223263E-09
10195,3.3046755669503093E-09
10196,3.5595764790733326E-09
10197,3.8327286260289633E-09
10198,4.1253374847083659E-09
10199,4.4386813543670432E-09
10200,4.7741153313752657E-09
10201,5.1330754763419426E-09
10202,5.5170831816065347E-09
10203,5.9277497473611208E-09
10204,6.3667811749372792E-09
10205,6.8359831860716694E-09
10206,7.337266477248793E-09
10207,7.8726522185100344E-09
10208,8.4442778064146684E-09
10209,9.0544028811405159E-09
10210,9.7054156180200866E-09
10211,1.0399839304121673E-08
10212,1.1140339210803706E-08
10213,1.1929729773496078E-08
10214,1.2770982090291684E-08
10215,1.3667231751267114E-08
10216,1.4621787010792456E-08
10217,1.5638137315434919E-08
10218,1.6719962200413009E-08
10219,1.7871140567912063E-08
10220,1.9095760360933028E-08
10221,2.039812864671032E-08
10222,2.178278212410296E-08
10223,2.3254498069736683E-08
10224,2.4818305738050888E-08
10225,2.6479498230783412E-08
10226,2.8243644851811676E-08
10227,3.0116603963652364E-08
10228,3.2104536362313155E-08
10229,3.4213919187580312E-08
10230,3.6451560386219277E-08
10231,3.8824613745962724E-08
10232,4.1340594518554155E-08
10233,4.4007395650516144E-08
10234,4.6833304640707081E-08
10235,4.9827021044133927E-08
10236,5.2997674641880592E-08
10237,5.635484429741414E-08
10238,5.9908577519925285E-08
10239,6.3669410755754378E-08
10240,6.7648390429347749E-08
