StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
3,1_1,2017-01-14 00:00:00,113,2017-01-15 07:00:00
3,2_1,2017-01-14 00:00:00,226,2017-01-15 07:00:00
3,3_1,2017-01-14 00:00:00,1127,2017-01-18 07:00:00
3,4_1,2017-01-14 00:00:00,49,2017-01-19 07:00:00
3,5_1,2017-01-14 00:00:00,133,2017-01-20 07:00:00
3,8_1,2017-01-14 00:00:00,8,2017-01-14 07:00:00
3,9_1,2017-01-14 00:00:00,107,2017-01-20 07:00:00
3,10_1,2017-01-14 00:00:00,47,2017-01-16 07:00:00
3,11_1,2017-01-14 00:00:00,39,2044-05-31 07:00:00
3,13_1,2017-01-14 00:00:00,348,2044-05-31 07:00:00
3,16_1,2017-01-14 00:00:00,41,2044-05-31 07:00:00
3,17_1,2017-01-14 00:00:00,28,2017-01-18 07:00:00
3,18_1,2017-01-14 00:00:00,14,2044-05-31 07:00:00
3,19_1,2017-01-14 00:00:00,19,2044-05-31 07:00:00
3,20_1,2017-01-14 00:00:00,163,2044-05-31 07:00:00
