StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
2,1_1,2017-01-08 00:00:00,8,2017-01-09 07:00:00
2,2_1,2017-01-08 00:00:00,29,2017-01-09 07:00:00
2,3_1,2017-01-08 00:00:00,56,2017-01-12 07:00:00
2,4_1,2017-01-08 00:00:00,25,2017-01-13 07:00:00
2,5_1,2017-01-08 00:00:00,16,2017-01-14 07:00:00
2,9_1,2017-01-08 00:00:00,1,2017-01-14 07:00:00
2,10_1,2017-01-08 00:00:00,4,2017-01-08 07:00:00
2,11_1,2017-01-08 00:00:00,18,2044-05-25 07:00:00
2,13_1,2017-01-08 00:00:00,17,2044-05-23 07:00:00
2,14_1,2017-01-08 00:00:00,15,2044-05-23 07:00:00
2,16_1,2017-01-08 00:00:00,24,2044-05-23 07:00:00
2,17_1,2017-01-08 00:00:00,18,2017-01-12 07:00:00
2,18_1,2017-01-08 00:00:00,409,2044-05-23 07:00:00
2,20_1,2017-01-08 00:00:00,10,2044-05-25 07:00:00
