StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,3_1,2017-01-08 00:00:00,50,2017-01-12 07:00:00
1,4_1,2017-01-08 00:00:00,34,2017-01-13 07:00:00
1,5_1,2017-01-08 00:00:00,14,2017-01-12 07:00:00
1,9_1,2017-01-08 00:00:00,30,2017-01-14 07:00:00
1,10_1,2017-01-08 00:00:00,64,2017-01-10 07:00:00
1,11_1,2017-01-08 00:00:00,14,2044-05-25 07:00:00
1,12_1,2017-01-08 00:00:00,7,2017-01-14 07:00:00
1,13_1,2017-01-08 00:00:00,54,2044-05-23 07:00:00
1,14_1,2017-01-08 00:00:00,41,2044-05-23 07:00:00
1,17_1,2017-01-08 00:00:00,103,2017-01-10 07:00:00
1,18_1,2017-01-08 00:00:00,50,2044-05-25 07:00:00
1,19_1,2017-01-08 00:00:00,823,2044-05-23 07:00:00
