StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,1_1,2017-01-06 00:00:00,812,2017-01-07 07:00:00
1,2_1,2017-01-06 00:00:00,171,2017-01-07 07:00:00
1,4_1,2017-01-06 00:00:00,59,2017-01-11 07:00:00
1,5_1,2017-01-06 00:00:00,368,2017-01-12 07:00:00
1,6_1,2017-01-06 00:00:00,7,2017-01-11 07:00:00
1,7_1,2017-01-06 00:00:00,72,2017-01-11 07:00:00
1,8_1,2017-01-06 00:00:00,1572,2017-01-06 07:00:00
1,13_1,2017-01-06 00:00:00,219,2044-05-23 07:00:00
1,14_1,2017-01-06 00:00:00,279,2044-05-23 07:00:00
1,15_1,2017-01-06 00:00:00,40,2017-01-08 07:00:00
1,16_1,2017-01-06 00:00:00,71,2044-05-22 07:00:00
1,17_1,2017-01-06 00:00:00,344,2017-01-10 07:00:00
1,19_1,2017-01-06 00:00:00,2061,2044-05-23 07:00:00
1,20_1,2017-01-06 00:00:00,67,2044-05-23 07:00:00
