StoreID,ProductID,TransactionDateTime,Units,Price
4,1_1,2017-01-04 07:00:05,1,8.8
4,12_1,2017-01-04 07:00:06,1,7.33
4,14_1,2017-01-04 07:00:39,1,10.0
4,2_1,2017-01-04 07:00:50,1,11.04
4,5_1,2017-01-04 07:01:16,1,7.63
4,10_1,2017-01-04 07:01:27,1,10.04
4,14_1,2017-01-04 07:01:42,1,10.0
4,12_1,2017-01-04 07:01:55,1,7.33
4,17_1,2017-01-04 07:02:03,1,5.5
4,14_1,2017-01-04 07:02:26,1,10.0
4,1_1,2017-01-04 07:02:32,1,8.8
4,12_1,2017-01-04 07:02:34,1,7.33
4,10_1,2017-01-04 07:02:49,1,10.04
4,17_1,2017-01-04 07:03:22,1,5.5
4,13_1,2017-01-04 07:03:42,1,10.82
4,3_1,2017-01-04 07:03:43,1,9.78
4,17_1,2017-01-04 07:04:04,1,5.5
4,5_1,2017-01-04 07:04:54,1,7.63
4,12_1,2017-01-04 07:05:01,1,7.33
4,17_1,2017-01-04 07:05:31,1,5.5
4,19_1,2017-01-04 07:05:34,1,16.5
4,1_1,2017-01-04 07:05:48,1,8.8
4,12_1,2017-01-04 07:05:50,1,7.33
4,5_1,2017-01-04 07:06:32,1,7.63
4,8_1,2017-01-04 07:06:35,1,21.26
4,17_1,2017-01-04 07:07:15,1,5.5
4,1_1,2017-01-04 07:07:46,1,8.8
4,9_1,2017-01-04 07:07:49,1,9.46
4,3_1,2017-01-04 07:07:56,1,9.78
4,5_1,2017-01-04 07:07:57,1,7.63
4,1_1,2017-01-04 07:08:09,1,8.8
4,5_1,2017-01-04 07:08:46,1,7.63
4,5_1,2017-01-04 07:09:02,1,7.63
4,9_1,2017-01-04 07:09:16,1,9.46
4,5_1,2017-01-04 07:09:18,1,7.63
4,14_1,2017-01-04 07:09:28,1,10.0
4,5_1,2017-01-04 07:09:32,1,7.63
4,5_1,2017-01-04 07:09:38,1,7.63
4,14_1,2017-01-04 07:09:49,1,10.0
4,1_1,2017-01-04 07:10:05,1,8.8
4,8_1,2017-01-04 07:11:39,1,21.26
4,14_1,2017-01-04 07:11:42,1,10.0
4,1_1,2017-01-04 07:11:49,1,8.8
4,17_1,2017-01-04 07:11:52,1,5.5
4,9_1,2017-01-04 07:12:03,1,9.46
4,3_1,2017-01-04 07:12:08,1,9.78
4,9_1,2017-01-04 07:12:12,1,9.46
4,9_1,2017-01-04 07:12:22,1,9.46
4,13_1,2017-01-04 07:12:37,1,10.82
4,17_1,2017-01-04 07:12:51,1,5.5
4,1_1,2017-01-04 07:12:52,1,8.8
4,17_1,2017-01-04 07:13:16,1,5.5
4,13_1,2017-01-04 07:13:18,1,10.82
4,14_1,2017-01-04 07:13:22,1,10.0
4,12_1,2017-01-04 07:13:29,1,7.33
4,17_1,2017-01-04 07:13:40,1,5.5
4,1_1,2017-01-04 07:14:43,1,8.8
4,17_1,2017-01-04 07:14:48,1,5.5
4,1_1,2017-01-04 07:15:00,1,8.8
4,9_1,2017-01-04 07:15:00,1,9.46
4,12_1,2017-01-04 07:15:07,1,7.33
4,9_1,2017-01-04 07:15:18,1,9.46
4,14_1,2017-01-04 07:15:42,1,10.0
4,12_1,2017-01-04 07:15:59,1,7.33
4,11_1,2017-01-04 07:16:10,1,14.88
4,13_1,2017-01-04 07:16:57,1,10.82
4,17_1,2017-01-04 07:17:06,1,5.5
4,10_1,2017-01-04 07:17:17,1,10.04
4,10_1,2017-01-04 07:17:29,1,10.04
4,11_1,2017-01-04 07:17:39,1,14.88
4,17_1,2017-01-04 07:18:19,1,5.5
4,2_1,2017-01-04 07:18:42,1,11.04
4,17_1,2017-01-04 07:19:02,1,5.5
4,17_1,2017-01-04 07:19:15,1,5.5
4,10_1,2017-01-04 07:19:25,1,10.04
4,17_1,2017-01-04 07:19:27,1,5.5
4,12_1,2017-01-04 07:19:44,1,7.33
4,11_1,2017-01-04 07:19:48,1,14.88
4,19_1,2017-01-04 07:20:01,1,16.5
4,17_1,2017-01-04 07:20:44,1,5.5
4,8_1,2017-01-04 07:21:30,1,21.26
4,17_1,2017-01-04 07:21:37,1,5.5
4,17_1,2017-01-04 07:21:47,1,5.5
4,10_1,2017-01-04 07:22:11,1,10.04
4,12_1,2017-01-04 07:22:46,1,7.33
4,9_1,2017-01-04 07:23:48,1,9.46
4,14_1,2017-01-04 07:24:21,1,10.0
4,17_1,2017-01-04 07:24:29,1,5.5
4,19_1,2017-01-04 07:24:30,1,16.5
4,1_1,2017-01-04 07:25:08,1,8.8
4,8_1,2017-01-04 07:25:09,1,21.26
4,17_1,2017-01-04 07:25:16,1,5.5
4,17_1,2017-01-04 07:25:17,1,5.5
4,1_1,2017-01-04 07:25:20,1,8.8
4,17_1,2017-01-04 07:25:48,1,5.5
4,2_1,2017-01-04 07:25:55,1,11.04
4,17_1,2017-01-04 07:26:06,1,5.5
4,19_1,2017-01-04 07:26:52,1,16.5
4,10_1,2017-01-04 07:27:02,1,10.04
4,3_1,2017-01-04 07:27:08,1,9.78
4,14_1,2017-01-04 07:28:10,1,10.0
4,2_1,2017-01-04 07:29:01,1,11.04
4,9_1,2017-01-04 07:29:25,1,9.46
4,10_1,2017-01-04 07:29:57,1,10.04
4,13_1,2017-01-04 07:30:33,1,10.82
4,12_1,2017-01-04 07:30:40,1,7.33
4,3_1,2017-01-04 07:30:50,1,9.78
4,10_1,2017-01-04 07:30:50,1,10.04
4,10_1,2017-01-04 07:31:24,1,10.04
4,12_1,2017-01-04 07:31:24,1,7.33
4,1_1,2017-01-04 07:31:30,1,8.8
4,8_1,2017-01-04 07:31:53,1,21.26
4,8_1,2017-01-04 07:32:26,1,21.26
4,13_1,2017-01-04 07:32:28,1,10.82
4,17_1,2017-01-04 07:33:09,1,5.5
4,14_1,2017-01-04 07:33:15,1,10.0
4,2_1,2017-01-04 07:33:19,1,11.04
4,11_1,2017-01-04 07:33:21,1,14.88
4,13_1,2017-01-04 07:33:28,1,10.82
4,12_1,2017-01-04 07:33:48,1,7.33
4,12_1,2017-01-04 07:33:51,1,7.33
4,17_1,2017-01-04 07:34:34,1,5.5
4,17_1,2017-01-04 07:35:28,1,5.5
4,14_1,2017-01-04 07:35:56,1,10.0
4,19_1,2017-01-04 07:36:22,1,16.5
4,10_1,2017-01-04 07:36:32,1,10.04
4,14_1,2017-01-04 07:36:41,1,10.0
4,17_1,2017-01-04 07:37:14,1,5.5
4,12_1,2017-01-04 07:37:30,1,7.33
4,1_1,2017-01-04 07:37:36,1,8.8
4,11_1,2017-01-04 07:38:34,1,14.88
4,10_1,2017-01-04 07:38:42,1,10.04
4,1_1,2017-01-04 07:39:02,1,8.8
4,17_1,2017-01-04 07:39:18,1,5.5
4,17_1,2017-01-04 07:39:29,1,5.5
4,17_1,2017-01-04 07:39:45,1,5.5
4,14_1,2017-01-04 07:40:52,1,10.0
4,17_1,2017-01-04 07:41:34,1,5.5
4,17_1,2017-01-04 07:42:25,1,5.5
4,13_1,2017-01-04 07:42:26,1,10.82
4,8_1,2017-01-04 07:42:45,1,21.26
4,17_1,2017-01-04 07:42:47,1,5.5
4,17_1,2017-01-04 07:42:55,1,5.5
4,2_1,2017-01-04 07:43:06,1,11.04
4,17_1,2017-01-04 07:43:10,1,5.5
4,1_1,2017-01-04 07:43:13,1,8.8
4,1_1,2017-01-04 07:43:47,1,8.8
4,12_1,2017-01-04 07:45:00,1,7.33
4,1_1,2017-01-04 07:45:11,1,8.8
4,17_1,2017-01-04 07:45:36,1,5.5
4,17_1,2017-01-04 07:45:37,1,5.5
4,12_1,2017-01-04 07:46:07,1,7.33
4,1_1,2017-01-04 07:46:22,1,8.8
4,10_1,2017-01-04 07:47:03,1,10.04
4,13_1,2017-01-04 07:47:07,1,10.82
4,11_1,2017-01-04 07:47:09,1,14.88
4,17_1,2017-01-04 07:47:12,1,5.5
4,17_1,2017-01-04 07:47:13,1,5.5
4,9_1,2017-01-04 07:47:20,1,9.46
4,17_1,2017-01-04 07:47:27,1,5.5
4,9_1,2017-01-04 07:48:16,1,9.46
4,17_1,2017-01-04 07:49:12,1,5.5
4,13_1,2017-01-04 07:50:30,1,10.82
4,13_1,2017-01-04 07:51:06,1,10.82
4,14_1,2017-01-04 07:51:33,1,10.0
4,14_1,2017-01-04 07:52:26,1,10.0
4,10_1,2017-01-04 07:52:48,1,10.04
4,8_1,2017-01-04 07:53:07,1,21.26
4,19_1,2017-01-04 07:53:23,1,16.5
4,9_1,2017-01-04 07:53:45,1,9.46
4,12_1,2017-01-04 07:53:55,1,7.33
4,10_1,2017-01-04 07:53:57,1,10.04
4,1_1,2017-01-04 07:54:31,1,8.8
4,11_1,2017-01-04 07:55:33,1,14.88
4,17_1,2017-01-04 07:56:15,1,5.5
4,9_1,2017-01-04 07:56:21,1,9.46
4,14_1,2017-01-04 07:56:29,1,10.0
4,9_1,2017-01-04 07:58:02,1,9.46
4,8_1,2017-01-04 07:58:13,1,21.26
4,12_1,2017-01-04 07:58:14,1,7.33
4,10_1,2017-01-04 07:58:20,1,10.04
4,10_1,2017-01-04 07:58:27,1,10.04
4,12_1,2017-01-04 07:58:33,1,7.33
4,12_1,2017-01-04 07:58:50,1,7.33
4,17_1,2017-01-04 07:58:58,1,5.5
4,17_1,2017-01-04 07:59:26,1,5.5
4,17_1,2017-01-04 07:59:59,1,5.5
4,11_1,2017-01-04 08:00:04,1,14.88
4,12_1,2017-01-04 08:00:14,1,7.33
4,12_1,2017-01-04 08:01:13,1,7.33
4,17_1,2017-01-04 08:01:13,1,5.5
4,10_1,2017-01-04 08:02:02,1,10.04
4,2_1,2017-01-04 08:02:19,1,11.04
4,12_1,2017-01-04 08:03:44,1,7.33
4,12_1,2017-01-04 08:03:57,1,7.33
4,13_1,2017-01-04 08:04:14,1,10.82
4,8_1,2017-01-04 08:04:14,1,21.26
4,1_1,2017-01-04 08:04:29,1,8.8
4,3_1,2017-01-04 08:04:55,1,9.78
4,10_1,2017-01-04 08:05:37,1,10.04
4,17_1,2017-01-04 08:05:50,1,5.5
4,17_1,2017-01-04 08:05:53,1,5.5
4,17_1,2017-01-04 08:06:21,1,5.5
4,13_1,2017-01-04 08:06:30,1,10.82
4,11_1,2017-01-04 08:06:31,1,14.88
4,8_1,2017-01-04 08:06:39,1,21.26
4,17_1,2017-01-04 08:08:06,1,5.5
4,8_1,2017-01-04 08:08:12,1,21.26
4,8_1,2017-01-04 08:08:21,1,21.26
4,2_1,2017-01-04 08:08:28,1,11.04
4,17_1,2017-01-04 08:08:29,1,5.5
4,14_1,2017-01-04 08:08:39,1,10.0
4,9_1,2017-01-04 08:09:12,1,9.46
4,12_1,2017-01-04 08:09:23,1,7.33
4,14_1,2017-01-04 08:09:38,1,10.0
4,17_1,2017-01-04 08:09:40,1,5.5
4,17_1,2017-01-04 08:09:49,1,5.5
4,19_1,2017-01-04 08:10:09,1,16.5
4,2_1,2017-01-04 08:10:19,1,11.04
4,9_1,2017-01-04 08:10:28,1,9.46
4,2_1,2017-01-04 08:10:36,1,11.04
4,10_1,2017-01-04 08:10:57,1,10.04
4,12_1,2017-01-04 08:11:01,1,7.33
4,2_1,2017-01-04 08:13:29,1,11.04
4,9_1,2017-01-04 08:13:52,1,9.46
4,17_1,2017-01-04 08:14:18,1,5.5
4,1_1,2017-01-04 08:14:28,1,8.8
4,17_1,2017-01-04 08:14:42,1,5.5
4,12_1,2017-01-04 08:14:50,1,7.33
4,3_1,2017-01-04 08:15:08,1,9.78
4,17_1,2017-01-04 08:15:32,1,5.5
4,2_1,2017-01-04 08:15:53,1,11.04
