StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
2,2_1,2017-01-14 00:00:00,70,2017-01-15 07:00:00
2,4_1,2017-01-14 00:00:00,44,2017-01-19 07:00:00
2,5_1,2017-01-14 00:00:00,36,2017-01-20 07:00:00
2,8_1,2017-01-14 00:00:00,2,2017-01-14 07:00:00
2,10_1,2017-01-14 00:00:00,114,2017-01-16 07:00:00
2,11_1,2017-01-14 00:00:00,9,2044-05-31 07:00:00
2,12_1,2017-01-14 00:00:00,47,2017-01-20 07:00:00
2,13_1,2017-01-14 00:00:00,122,2044-05-31 07:00:00
2,16_1,2017-01-14 00:00:00,623,2044-05-31 07:00:00
2,17_1,2017-01-14 00:00:00,9,2017-01-18 07:00:00
2,18_1,2017-01-14 00:00:00,1301,2044-05-31 07:00:00
2,19_1,2017-01-14 00:00:00,535,2044-05-31 07:00:00
2,20_1,2017-01-14 00:00:00,19,2044-05-31 07:00:00
