big_demand,prob_lead_demand
100,0.041265083230826616
101,0.0405966112093394
102,0.039538964702549362
103,0.0381259505559673
104,0.0364002154965327
105,0.034392426581931382
106,0.032170284006860526
107,0.029788218060207233
108,0.027300840780322
109,0.024761150845784594
110,0.022219026220552295
111,0.019720023376576756
112,0.017304470551239817
113,0.015006823545107661
114,0.012855247701085438
115,0.010871396740167218
116,0.009070372785029323
117,0.0074608655407197213
118,0.0060454763056582454
119,0.0048212308125385479
120,0.0037802737354394305
121,0.00291072002817587
122,0.0021976190006226396
123,0.0016239714457961124
124,0.0011717322687393214
125,0.00082273284336056363
126,0.00055946823390480181
127,0.00036571199381216874
128,0.0002269419293818362
129,0.00013058030924130841
130,6.6068536464198766E-05
131,2.4807482561376819E-05
