big_demand,prob_lead_demand
142,8.2750583260954852E-07
143,1.9692271046907589E-07
135,9.60123420412196E-05
134,0.00015019626459359184
133,0.00022811204748779545
132,0.00033743911452199045
131,0.00048741928582926591
130,0.00068890591668240508
129,0.00095433569605860469
128,0.0012976049929721407
127,0.0017338342615892904
126,0.0022790071479689765
125,0.0029494759606213629
124,0.0037613323319209981
123,0.0047296511735303495
122,0.0058676269713265512
121,0.0071856332108692364
120,0.0086901335672743066
119,0.010382920380362875
118,0.012260127962786256
117,0.0143113333085627
116,0.016519260276698162
115,0.018859365468111098
114,0.021299851322427444
113,0.023802021086164003
112,0.026320995472281089
111,0.028806693708113489
110,0.031205401631442111
109,0.033461420596763006
108,0.035519021681325737
107,0.037324553831603609
106,0.0388286062937006
105,0.039988114121496471
104,0.040768290479331941
136,5.933534750574508E-05
137,3.5246282916003363E-05
138,1.9959737969743297E-05
139,1.0642664391287492E-05
140,5.2366399700840645E-06
141,2.2930479325163612E-06
