s_Q,prob_lead_lifetime
489,2.8808592202024415E-17
490,5.9572953675582607E-17
491,1.1990110554104339E-16
492,2.3543274549765582E-16
493,4.5191923790611535E-16
494,8.4951198075363788E-16
495,1.5662505312303044E-15
496,2.8361167919994455E-15
497,5.0498530580088741E-15
498,8.8509205612660852E-15
499,1.5285076528512412E-14
500,2.6030865372998969E-14
501,4.3750938504014091E-14
502,7.2622007403187524E-14
503,1.191263705452154E-13
504,1.9322296613594529E-13
505,3.1006426333701114E-13
506,4.9249156712023654E-13
507,7.7463139592592152E-13
508,1.2070371362329445E-12
509,1.8639829690820296E-12
510,2.8537335425127608E-12
511,4.3328987372869189E-12
512,6.5263578280625256E-12
513,9.7547258812195052E-12
514,1.4471967638753948E-11
515,2.1316577587958657E-11
516,3.1180784722639365E-11
517,4.53035615212284E-11
518,6.5394884856018541E-11
519,9.380079065687403E-11
520,1.3372137755675787E-10
521,1.8949715738019232E-10
522,2.6698315070790558E-10
523,3.7403503298888673E-10
524,5.2113762254063331E-10
525,7.2221326260359883E-10
526,9.9565640800965247E-10
527,1.3656512333211835E-09
528,1.8638416125611447E-09
529,2.5314376891144365E-09
530,3.4218607951327761E-09
531,4.6040490575591447E-09
532,6.1665700327502387E-09
533,8.2227145552965113E-09
534,1.0916778097110127E-08
535,1.4431772747669128E-08
536,1.8998854883376742E-08
537,2.4908801120417917E-08
538,3.2525918643960064E-08
539,4.2304835839164922E-08
540,5.4810685618959886E-08
541,7.0743267171612319E-08
542,9.0965852154389E-08
543,1.1653938862242564E-07
544,1.4876295002748876E-07
545,1.8922137708002279E-07
546,2.398411665445092E-07
547,3.0295577227779443E-07
548,3.8138159887371434E-07
549,4.785060856682442E-07
550,5.9838939675076133E-07
551,7.4588134879263493E-07
552,9.2675532030349443E-07
553,1.1478609902831898E-06
554,1.4172978476319273E-06
555,1.7446114911404616E-06
556,2.1410147989911658E-06
557,2.6196360816197878E-06
558,3.1957963372859928E-06
559,3.887317700204845E-06
560,4.7148651007500159E-06
561,5.7023230400071212E-06
562,6.8772092106936388E-06
563,8.2711264670599274E-06
564,9.920254351902128E-06
565,1.1865881023635901E-05
566,1.4154975985387933E-05
567,1.6840803496840363E-05
568,1.9983575944592194E-05
569,2.3651145755675119E-05
570,2.7919733660505769E-05
571,3.2874690246458092E-05
572,3.8611286793655136E-05
573,4.5235530354752251E-05
574,5.2864996936829863E-05
575,6.1629675474794482E-05
576,7.167281406314567E-05
577,8.3151758650427626E-05
578,9.6238773114619262E-05
579,0.00011112182834722112
580,0.00012800534670057777
581,0.00014711088692117777
582,0.00016867775352774148
583,0.00019296351352528904
584,0.00022024440240518933
585,0.00025081560059782065
586,0.00028499136095105844
587,0.00032310496743671023
588,0.00036550850517016889
589,0.00041257242199676912
590,0.00046468486238058219
591,0.00052225075515401921
592,0.00058569063787254974
593,0.00065543920208678108
594,0.0007319435458077822
595,0.0008156611218087267
596,0.0009070573731781279
597,0.0010066030507113436
598,0.0011147712102842775
599,0.0012320338922746467
600,0.0013588584893519697
601,0.001495703813508829
602,0.001643015878005956
603,0.0018012234148967023
604,0.0019707331539189285
605,0.002151924893723445
606,0.0023451464015700994
607,0.0025507081826823376
608,0.0027688781653206693
609,0.0029998763522240081
610,0.0032438694932827245
611,0.0035009658380555932
612,0.0037712100299338814
613,0.004054578206301728
614,0.0043509733708608127
615,0.0046602211053041872
616,0.0049820656876728318
617,0.0053161666839546731
618,0.0056620960777459687
619,0.0060193360000615993
620,0.0063872771176396474
621,0.006765217733340244
622,0.0071523636465088414
623,0.0075478288144972157
624,0.00795063684896754
625,0.0083597233722172929
626,0.0087739392496471
627,0.0091920547047536563
628,0.00961276431278779
629,0.010034692858606307
630,0.010456402033410896
631,0.010876397934162174
632,0.011293139318642462
633,0.011705046558581988
634,0.012110511223125481
635,0.012507906215363901
636,0.012895596375847883
637,0.013271949459087563
638,0.013635347382167814
639,0.013984197638896287
640,0.014316944768465336
641,0.014632081764540407
642,0.014928161309060134
643,0.015203806714897444
644,0.015457722462913827
645,0.015688704221844325
646,0.015895648243857117
647,0.01607756003449351
648,0.016233562202942683
649,0.016362901407147055
650,0.016464954317956818
651,0.016539232537320557
652,0.016585386417164026
653,0.01660320773800357
654,0.016592631219288945
655,0.016553734846783581
656,0.016486739015778233
657,0.016392004502401289
658,0.016270029288541737
659,0.016121444278751076
660,0.01594700795975558
661,0.015747600064720143
662,0.01552421431500208
663,0.015277950321676415
664,0.015010004737480423
665,0.014721661756912098
666,0.014414283067943325
667,0.014089297363116059
668,0.013748189520642841
669,0.013392489567520727
670,0.013023761536601225
671,0.012643592328072016
672,0.012253580682954866
673,0.011855326372083069
674,0.011450419698684515
675,0.011040431406272639
676,0.010626903076159669
677,0.01021133809068964
678,0.0097951932293853673
679,0.0093798709557621554
680,0.0089667124427345139
681,0.0085569913744819991
682,0.0081519085524972279
683,0.0077525873234592412
684,0.0073600698366967183
685,0.0069753141294591342
686,0.0065991920291181569
687,0.0062324878528840942
688,0.0058758978777359
689,0.0055300305461077823
690,0.0051954073665140439
691,0.0048724644627755557
692,0.0045615547208686319
693,0.0042629504786681925
694,0.0039768467010048887
695,0.0037033645804892068
696,0.0034425555034509245
697,0.0031944053200634133
698,0.0029588388582232118
699,0.0027357246219801988
700,0.0025248796171996202
701,0.0023260742496147174
702,0.0021390372434239974
703,0.0019634605320232503
704,0.001799004076260917
705,0.0016453005696876854
706,0.0015019599945598557
707,0.0013685739967761578
708,0.001244720052407771
709,0.00112996540295429
710,0.0010238707408624659
711,0.00092599363112374859
712,0.00083589165887137625
713,0.00075312529678502429
714,0.00067726048974479165
715,0.00060787095752733741
716,0.0005445402193829487
717,0.00048686334705747204
718,0.0004344484552179047
719,0.00038691794030154742
720,0.00034390948053786437
721,0.00030507681129646565
722,0.00027009029100516052
723,0.00023863727367381057
724,0.000210422304570939
725,0.00018516715585142058
726,0.00016261071894779625
727,0.00014250877033888609
728,0.00012463362692232628
729,0.00010877370666768448
730,9.4733009539039672E-05
731,8.2330532874933489E-05
732,7.1399634523116408E-05
733,6.1787356070025539E-05
734,5.3353717501488462E-05
735,4.5970993601169395E-05
736,3.9522981354368569E-05
737,3.3904266592690942E-05
738,2.9019497103606882E-05
739,2.4782668449879478E-05
740,2.111642780715672E-05
741,1.7951400241779807E-05
742,1.5225541021330177E-05
743,1.2883516782244014E-05
744,1.0876117675042528E-05
745,9.1597019700363317E-06
746,7.6956740351855085E-06
747,6.4499960924564278E-06
748,5.3927337178878661E-06
749,4.497634671242669E-06
750,3.7417403205088371E-06
751,3.1050286610477854E-06
752,2.570087714911531E-06
753,2.1218179285496541E-06
754,1.747162062436161E-06
755,1.4348609796474278E-06
756,1.175233687727306E-06
757,9.5997996499886E-07
758,7.8200390470065153E-07
759,6.3525673402577706E-07
760,5.1459730665803309E-07
761,4.1566872334008276E-07
762,3.3478960227389491E-07
763,2.6885859694656358E-07
764,2.1527084080169897E-07
765,1.7184508384545463E-07
766,1.3676037388625295E-07
767,1.0850122303658871E-07
768,8.5810286994642524E-08
769,6.7647669357377774E-08
770,5.3156044903341491E-08
771,4.1630873732672534E-08
772,3.2495051854367869E-08
773,2.5277412916004631E-08
774,1.9594560065969808E-08
775,1.5135566327570727E-08
776,1.1649136351629212E-08
777,8.9328720838405389E-09
778,6.8243298848451989E-09
779,5.1935971746450256E-09
780,3.9371529763028892E-09
781,2.9728090706714262E-09
782,2.2355571245782214E-09
783,1.6741724080458135E-09
784,1.2484468616507463E-09
785,9.2694359861681951E-10
786,6.8518170450079459E-10
787,5.0417469495500081E-10
788,3.6925845889819428E-10
789,2.6915518389264585E-10
790,1.9522884850344597E-10
791,1.408955708082598E-10
792,1.0115860292953236E-10
793,7.22432207242239E-11
794,5.1311320832267839E-11
795,3.6239333255338259E-11
796,2.5446200485107615E-11
797,1.7760763881843182E-11
798,1.2320021625797744E-11
799,8.49145556065121E-12
800,5.8140315508320658E-12
801,3.9536151370522318E-12
802,2.6694585478311177E-12
803,1.78914646301398E-12
804,1.1899699157971829E-12
805,7.8515843491585562E-13
806,5.1376329587098309E-13
807,3.3326884198903203E-13
808,2.1423008312077951E-13
809,1.3640610920088608E-13
810,8.5990762405473846E-14
811,5.3642964691641052E-14
812,3.309589116626129E-14
813,2.0182231097063406E-14
814,1.2156380019375207E-14
815,7.226938493908017E-15
816,4.2370003711791293E-15
817,2.4474517325007384E-15
818,1.3914583842438321E-15
819,7.7771218284311552E-16
820,4.2676151372077466E-16
821,2.2956969398427893E-16
822,1.2085272716597695E-16
823,6.2136211629661967E-17
824,3.1129469291941646E-17
825,1.515494402173622E-17
826,7.1464471200977551E-18
827,3.2516044683481663E-18
828,1.4208048071988245E-18
829,5.9276387991569539E-19
830,2.3441124416041023E-19
831,8.7050512768831257E-20
832,2.99865248033445E-20
833,9.4229753262397059E-21
834,2.6378971570420992E-21
835,6.3478909559165974E-22
836,1.2383780164394342E-22
837,1.753094314220426E-23
838,1.3619263357413727E-24
475,6.6836203063180636E-25
476,9.0902334847526255E-24
477,6.7736357675132E-23
478,3.656775539973908E-22
479,1.5978762219503104E-21
480,5.9926827749201E-21
481,1.9991926258840307E-20
482,6.0751711651281694E-20
483,1.710031246917399E-19
484,4.5137962932923667E-19
485,1.1278255954785077E-18
486,2.6870866958148108E-18
487,6.1403912886272877E-18
488,1.3522085783048997E-17
