big_demand,prob_demand
206,0.0066303196381817019
188,0.028735080966927496
187,0.029488945725995478
186,0.03009029794145571
185,0.030528870534789074
184,0.030796859141254688
238,5.7821245073092419E-08
237,2.252777801153272E-07
236,5.8141595023314783E-07
235,1.2424786572137771E-06
234,2.3743122001779744E-06
233,4.2074766481081076E-06
232,7.0552528080084559E-06
231,1.1334640062792403E-05
230,1.7590308905038822E-05
229,2.6521311204443467E-05
228,3.9010163596583032E-05
227,5.6153710378011714E-05
226,7.92949491542141E-05
225,0.00011005477368749757
224,0.00015036236319552533
223,0.0002024827354341571
222,0.00026903979215699061
221,0.00035303303012594232
220,0.00045784597936713157
219,0.00058724437418932536
218,0.000745362073892766
217,0.0009366728421514015
216,0.0011659462799501164
215,0.0014381864988471137
214,0.0017585525285976026
213,0.0021322599804155188
212,0.0025644641321197316
211,0.0030601253533088994
210,0.0036238586271476842
209,0.0042597698202567194
208,0.0049712822647728265
207,0.0057609581012690618
205,0.0075796343503780157
204,0.0086078283469985337
203,0.00971230881169503
202,0.010888847956768947
201,0.01213149935305283
200,0.013432458698139712
199,0.014782219869404702
198,0.016169544812816475
197,0.017581557765743504
196,0.019003891129631273
195,0.02042088260181233
194,0.021815821382369271
193,0.023171239428996702
192,0.024469241907890463
191,0.025691869254166177
190,0.026821481686126265
189,0.027841155688921905
