big_demand,prob_lead_demand
395,0.020988613257566464
396,0.020900374171045028
397,0.020757284809779061
398,0.020560510486278587
399,0.020311608854829126
400,0.02001250997352591
401,0.019665492206514739
402,0.019273154387571056
403,0.01883838471641526
404,0.018364326898499733
405,0.017854344067178344
406,0.017311981044286943
407,0.016740925501618913
408,0.016144968582196093
409,0.015527965527407558
410,0.014893796834919999
411,0.014246330443723238
412,0.013589385407752206
413,0.012926711352807423
414,0.012261925805986937
415,0.011598502185944897
416,0.010939743017921248
417,0.010288756282260095
418,0.0096484350670389112
419,0.00902145370799291
420,0.0084102261717342
421,0.00781691190837891
422,0.007243409226533987
423,0.00669135204232221
424,0.0061621098708453262
425,0.0056567908876795966
426,0.0051762478517114229
427,0.0047210866492262
428,0.0042916771929580938
429,0.0038881663890090183
430,0.0035104928692848009
431,0.0031584031774220468
432,0.0028314690920468095
433,0.0025291057724809271
434,0.0022505904184666327
435,0.0019950946915132137
436,0.0017616766843294772
437,0.0015493133168022531
438,0.0013569181841963768
439,0.0011833586006313461
440,0.0010274716504195367
441,0.00088807909215844337
442,0.00076400099439768456
443,0.00065406801629061572
444,0.00055713228082796711
445,0.00047207682093073879
446,0.00039782360878007632
447,0.00033334020533495304
448,0.00027764508929717819
449,0.00022981174237301328
450,0.00018897158042311909
451,0.00015431582819215678
452,0.00012509643927033102
453,0.00010062616349621934
454,8.0277862032779635E-05
455,6.3483166732369449E-05
456,4.9730575969763894E-05
457,3.8563074518351623E-05
458,2.957536070799386E-05
459,2.241076022824187E-05
460,1.675790249986414E-05
461,1.234723232743353E-05
462,8.9474262542642063E-06
463,6.3617793235414356E-06
464,4.4246234995884039E-06
465,2.9978336094532416E-06
466,1.9674702466821424E-06
467,1.2406016981814997E-06
468,7.4233880540337818E-07
469,4.1310805014897721E-07
470,2.0617942398010996E-07
471,8.5457178609357546E-08
472,2.3533719889756797E-08
