InventoryPolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q,6,19_1,5,68,2017-01-15T00:00:00.0000000,2017-01-18T00:00:00.0000000,1,False
s_Q,6,12_1,3,115,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q,6,17_1,5,66,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q,6,20_1,5,57,2017-01-12T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q,6,11_1,3,199,2017-01-09T00:00:00.0000000,2017-01-12T00:00:00.0000000,0,True
s_Q,6,14_1,4,311,2017-01-05T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q,6,15_1,4,38,2017-01-05T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q,6,16_1,4,35,2017-01-05T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q,6,12_1,3,108,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q,6,17_1,5,36,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q,6,20_1,5,37,2017-01-04T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q,6,12_1,3,131,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,1,True
s_Q,6,13_1,4,311,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,0,True
s_Q,6,14_1,4,732,2017-01-02T00:00:00.0000000,2017-01-04T00:00:00.0000000,1,True
s_Q,6,15_1,4,117,2017-01-02T00:00:00.0000000,2017-01-04T00:00:00.0000000,0,True
s_Q,6,16_1,4,75,2017-01-02T00:00:00.0000000,2017-01-04T00:00:00.0000000,0,True
s_Q,6,17_1,5,80,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q,6,18_1,5,3573,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q,6,19_1,5,135,2017-01-02T00:00:00.0000000,2017-01-05T00:00:00.0000000,1,True
s_Q,6,20_1,5,75,2017-01-02T00:00:00.0000000,2017-01-03T00:00:00.0000000,0,True
s_Q,6,12_1,3,131,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,1,True
s_Q,6,13_1,4,74,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q,6,17_1,5,79,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q,6,18_1,5,1506,2017-01-06T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q,6,20_1,5,75,2017-01-06T00:00:00.0000000,2017-01-07T00:00:00.0000000,0,True
s_Q,6,19_1,5,56,2017-01-07T00:00:00.0000000,2017-01-10T00:00:00.0000000,1,True
s_Q,6,12_1,3,84,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,1,True
s_Q,6,14_1,4,732,2017-01-08T00:00:00.0000000,2017-01-10T00:00:00.0000000,1,True
s_Q,6,15_1,4,117,2017-01-08T00:00:00.0000000,2017-01-10T00:00:00.0000000,0,True
s_Q,6,16_1,4,62,2017-01-08T00:00:00.0000000,2017-01-10T00:00:00.0000000,0,True
s_Q,6,17_1,5,31,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q,6,20_1,5,69,2017-01-08T00:00:00.0000000,2017-01-09T00:00:00.0000000,0,True
s_Q,6,12_1,3,116,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,1,True
s_Q,6,13_1,4,302,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q,6,17_1,5,80,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,0,True
s_Q,6,18_1,5,3473,2017-01-10T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q,6,20_1,5,47,2017-01-10T00:00:00.0000000,2017-01-11T00:00:00.0000000,0,True
s_Q,6,14_1,4,336,2017-01-11T00:00:00.0000000,2017-01-13T00:00:00.0000000,1,True
s_Q,6,15_1,4,48,2017-01-11T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q,6,16_1,4,27,2017-01-11T00:00:00.0000000,2017-01-13T00:00:00.0000000,0,True
s_Q,6,19_1,5,92,2017-01-11T00:00:00.0000000,2017-01-14T00:00:00.0000000,1,True
s_Q,6,11_1,3,58,2017-01-13T00:00:00.0000000,2017-01-16T00:00:00.0000000,0,False
s_Q,6,12_1,3,132,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,1,False
s_Q,6,13_1,4,168,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,0,False
s_Q,6,14_1,4,726,2017-01-14T00:00:00.0000000,2017-01-16T00:00:00.0000000,1,False
s_Q,6,15_1,4,119,2017-01-14T00:00:00.0000000,2017-01-16T00:00:00.0000000,0,False
s_Q,6,16_1,4,66,2017-01-14T00:00:00.0000000,2017-01-16T00:00:00.0000000,0,False
s_Q,6,17_1,5,50,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,0,False
s_Q,6,18_1,5,891,2017-01-14T00:00:00.0000000,2017-01-17T00:00:00.0000000,1,False
s_Q,6,20_1,5,75,2017-01-14T00:00:00.0000000,2017-01-15T00:00:00.0000000,0,False
