PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q,1,13_1,4,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q,1,18_1,5,0,2017-01-06 00:00:00,2017-01-07 00:00:00,1,False
s_Q,1,20_1,5,187,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q,1,17_1,5,209,2017-01-10 00:00:00,2017-01-13 00:00:00,1,False
s_Q,1,13_1,4,109,2017-01-10 00:00:00,2017-01-13 00:00:00,0,False
s_Q,1,14_1,4,0,2017-01-06 00:00:00,2017-01-09 00:00:00,0,False
s_Q,1,19_1,5,0,2017-01-02 00:00:00,2017-01-05 00:00:00,1,False
s_Q,1,20_1,5,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
s_Q,1,15_1,4,0,2017-01-08 00:00:00,2017-01-09 00:00:00,1,False
s_Q,1,11_1,3,0,2017-01-04 00:00:00,2017-01-05 00:00:00,1,False
s_Q,1,14_1,4,85,2017-01-14 00:00:00,2017-01-17 00:00:00,0,False
s_Q,1,12_1,3,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q,1,11_1,3,0,2017-01-12 00:00:00,2017-01-13 00:00:00,1,False
s_Q,1,19_1,5,0,2017-01-06 00:00:00,2017-01-09 00:00:00,1,False
s_Q,1,18_1,5,0,2017-01-10 00:00:00,2017-01-11 00:00:00,1,False
s_Q,1,14_1,4,0,2017-01-02 00:00:00,2017-01-05 00:00:00,0,False
s_Q,1,15_1,4,0,2017-01-04 00:00:00,2017-01-05 00:00:00,1,False
s_Q,1,17_1,5,0,2017-01-06 00:00:00,2017-01-09 00:00:00,1,False
s_Q,1,11_1,3,0,2017-01-08 00:00:00,2017-01-09 00:00:00,1,False
s_Q,1,12_1,3,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q,1,18_1,5,0,2017-01-02 00:00:00,2017-01-03 00:00:00,1,False
s_Q,1,16_1,4,0,2017-01-08 00:00:00,2017-01-10 00:00:00,0,False
s_Q,1,11_1,3,0,2017-01-10 00:00:00,2017-01-11 00:00:00,1,False
s_Q,1,16_1,4,0,2017-01-02 00:00:00,2017-01-04 00:00:00,0,False
s_Q,1,12_1,3,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q,1,11_1,3,0,2017-01-06 00:00:00,2017-01-07 00:00:00,1,False
s_Q,1,11_1,3,0,2017-01-02 00:00:00,2017-01-03 00:00:00,1,False
s_Q,1,20_1,5,0,2017-01-12 00:00:00,2017-01-13 00:00:00,0,False
s_Q,1,15_1,4,45,2017-01-14 00:00:00,2017-01-15 00:00:00,1,False
s_Q,1,12_1,3,0,2017-01-04 00:00:00,2017-01-05 00:00:00,0,False
s_Q,1,12_1,3,114,2017-01-14 00:00:00,2017-01-15 00:00:00,0,False
s_Q,1,14_1,4,154,2017-01-10 00:00:00,2017-01-13 00:00:00,0,False
s_Q,1,20_1,5,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
s_Q,1,16_1,4,0,2017-01-05 00:00:00,2017-01-07 00:00:00,0,False
s_Q,1,16_1,4,124,2017-01-14 00:00:00,2017-01-16 00:00:00,0,False
s_Q,1,12_1,3,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q,1,11_1,3,67,2017-01-14 00:00:00,2017-01-15 00:00:00,1,False
s_Q,1,16_1,4,0,2017-01-11 00:00:00,2017-01-13 00:00:00,0,False
s_Q,1,18_1,5,0,2017-01-08 00:00:00,2017-01-09 00:00:00,1,False
s_Q,1,18_1,5,0,2017-01-04 00:00:00,2017-01-05 00:00:00,1,False
s_Q,1,17_1,5,133,2017-01-14 00:00:00,2017-01-17 00:00:00,1,False
s_Q,1,17_1,5,0,2017-01-02 00:00:00,2017-01-05 00:00:00,1,False
s_Q,1,15_1,4,0,2017-01-06 00:00:00,2017-01-07 00:00:00,1,False
s_Q,1,19_1,5,867,2017-01-10 00:00:00,2017-01-13 00:00:00,1,False
s_Q,1,15_1,4,36,2017-01-12 00:00:00,2017-01-13 00:00:00,1,False
s_Q,1,20_1,5,0,2017-01-02 00:00:00,2017-01-03 00:00:00,0,False
s_Q,1,18_1,5,67,2017-01-14 00:00:00,2017-01-15 00:00:00,1,False
s_Q,1,18_1,5,0,2017-01-12 00:00:00,2017-01-13 00:00:00,1,False
s_Q,1,13_1,4,92,2017-01-14 00:00:00,2017-01-17 00:00:00,0,False
s_Q,1,13_1,4,0,2017-01-06 00:00:00,2017-01-09 00:00:00,0,False
s_Q,1,20_1,5,0,2017-01-08 00:00:00,2017-01-09 00:00:00,0,False
s_Q,1,15_1,4,0,2017-01-10 00:00:00,2017-01-11 00:00:00,1,False
s_Q,1,19_1,5,1123,2017-01-14 00:00:00,2017-01-17 00:00:00,1,False
s_Q,1,20_1,5,0,2017-01-06 00:00:00,2017-01-07 00:00:00,0,False
s_Q,1,15_1,4,0,2017-01-02 00:00:00,2017-01-03 00:00:00,1,False
s_Q,1,12_1,3,0,2017-01-10 00:00:00,2017-01-11 00:00:00,0,False
