big_demand,prob_lead_demand
195,0.00012530089758131831
194,0.00017530517163740245
193,0.00024116021803213065
192,0.00032662754483145915
191,0.00043602592679866417
190,0.00057423609055549647
189,0.00074668603175363465
188,0.00095931354228622108
187,0.001218502824956327
186,0.0015309925764716704
185,0.001903753655444174
184,0.0023438354386472408
183,0.0028581812068814078
182,0.0034534143680181508
181,0.0041355989681445713
180,0.0049099796845074248
179,0.0057807082370436181
178,0.0067505647870438855
177,0.0078206842984070331
176,0.0089902006829539229
175,0.01025618632286744
174,0.011613376891035409
173,0.013054030353786553
172,0.014567847893551743
171,0.016141966082137148
170,0.017761027745793051
169,0.019407336580479564
168,0.021061035893740206
167,0.022700531827190056
166,0.024302852792942909
165,0.025844126058698146
164,0.027300115483883274
163,0.028646805715834743
162,0.029861015234101219
161,0.03092101827069434
160,0.0318071540033092
159,0.03250240066068915
158,0.032992892399664388
207,7.55418025339687E-08
206,3.009633475386348E-07
205,7.93423074869068E-07
204,1.729970391536945E-06
203,3.3690946188119292E-06
202,6.0772070391266355E-06
201,1.0360331562738845E-05
200,1.6901026735993732E-05
199,2.6600238330050827E-05
198,4.0623397417678614E-05
197,6.0449649791414337E-05
196,8.79226496945338E-05
