big_demand,prob_lead_demand
416,5.27844470987138E-06
415,1.2404757665433929E-05
414,2.179271672863297E-05
413,3.3919831637479522E-05
356,0.021883664608339837
357,0.021744753903675165
358,0.021545207581988361
359,0.021286815374017453
360,0.020971829917774031
361,0.020602934905735164
362,0.020179282552062496
363,0.019707926554205984
364,0.019192514288101752
365,0.018636951828899788
366,0.018045355647757149
367,0.017422003407568151
368,0.016771284671352603
369,0.016097652289542273
370,0.015405575168940642
371,0.014699493049840506
372,0.0139837738322276
373,0.013262673900927417
374,0.012540301806737025
375,0.011820585569589124
376,0.011107243783800357
377,0.010403760627077386
378,0.0097133648061183651
379,0.0090390124135043513
380,0.0083833736234749361
381,0.00774882311770571
382,0.0071374341052523457
383,0.0065509757817643526
384,0.0059909140598994005
385,0.0054584153934354894
386,0.0049543535097743936
387,0.0044793188574911462
388,0.0040336305658557519
389,0.0036173507009063942
390,0.0032303005873589486
391,0.002872078947675309
392,0.0025420815898241382
393,0.0022395223549601063
394,0.0019634550170579664
395,0.0017127958102666953
396,0.0014863462481878346
397,0.0012828158940466263
398,0.0011008447430996288
399,0.00093902488945479064
400,0.00079592116909476651
401,0.00067009049907119965
402,0.00056009966882362506
403,0.00046454138214363651
404,0.0003820483958419487
405,0.00031130565180502353
406,0.00025106035083360294
407,0.00020012996741705243
408,0.00015740825251363402
409,0.00012186931480271499
410,9.2569908384629209E-05
411,6.8650085530087029E-05
412,4.9332396217889229E-05
