big_demand,prob_lead_demand
205,0.028041681480927456
206,0.027334035094932131
207,0.026505413274983979
208,0.025567764081636343
209,0.02453422996082158
210,0.023418857870415595
211,0.022236299889302105
212,0.021001512621167357
213,0.0197294633530525
214,0.018434850339483919
215,0.017131843792349614
216,0.015833853203897439
217,0.01455332555655737
218,0.013301610049666433
219,0.012088756243007698
220,0.010923462059563516
221,0.0098130169650748
222,0.0087633174313843879
223,0.0077788043042146581
224,0.0068625502834034607
225,0.0060163311649843575
226,0.0052407534577171878
227,0.0045352993595796027
228,0.0038984902609366218
229,0.0033280216806188482
230,0.0028209025051517053
231,0.0023735942714838971
232,0.0019821466868078967
233,0.0016423261258535942
234,0.0013497344528929766
235,0.0010999161486574364
236,0.00088845234947242547
237,0.00071104099943648824
238,0.00056356285465584152
239,0.00044213354653570774
240,0.0003431423010295767
241,0.00026327822085880985
242,0.00019954527115946018
243,0.00014926727205166155
244,0.00011008430200869732
245,7.9941961535309652E-05
246,5.7074944783917214E-05
247,3.9986323623082854E-05
248,2.742386982383269E-05
249,1.83546316225996E-05
250,1.1938846336473563E-05
251,7.5041169395942339E-06
252,4.5206143147758352E-06
253,2.5778956464504966E-06
254,1.3637607089214244E-06
255,6.4540886576899429E-07
256,2.5301671858418531E-07
257,6.5734347987078886E-08
202,0.0293427238694437
203,0.029053833274937303
204,0.028617870716015362
