PolicyID,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,6,14_1,4.0,0,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,6,11_1,3.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,6,19_1,5.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,6,13_1,4.0,0,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,6,1_1,1.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,6,20_1,5.0,0,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,6,20_1,5,0,2017-01-02 07:00:00,2017-01-03 07:00:00,0,False
Sim,6,19_1,5,0,2017-01-02 07:00:00,2017-01-05 07:00:00,1,False
Sim,6,14_1,4,0,2017-01-02 07:00:00,2017-01-04 07:00:00,1,False
Sim,6,14_1,4,0,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,6,2_1,1,0,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,6,4_1,1,0,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,6,5_1,2,0,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,6,16_1,4,0,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,6,12_1,3,0,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,6,8_1,2,0,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,6,20_1,5,0,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,6,19_1,5,0,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,6,11_1,3,0,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,6,17_1,5,0,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,6,18_1,5,0,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,6,19_1,5,0,2017-01-04 07:00:00,2017-01-07 07:00:00,1,False
Sim,6,14_1,4,0,2017-01-04 07:00:00,2017-01-06 07:00:00,1,False
Sim,6,20_1,5,0,2017-01-04 07:00:00,2017-01-05 07:00:00,0,False
Sim,6,20_1,5,0,2017-01-05 07:00:00,2017-01-06 07:00:00,0,False
Sim,6,14_1,4,0,2017-01-05 07:00:00,2017-01-07 07:00:00,1,False
Sim,6,19_1,5,0,2017-01-05 07:00:00,2017-01-08 07:00:00,1,False
Sim,6,11_1,3,0,2017-01-05 07:00:00,2017-01-08 07:00:00,0,False
Sim,6,2_1,1,0,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,6,20_1,5,0,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,6,13_1,4,0,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,6,8_1,2,1174,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,6,18_1,5,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,6,14_1,4,0,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,6,15_1,4,0,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,6,19_1,5,0,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,6,3_1,1,0,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,6,7_1,2,0,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,6,5_1,2,0,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
Sim,6,19_1,5,0,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,6,11_1,3,37,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
Sim,6,6_1,2,0,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
