PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,4,13_1,4.0,140,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,4,16_1,4.0,14,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,4,4_1,1.0,574,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,4,8_1,2.0,54,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,4,10_1,3.0,306,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,4,8_1,2,90,2017-01-02 07:00:00,2017-01-04 07:00:00,1,False
Sim,4,14_1,4,160,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,4,7_1,2,1001,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,4,5_1,2,342,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,4,15_1,4,180,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,4,12_1,3,406,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,4,8_1,2,72,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,4,20_1,5,999,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,4,19_1,5,49,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,4,3_1,1,144,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,4,11_1,3,100,2017-01-03 07:00:00,2017-01-05 07:00:00,1,False
Sim,4,18_1,5,182,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,4,6_1,2,285,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,4,8_1,2,72,2017-01-04 07:00:00,2017-01-06 07:00:00,1,False
Sim,4,8_1,2,18,2017-01-05 07:00:00,2017-01-07 07:00:00,1,False
Sim,4,2_1,1,147,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,4,8_1,2,72,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,4,5_1,2,247,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,4,17_1,5,608,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,4,10_1,3,204,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,4,8_1,2,36,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,4,6_1,2,285,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,4,1_1,1,168,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,4,9_1,3,187,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,4,4_1,1,595,2017-01-08 07:00:00,2017-01-11 07:00:00,1,False
Sim,4,8_1,2,72,2017-01-08 07:00:00,2017-01-10 07:00:00,1,False
Sim,4,13_1,4,220,2017-01-08 07:00:00,2017-01-09 07:00:00,1,False
Sim,4,8_1,2,54,2017-01-09 07:00:00,2017-01-11 07:00:00,1,False
Sim,4,18_1,5,303,2017-01-09 07:00:00,2017-01-12 07:00:00,1,False
Sim,4,5_1,2,285,2017-01-09 07:00:00,2017-01-10 07:00:00,1,False
Sim,4,19_1,5,63,2017-01-09 07:00:00,2017-01-10 07:00:00,0,False
Sim,4,12_1,3,392,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,4,15_1,4,162,2017-01-09 07:00:00,2017-01-12 07:00:00,1,False
Sim,4,11_1,3,90,2017-01-09 07:00:00,2017-01-11 07:00:00,1,False
Sim,4,7_1,2,561,2017-01-09 07:00:00,2017-01-10 07:00:00,1,False
Sim,4,20_1,5,594,2017-01-09 07:00:00,2017-01-12 07:00:00,1,False
Sim,4,14_1,4,160,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,4,3_1,1,112,2017-01-09 07:00:00,2017-01-11 07:00:00,1,False
Sim,4,8_1,2,36,2017-01-10 07:00:00,2017-01-12 07:00:00,1,False
Sim,4,8_1,2,54,2017-01-11 07:00:00,2017-01-13 07:00:00,1,False
Sim,4,6_1,2,300,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,4,10_1,3,170,2017-01-11 07:00:00,2017-01-13 07:00:00,1,False
Sim,4,5_1,2,228,2017-01-12 07:00:00,2017-01-13 07:00:00,1,False
Sim,4,8_1,2,54,2017-01-12 07:00:00,2017-01-14 07:00:00,1,False
Sim,4,8_1,2,72,2017-01-13 07:00:00,2017-01-15 07:00:00,1,False
Sim,4,8_1,2,90,2017-01-14 07:00:00,2017-01-16 07:00:00,1,False
