PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,3,14_1,4.0,210,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,3,2_1,1.0,91,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,19_1,5.0,18,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,16_1,4.0,779,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,10_1,3.0,78,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,3,17_1,5.0,54,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,13_1,4.0,160,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,15_1,4.0,420,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,8_1,2.0,28,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,3,3_1,1.0,616,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,18_1,5.0,17,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,3,9_1,3.0,23,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,8_1,2,42,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,17_1,5,84,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,13_1,4,220,2017-01-02 07:00:00,2017-01-05 07:00:00,1,False
Sim,3,15_1,4,728,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,6_1,2,2100,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,3,7_1,2,32,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,5_1,2,77,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,3,12_1,3,57,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,3,8_1,2,56,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,13_1,4,140,2017-01-03 07:00:00,2017-01-06 07:00:00,1,False
Sim,3,15_1,4,308,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,17_1,5,54,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,3,8_1,2,42,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,17_1,5,72,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,13_1,4,140,2017-01-04 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,15_1,4,322,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,3,15_1,4,574,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,8_1,2,42,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,13_1,4,220,2017-01-05 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,17_1,5,54,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,2_1,1,130,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,20_1,5,300,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,13_1,4,180,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,8_1,2,42,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,1_1,1,39,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,9_1,3,29,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,6_1,2,1660,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,3,18_1,5,34,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,17_1,5,84,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,15_1,4,448,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,7_1,2,24,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,3_1,1,594,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,3,10_1,3,104,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,3,4_1,1,115,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,5_1,2,21,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,3,8_1,2,42,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,11_1,3,162,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,3,12_1,3,76,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,3,15_1,4,504,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,17_1,5,60,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,3,13_1,4,140,2017-01-07 07:00:00,2017-01-10 07:00:00,1,False
Sim,3,13_1,4,180,2017-01-08 07:00:00,2017-01-11 07:00:00,1,False
Sim,3,15_1,4,448,2017-01-08 07:00:00,2017-01-10 07:00:00,0,False
Sim,3,17_1,5,96,2017-01-08 07:00:00,2017-01-10 07:00:00,0,False
Sim,3,19_1,5,36,2017-01-08 07:00:00,2017-01-10 07:00:00,0,False
Sim,3,8_1,2,42,2017-01-08 07:00:00,2017-01-10 07:00:00,0,False
Sim,3,17_1,5,66,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,3,8_1,2,42,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,3,15_1,4,322,2017-01-09 07:00:00,2017-01-11 07:00:00,0,False
Sim,3,7_1,2,68,2017-01-09 07:00:00,2017-01-10 07:00:00,1,False
Sim,3,6_1,2,1220,2017-01-09 07:00:00,2017-01-10 07:00:00,0,False
Sim,3,13_1,4,160,2017-01-09 07:00:00,2017-01-12 07:00:00,1,False
Sim,3,8_1,2,42,2017-01-10 07:00:00,2017-01-12 07:00:00,0,False
Sim,3,15_1,4,560,2017-01-10 07:00:00,2017-01-12 07:00:00,0,False
Sim,3,13_1,4,120,2017-01-10 07:00:00,2017-01-13 07:00:00,1,False
Sim,3,17_1,5,72,2017-01-10 07:00:00,2017-01-12 07:00:00,0,False
Sim,3,12_1,3,57,2017-01-11 07:00:00,2017-01-12 07:00:00,1,False
Sim,3,2_1,1,91,2017-01-11 07:00:00,2017-01-14 07:00:00,0,False
Sim,3,3_1,1,605,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,3,5_1,2,42,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,3,18_1,5,34,2017-01-11 07:00:00,2017-01-13 07:00:00,1,False
Sim,3,8_1,2,28,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,3,16_1,4,1311,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,3,9_1,3,26,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,3,14_1,4,196,2017-01-11 07:00:00,2017-01-12 07:00:00,0,False
Sim,3,15_1,4,644,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,3,13_1,4,120,2017-01-11 07:00:00,2017-01-14 07:00:00,1,False
Sim,3,17_1,5,72,2017-01-11 07:00:00,2017-01-13 07:00:00,0,False
Sim,3,10_1,3,104,2017-01-11 07:00:00,2017-01-12 07:00:00,1,False
Sim,3,17_1,5,132,2017-01-12 07:00:00,2017-01-14 07:00:00,0,False
Sim,3,7_1,2,52,2017-01-12 07:00:00,2017-01-13 07:00:00,1,False
Sim,3,8_1,2,28,2017-01-12 07:00:00,2017-01-14 07:00:00,0,False
Sim,3,13_1,4,160,2017-01-12 07:00:00,2017-01-15 07:00:00,1,False
Sim,3,15_1,4,448,2017-01-12 07:00:00,2017-01-14 07:00:00,0,False
Sim,3,6_1,2,1120,2017-01-12 07:00:00,2017-01-13 07:00:00,0,False
Sim,3,13_1,4,160,2017-01-13 07:00:00,2017-01-16 07:00:00,1,False
Sim,3,15_1,4,588,2017-01-13 07:00:00,2017-01-15 07:00:00,0,False
Sim,3,17_1,5,72,2017-01-13 07:00:00,2017-01-15 07:00:00,0,False
Sim,3,8_1,2,42,2017-01-13 07:00:00,2017-01-15 07:00:00,0,False
Sim,3,15_1,4,756,2017-01-14 07:00:00,2017-01-16 07:00:00,0,False
Sim,3,13_1,4,160,2017-01-14 07:00:00,2017-01-17 07:00:00,1,False
Sim,3,17_1,5,108,2017-01-14 07:00:00,2017-01-16 07:00:00,0,False
Sim,3,8_1,2,28,2017-01-14 07:00:00,2017-01-16 07:00:00,0,False
