big_demand,prob_demand
285,0.024720484399957745
286,0.024627456403923727
287,0.024444761686110674
288,0.024174515556676844
289,0.023819717643296538
290,0.023384197913006909
291,0.022872550021128018
292,0.022290053640926139
293,0.021642587610568191
294,0.020936535855112296
295,0.0201786881044103
296,0.019376137438455756
297,0.018536176656386981
298,0.017666195390575814
299,0.016773579779014076
300,0.015865616372804221
301,0.014949401795484601
302,0.014031759491116775
303,0.013119183866914368
304,0.012217754467777456
305,0.011333055519402927
306,0.010470158440941565
307,0.0096335862023863555
308,0.00882728845971127
309,0.00805462730033971
310,0.0073183732286890906
311,0.0066207108369071947
312,0.0059632534425732922
313,0.0053470658356672409
314,0.0047726941635619158
315,0.0042402018966315727
316,0.0037492107591285137
317,0.0032989454804360466
318,0.0028882812201444156
319,0.0025157925454153737
320,0.0021798028889269249
321,0.0018784577582981585
322,0.001609724894242209
323,0.0013714640698453085
324,0.0011614691827981276
325,0.00097750676204580531
326,0.00081735046291720825
327,0.00067881127489976146
328,0.00055976331463526219
329,0.00045816521628582195
330,0.00037207725508588846
331,0.00029967444160057446
332,0.00023925589984272389
333,0.00018925089048341372
334,0.00014822186233503896
335,0.00011486491513587747
336,8.8008040353965424E-05
337,6.6607481012197854E-05
338,4.9742522828007314E-05
339,3.6609002313642755E-05
340,2.651179593134874E-05
341,1.8856538757664783E-05
342,1.3140810239680632E-05
343,8.94501603364958E-06
344,5.9231855604973579E-06
345,3.7938919861079897E-06
346,2.33148288522701E-06
347,1.357785133996874E-06
348,7.3441712264850237E-07
349,3.5580678069366892E-07
350,1.4297745288439308E-07
351,3.8127899636868615E-08
