StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
3,6_1,2017-01-09,1219.2015192564866,,-1,1
3,6_1,2017-01-10,1073.431875669313,,-1,1
3,6_1,2017-01-11,1475.9941815246584,,-1,1
3,6_1,2017-01-12,1094.829490066032,,-1,1
3,6_1,2017-01-13,1433.6292591822346,,-1,1
3,6_1,2017-01-14,1279.6087067905808,,-1,1
3,6_1,2017-01-15,1728.4179491942623,,-1,1
3,6_1,2017-01-16,1270.7363014097455,,-1,1
3,6_1,2017-01-17,1402.9220778627923,,-1,1
3,6_1,2017-01-18,1178.3808848138633,,-1,1
3,6_1,2017-01-19,1178.3808848138633,,-1,1
3,6_1,2017-01-20,1219.2015192564866,,-1,1
3,6_1,2017-01-21,1315.94318901246,,-1,1
3,6_1,2017-01-22,1162.5670902927538,,-1,1
3,6_1,2017-01-23,1227.5929838475986,,-1,1
3,6_1,2017-01-24,1210.8870002311721,,-1,1
3,6_1,2017-01-25,1139.3769775132594,,-1,1
3,6_1,2017-01-26,1102.0894078048048,,-1,1
3,6_1,2017-01-27,1701.9862389036969,,-1,1
3,6_1,2017-01-28,986.9352047271813,,-1,1
3,6_1,2017-01-29,1402.9220778627923,,-1,1
3,6_1,2017-01-30,1423.2940202231619,,-1,1
3,6_1,2017-01-31,1373.0926252247928,,-1,1
3,6_1,2017-02-01,1102.0894078048048,,-1,1
3,6_1,2017-02-02,1413.0586962141892,,-1,1
3,6_1,2017-02-03,1087.6337343040582,,-1,1
3,6_1,2017-02-04,1531.3511998751599,,-1,1
3,6_1,2017-02-05,1032.2941908256005,,-1,1
3,6_1,2017-02-06,1663.3475443642142,,-1,1
3,6_1,2017-02-07,1219.2015192564866,,-1,1
3,6_1,2017-02-08,1663.3475443642142,,-1,1
3,6_1,2017-02-09,1325.243074987918,,-1,1
3,6_1,2017-02-10,1087.6337343040582,,-1,1
3,6_1,2017-02-11,1019.053307822836,,-1,1
3,6_1,2017-02-12,1124.2613838019113,,-1,1
3,6_1,2017-02-13,1364.6917919642908,,-1,1
3,6_1,2017-02-14,995.4796761256456,,-1,1
3,6_1,2017-02-15,1347.080947115697,,-1,1
3,6_1,2017-02-16,1036.3670803587427,,-1,1
3,6_1,2017-02-17,1263.4415601193093,,-1,1
3,6_1,2017-02-18,1417.4368993485791,,-1,1
3,6_1,2017-02-19,1126.4467754184525,,-1,1
