StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
5,20_1,2017-01-07,48.036554535429936,,-1,1
5,20_1,2017-01-08,60.31001945668191,,-1,1
5,20_1,2017-01-09,39.59002999720902,,-1,1
5,20_1,2017-01-10,42.85620218685514,,-1,1
5,20_1,2017-01-11,53.11615026702837,,-1,1
5,20_1,2017-01-12,51.89949201674016,,-1,1
5,20_1,2017-01-13,87.82367273560966,,-1,1
5,20_1,2017-01-14,74.21026521743167,,-1,1
5,20_1,2017-01-15,48.273373636788655,,-1,1
5,20_1,2017-01-16,33.38639696916852,,-1,1
5,20_1,2017-01-17,43.486885320072886,,-1,1
5,20_1,2017-01-18,45.36592902434493,,-1,1
5,20_1,2017-01-19,39.08239315066175,,-1,1
5,20_1,2017-01-20,29.413647170658173,,-1,1
5,20_1,2017-01-21,64.65029697099835,,-1,1
5,20_1,2017-01-22,32.64516853401541,,-1,1
5,20_1,2017-01-23,37.96510184206775,,-1,1
5,20_1,2017-01-24,47.02500862802394,,-1,1
5,20_1,2017-01-25,74.08091652366831,,-1,1
5,20_1,2017-01-26,66.7835361682872,,-1,1
5,20_1,2017-01-27,68.05599530100444,,-1,1
5,20_1,2017-01-28,30.32395486165497,,-1,1
5,20_1,2017-01-29,96.01509165410776,,-1,1
5,20_1,2017-01-30,47.80101465771742,,-1,1
5,20_1,2017-01-31,95.13792210252079,,-1,1
5,20_1,2017-02-01,63.66747515972603,,-1,1
5,20_1,2017-02-02,70.68695244274316,,-1,1
5,20_1,2017-02-03,42.098699932521704,,-1,1
5,20_1,2017-02-04,57.154061582029854,,-1,1
5,20_1,2017-02-05,34.475025414371984,,-1,1
5,20_1,2017-02-06,32.96077957530835,,-1,1
5,20_1,2017-02-07,64.87108230566035,,-1,1
5,20_1,2017-02-08,40.16946679627209,,-1,1
5,20_1,2017-02-09,39.65397266358432,,-1,1
5,20_1,2017-02-10,56.58350425109364,,-1,1
5,20_1,2017-02-11,44.487960598789606,,-1,1
5,20_1,2017-02-12,76.85425976382768,,-1,1
5,20_1,2017-02-13,78.05781792871586,,-1,1
5,20_1,2017-02-14,72.20177558512889,,-1,1
5,20_1,2017-02-15,42.89091859110727,,-1,1
5,20_1,2017-02-16,56.40276376654456,,-1,1
5,20_1,2017-02-17,52.20416165288662,,-1,1
