StoreID,ProductID,TransactionDateTime,Units,Price
5,8_1,2017-01-08 07:00:40,1,9.53
5,5_1,2017-01-08 07:01:35,1,3.98
5,5_1,2017-01-08 07:01:54,1,3.98
5,5_1,2017-01-08 07:03:02,1,3.98
5,1_1,2017-01-08 07:03:15,1,7.08
5,8_1,2017-01-08 07:03:23,1,9.53
5,4_1,2017-01-08 07:03:53,1,6.28
5,19_1,2017-01-08 07:04:29,1,12.34
5,5_1,2017-01-08 07:04:53,1,3.98
5,5_1,2017-01-08 07:05:07,1,3.98
5,5_1,2017-01-08 07:05:13,1,3.98
5,1_1,2017-01-08 07:05:54,1,7.08
5,5_1,2017-01-08 07:06:07,1,3.98
5,5_1,2017-01-08 07:06:09,1,3.98
5,4_1,2017-01-08 07:06:11,1,6.28
5,5_1,2017-01-08 07:06:14,1,3.98
5,19_1,2017-01-08 07:07:00,1,12.34
5,1_1,2017-01-08 07:07:20,1,7.08
5,5_1,2017-01-08 07:07:22,1,3.98
5,5_1,2017-01-08 07:07:38,1,3.98
5,5_1,2017-01-08 07:08:10,1,3.98
5,5_1,2017-01-08 07:08:31,1,3.98
5,4_1,2017-01-08 07:08:39,1,6.28
5,8_1,2017-01-08 07:09:06,1,9.53
5,2_1,2017-01-08 07:09:11,1,14.67
5,19_1,2017-01-08 07:09:38,1,12.34
5,5_1,2017-01-08 07:09:49,1,3.98
5,4_1,2017-01-08 07:09:55,1,6.28
5,8_1,2017-01-08 07:10:04,1,9.53
5,9_1,2017-01-08 07:10:16,1,23.32
5,1_1,2017-01-08 07:10:57,1,7.08
5,5_1,2017-01-08 07:11:02,1,3.98
5,5_1,2017-01-08 07:11:31,1,3.98
5,5_1,2017-01-08 07:11:35,1,3.98
5,8_1,2017-01-08 07:11:48,1,9.53
5,3_1,2017-01-08 07:11:54,1,17.52
5,4_1,2017-01-08 07:11:59,1,6.28
5,2_1,2017-01-08 07:12:22,1,14.67
5,5_1,2017-01-08 07:12:26,1,3.98
5,1_1,2017-01-08 07:12:40,1,7.08
5,5_1,2017-01-08 07:14:03,1,3.98
5,5_1,2017-01-08 07:14:09,1,3.98
5,5_1,2017-01-08 07:15:19,1,3.98
5,5_1,2017-01-08 07:15:29,1,3.98
5,1_1,2017-01-08 07:15:42,1,7.08
5,1_1,2017-01-08 07:16:01,1,7.08
5,5_1,2017-01-08 07:16:51,1,3.98
5,5_1,2017-01-08 07:16:54,1,3.98
5,5_1,2017-01-08 07:17:01,1,3.98
5,8_1,2017-01-08 07:17:12,1,9.53
5,8_1,2017-01-08 07:17:35,1,9.53
5,5_1,2017-01-08 07:17:35,1,3.98
5,14_1,2017-01-08 07:17:39,1,18.61
5,8_1,2017-01-08 07:17:45,1,9.53
5,8_1,2017-01-08 07:17:47,1,9.53
5,5_1,2017-01-08 07:17:50,1,3.98
5,1_1,2017-01-08 07:18:17,1,7.08
5,3_1,2017-01-08 07:18:25,1,17.52
5,4_1,2017-01-08 07:18:33,1,6.28
5,2_1,2017-01-08 07:18:37,1,14.67
5,5_1,2017-01-08 07:18:52,1,3.98
5,5_1,2017-01-08 07:19:02,1,3.98
5,1_1,2017-01-08 07:19:33,1,7.08
5,5_1,2017-01-08 07:19:42,1,3.98
5,5_1,2017-01-08 07:19:45,1,3.98
5,13_1,2017-01-08 07:20:32,1,12.91
5,2_1,2017-01-08 07:20:36,1,14.67
5,5_1,2017-01-08 07:20:43,1,3.98
5,5_1,2017-01-08 07:21:36,1,3.98
5,5_1,2017-01-08 07:21:39,1,3.98
5,5_1,2017-01-08 07:21:47,1,3.98
5,1_1,2017-01-08 07:22:17,1,7.08
5,8_1,2017-01-08 07:22:27,1,9.53
5,1_1,2017-01-08 07:22:40,1,7.08
5,5_1,2017-01-08 07:22:42,1,3.98
5,2_1,2017-01-08 07:22:55,1,14.67
5,1_1,2017-01-08 07:22:59,1,7.08
5,1_1,2017-01-08 07:24:43,1,7.08
5,2_1,2017-01-08 07:24:49,1,14.67
5,15_1,2017-01-08 07:25:20,1,21.18
5,8_1,2017-01-08 07:25:27,1,9.53
5,19_1,2017-01-08 07:25:52,1,12.34
5,3_1,2017-01-08 07:27:00,1,17.52
5,13_1,2017-01-08 07:27:25,1,12.91
5,2_1,2017-01-08 07:27:37,1,14.67
5,8_1,2017-01-08 07:28:01,1,9.53
5,15_1,2017-01-08 07:28:33,1,21.18
5,15_1,2017-01-08 07:28:52,1,21.18
5,8_1,2017-01-08 07:29:05,1,9.53
5,13_1,2017-01-08 07:30:12,1,12.91
5,8_1,2017-01-08 07:31:20,1,9.53
5,2_1,2017-01-08 07:32:37,1,14.67
5,2_1,2017-01-08 07:34:07,1,14.67
5,2_1,2017-01-08 07:35:00,1,14.67
5,8_1,2017-01-08 07:35:10,1,9.53
5,1_1,2017-01-08 07:36:20,1,7.08
5,2_1,2017-01-08 07:37:33,1,14.67
5,14_1,2017-01-08 07:37:52,1,18.61
5,1_1,2017-01-08 07:39:02,1,7.08
5,1_1,2017-01-08 07:39:33,1,7.08
5,19_1,2017-01-08 07:39:37,1,12.34
5,2_1,2017-01-08 07:41:14,1,14.67
5,13_1,2017-01-08 07:41:24,1,12.91
5,8_1,2017-01-08 07:41:45,1,9.53
5,1_1,2017-01-08 07:41:51,1,7.08
5,1_1,2017-01-08 07:42:07,1,7.08
5,13_1,2017-01-08 07:43:21,1,12.91
5,8_1,2017-01-08 07:43:33,1,9.53
5,2_1,2017-01-08 07:43:36,1,14.67
5,1_1,2017-01-08 07:43:47,1,7.08
5,8_1,2017-01-08 07:45:00,1,9.53
5,19_1,2017-01-08 07:46:30,1,12.34
5,2_1,2017-01-08 07:47:51,1,14.67
5,1_1,2017-01-08 07:48:13,1,7.08
5,19_1,2017-01-08 07:50:36,1,12.34
5,15_1,2017-01-08 07:52:18,1,21.18
5,1_1,2017-01-08 07:52:21,1,7.08
5,1_1,2017-01-08 07:53:00,1,7.08
5,19_1,2017-01-08 07:53:08,1,12.34
5,1_1,2017-01-08 07:53:27,1,7.08
5,2_1,2017-01-08 07:53:36,1,14.67
5,1_1,2017-01-08 07:53:42,1,7.08
5,8_1,2017-01-08 07:55:25,1,9.53
5,2_1,2017-01-08 07:56:27,1,14.67
5,13_1,2017-01-08 07:58:56,1,12.91
5,8_1,2017-01-08 07:59:01,1,9.53
5,14_1,2017-01-08 08:00:49,1,18.61
5,15_1,2017-01-08 08:01:23,1,21.18
