StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
4,2_1,2017-01-08 00:00:00,5,2017-01-09 07:00:00
4,3_1,2017-01-08 00:00:00,20,2017-01-12 07:00:00
4,4_1,2017-01-08 00:00:00,118,2017-01-11 07:00:00
4,6_1,2017-01-08 00:00:00,33,2017-01-12 07:00:00
4,8_1,2017-01-08 00:00:00,48,2017-01-08 07:00:00
4,13_1,2017-01-08 00:00:00,63,2044-05-25 07:00:00
4,15_1,2017-01-08 00:00:00,104,2017-01-08 07:00:00
4,16_1,2017-01-08 00:00:00,2,2044-05-23 07:00:00
4,17_1,2017-01-08 00:00:00,252,2017-01-12 07:00:00
4,18_1,2017-01-08 00:00:00,163,2044-05-23 07:00:00
4,19_1,2017-01-08 00:00:00,25,2044-05-25 07:00:00
