StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
3,1_1,2017-01-06 00:00:00,129,2017-01-07 07:00:00
3,2_1,2017-01-06 00:00:00,330,2017-01-07 07:00:00
3,3_1,2017-01-06 00:00:00,1219,2017-01-10 07:00:00
3,4_1,2017-01-06 00:00:00,24,2017-01-11 07:00:00
3,5_1,2017-01-06 00:00:00,155,2017-01-12 07:00:00
3,9_1,2017-01-06 00:00:00,100,2017-01-12 07:00:00
3,10_1,2017-01-06 00:00:00,16,2017-01-08 07:00:00
3,11_1,2017-01-06 00:00:00,12,2044-05-23 07:00:00
3,12_1,2017-01-06 00:00:00,7,2017-01-12 07:00:00
3,13_1,2017-01-06 00:00:00,346,2044-05-23 07:00:00
3,14_1,2017-01-06 00:00:00,31,2044-05-23 07:00:00
3,15_1,2017-01-06 00:00:00,178,2017-01-07 07:00:00
3,16_1,2017-01-06 00:00:00,50,2044-05-22 07:00:00
3,17_1,2017-01-06 00:00:00,92,2017-01-09 07:00:00
3,18_1,2017-01-06 00:00:00,54,2044-05-22 07:00:00
3,19_1,2017-01-06 00:00:00,37,2044-05-22 07:00:00
3,20_1,2017-01-06 00:00:00,38,2044-05-22 07:00:00
