StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
6,3_1,2017-01-06 00:00:00,64,2017-01-10 07:00:00
6,4_1,2017-01-06 00:00:00,24,2017-01-10 07:00:00
6,5_1,2017-01-06 00:00:00,200,2017-01-12 07:00:00
6,6_1,2017-01-06 00:00:00,1389,2017-01-12 07:00:00
6,8_1,2017-01-06 00:00:00,830,2017-01-06 07:00:00
6,9_1,2017-01-06 00:00:00,107,2017-01-12 07:00:00
6,10_1,2017-01-06 00:00:00,8,2017-01-08 07:00:00
6,13_1,2017-01-06 00:00:00,237,2044-05-23 07:00:00
6,14_1,2017-01-06 00:00:00,103,2044-05-22 07:00:00
6,15_1,2017-01-06 00:00:00,45,2017-01-07 07:00:00
6,16_1,2017-01-06 00:00:00,17,2044-05-22 07:00:00
6,17_1,2017-01-06 00:00:00,1,2017-01-10 07:00:00
6,18_1,2017-01-06 00:00:00,2067,2044-05-23 07:00:00
6,19_1,2017-01-06 00:00:00,115,2044-05-23 07:00:00
