big_demand,prob_lead_demand
850,2.193364002732E-06
849,4.9088692068539278E-06
848,8.2268142619871539E-06
847,1.2236207036656675E-05
846,1.7035307962302055E-05
845,2.2732158940791675E-05
844,2.9445090371850069E-05
843,3.7303198303828286E-05
842,4.6446783218141373E-05
841,5.7027741539095937E-05
840,6.920990063036054E-05
839,8.3169287810957171E-05
838,9.9094323809982581E-05
837,0.00011718593109181789
836,0.00013765754763234324
835,0.00016073503701983404
834,0.00018665648619729881
833,0.00021567188275991911
832,0.00024804266447151174
831,0.00028404113456633221
830,0.00032394973745088093
829,0.00036806019060593048
828,0.00041667246980088622
827,0.00047009364615583504
826,0.00052863657510354332
825,0.00059261843889584669
824,0.00066235914594278331
823,0.00073817959194730611
822,0.00082039978947713859
821,0.00090933687427436423
820,0.001005302998218471
819,0.0011086031204034709
818,0.0012195327092443737
817,0.001338375369868339
816,0.0014654004122558813
815,0.0016008603766574964
814,0.0017449885337123424
813,0.0018979963774248517
812,0.0020600711297082421
811,0.0022313732755789096
810,0.0024120341482814106
809,0.0026021535836467224
808,0.0028017976628436246
807,0.0030109965623829485
806,0.0032297425297912741
805,0.0034579880027960246
804,0.0036956438891737912
803,0.0039425780236221819
802,0.0041986138171363277
801,0.0044635291134198368
800,0.0047370552658456688
799,0.0050188764474176544
798,0.005308629205073816
797,0.0056059022685251564
796,0.0059102366226381139
795,0.0062211258511483455
794,0.0065380167582312658
793,0.0068603102731493613
792,0.007187362641838009
791,0.0075184869078735077
790,0.007852954683780982
789,0.0081899982120750576
788,0.0085288127137772372
787,0.0088685590204118821
786,0.0092083664836456539
785,0.0095473361548001779
784,0.0098845442244378523
783,0.010219045710102603
782,0.010549878378100782
781,0.010876066882948891
780,0.011196627105813071
779,0.011510570670946489
778,0.011816909616822149
777,0.012114661196394044
776,0.012402852778734484
775,0.012680526822228397
774,0.012946745887596084
773,0.013200597657306369
772,0.01344119992647108
771,0.013667705529119984
770,0.013879307162878862
769,0.014075242074545715
768,0.014254796568910799
767,0.014417310303418182
766,0.014562180331939074
765,0.01468886486203011
764,0.014796886691589002
763,0.01488583629279073
762,0.014955374513580109
761,0.015005234869793297
760,0.015035225404154541
