StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
5,12_1,2017-01-15,1177.9498165553782,,-1,1
5,12_1,2017-01-16,1917.2439108601795,,-1,1
5,12_1,2017-01-17,1637.7869900374142,,-1,1
5,12_1,2017-01-18,1107.4464643400909,,-1,1
5,12_1,2017-01-19,1649.2614107579031,,-1,1
5,12_1,2017-01-20,1429.13892392019,,-1,1
5,12_1,2017-01-21,1246.6342421731101,,-1,1
5,12_1,2017-01-22,1278.8845576236708,,-1,1
5,12_1,2017-01-23,1320.7877580630259,,-1,1
5,12_1,2017-01-24,1055.0565141706406,,-1,1
5,12_1,2017-01-25,1061.4212744719684,,-1,1
5,12_1,2017-01-26,1262.6215636297818,,-1,1
5,12_1,2017-01-27,1163.378324214927,,-1,1
5,12_1,2017-01-28,1549.7279163417118,,-1,1
5,12_1,2017-01-29,1364.5495940348117,,-1,1
5,12_1,2017-01-30,2246.869099069125,,-1,1
5,12_1,2017-01-31,1048.7427402307858,,-1,1
5,12_1,2017-02-01,1497.8875758309753,,-1,1
5,12_1,2017-02-02,1192.7666762691686,,-1,1
5,12_1,2017-02-03,1355.6436207745426,,-1,1
5,12_1,2017-02-04,1270.7182312560458,,-1,1
5,12_1,2017-02-05,1528.7079090026136,,-1,1
5,12_1,2017-02-06,1238.7421307300838,,-1,1
5,12_1,2017-02-07,1320.7877580630259,,-1,1
5,12_1,2017-02-08,1156.183001133262,,-1,1
5,12_1,2017-02-09,1382.5979134635613,,-1,1
5,12_1,2017-02-10,1192.7666762691686,,-1,1
5,12_1,2017-02-11,1163.378324214927,,-1,1
5,12_1,2017-02-12,1549.7279163417118,,-1,1
5,12_1,2017-02-13,1183.4418342428326,,-1,1
5,12_1,2017-02-14,1353.4196637347807,,-1,1
5,12_1,2017-02-15,1710.0928661388434,,-1,1
5,12_1,2017-02-16,1101.3043409886327,,-1,1
5,12_1,2017-02-17,1174.1089153896166,,-1,1
5,12_1,2017-02-18,1493.5643333297855,,-1,1
5,12_1,2017-02-19,1308.5297149676794,,-1,1
5,12_1,2017-02-20,1060.0518436541859,,-1,1
5,12_1,2017-02-21,1191.3677107661556,,-1,1
5,12_1,2017-02-22,1493.1129866801389,,-1,1
5,12_1,2017-02-23,1235.0952391381488,,-1,1
5,12_1,2017-02-24,1188.536946705589,,-1,1
5,12_1,2017-02-25,1299.6799503830998,,-1,1
